image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,2.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22366,0.97099,27.126,0.53292,0.06852,0.26859,0.80408,20.402,0.33756,0.16113,0.70418,0.04403,0.92821,0.95006,False,0.837,405.5
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,2.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28176,0.95919,28.156,0.47334,0.11073,0.35383,0.76815,19.086,0.29098,0.21982,0.55989,0.0391,0.9682,0.96686,False,0.837,393.5
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,2.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33108,0.92511,23.139,0.39664,0.16291,0.44955,0.52471,16.494,0.25491,0.29012,0.5521,0.06967,0.95652,0.9067,False,0.837,393.4
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,2.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31548,0.986,36.517,0.51152,0.06153,0.21559,0.80198,19.155,0.58167,0.1863,0.49825,0.01493,0.92779,0.93308,False,0.837,393.0
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,2.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.21732,0.97431,30.759,0.59265,0.1004,0.37144,0.68954,12.399,0.4192,0.21752,0.72108,0.02898,0.94173,0.9121,False,0.837,392.7
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36426,0.95877,31.606,0.56708,0.05634,0.34584,0.59251,18.081,0.34606,0.16355,0.44907,0.02628,0.9075,0.88955,False,0.837,392.4
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32002,0.91525,21.209,0.35425,0.1136,0.49345,0.39292,15.65,0.13105,0.27988,0.77961,0.08701,0.93494,0.86086,False,0.837,392.5
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,2.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29059,0.9587,26.194,0.45238,0.08058,0.38285,0.71743,18.543,0.24786,0.20668,0.67766,0.04901,0.90785,0.87019,False,0.837,392.1
task_obj_add_40931,gain_only,instruct-pix2pix,Add the blood on snout,,2.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40389,0.94419,26.827,0.45539,0.12684,0.44293,0.50324,17.27,0.25103,0.29242,0.4902,0.04557,0.89938,0.73575,True,0.837,391.4
task_obj_remove_380621,gain_only,instruct-pix2pix,Remove iceberg,,2.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28609,0.96713,27.868,0.57473,0.08515,0.38377,0.63756,17.407,0.32931,0.237,0.60994,0.04042,0.90577,0.87931,False,0.837,391.8
