image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55477,0.93373,24.644,0.27734,0.10774,0.5196,0.60326,12.432,0.21034,0.27788,0.4152,0.05859,178.9
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51414,0.88081,25.241,0.30186,0.1061,0.63254,0.27553,7.372,0.02732,0.41618,0.41401,0.0547,179.0
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46837,0.96272,24.232,0.37916,0.06425,0.63318,0.43662,11.77,0.25242,0.35589,0.43407,0.06143,178.7
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.61866,0.8566,27.131,0.10517,0.18838,0.6264,0.39714,10.47,0.07424,0.38905,0.31335,0.044,178.6
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59246,0.92297,25.161,0.2618,0.11851,0.74561,0.19231,6.472,0.29337,0.72399,0.40392,0.0552,178.7
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.63929,0.93664,24.812,0.2826,0.08113,0.8633,0.3034,10.25,0.16533,0.38104,0.41751,0.05746,178.6
task_env_weather_133752,dct_shield_y,instruct-pix2pix,transform the setting to a rainy day,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.63335,0.94521,25.028,0.29115,0.07721,0.74967,0.23719,11.754,0.03603,0.44314,0.3486,0.05605,179.5
task_env_weather_181583,dct_shield_y,instruct-pix2pix,change the setting to a stormy day,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58144,0.93878,24.822,0.25619,0.0961,0.8003,0.25634,10.807,0.04646,0.43312,0.37675,0.0574,179.5
task_env_weather_246440,dct_shield_y,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37124,0.95405,24.202,0.39216,0.04363,0.51639,0.36939,15.417,0.12789,0.28668,0.42321,0.06164,179.5
task_env_weather_63722,dct_shield_y,instruct-pix2pix,change the setting to a snowy landscape,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54804,0.93624,24.952,0.30418,0.07114,0.63772,0.45928,13.49,0.08452,0.41884,0.36325,0.05655,179.5
task_obj_add_13726,dct_shield_y,instruct-pix2pix,Add subscribe button,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48071,0.93378,24.712,0.2981,0.04536,0.73747,0.47271,14.387,0.22435,0.37959,0.46765,0.05813,179.7
task_obj_add_340466,dct_shield_y,instruct-pix2pix,Add orange juice,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59597,0.93648,24.733,0.29708,0.12054,0.74667,0.35091,10.28,0.10217,0.37988,0.38771,0.05799,179.9
task_obj_add_40931,dct_shield_y,instruct-pix2pix,Add the blood on snout,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.505,0.94242,25.16,0.37323,0.0863,0.59171,0.42814,15.867,0.25993,0.36626,0.37896,0.05521,183.2
