step,loss,step_size,delta_linf01,delta_l2
0,27631.64453125,0.00784313725490196,0.0627451241016388,64.34635925292969
1,25478.607421875,0.00784313725490196,0.0627451241016388,64.41034698486328
2,23249.11328125,0.00784313725490196,0.0627451241016388,64.55847930908203
3,21606.76171875,0.00784313725490196,0.0627451241016388,64.72714233398438
4,16476.36328125,0.00784313725490196,0.0627451241016388,64.84249114990234
5,17974.30859375,0.00784313725490196,0.0627451241016388,65.07318878173828
6,17516.921875,0.00784313725490196,0.0627451241016388,65.294677734375
7,17881.3515625,0.00784313725490196,0.0627451241016388,65.5390625
8,16855.328125,0.00784313725490196,0.0627451241016388,65.74898529052734
9,16899.9453125,0.00784313725490196,0.0627451241016388,66.04138946533203
10,16917.240234375,0.00784313725490196,0.0627451241016388,66.32711029052734
11,15104.5390625,0.00784313725490196,0.0627451241016388,66.62345123291016
12,15295.1201171875,0.00784313725490196,0.0627451241016388,66.96446990966797
13,16363.630859375,0.00784313725490196,0.0627451241016388,67.22929382324219
14,15385.13671875,0.00784313725490196,0.0627451241016388,67.5638198852539
15,12140.7158203125,0.00784313725490196,0.0627451241016388,67.64215850830078
16,14716.4072265625,0.00784313725490196,0.0627451241016388,68.030029296875
17,9460.029296875,0.00784313725490196,0.0627451241016388,68.03695678710938
18,12136.701171875,0.00784313725490196,0.0627451241016388,68.22911834716797
19,15643.0263671875,0.00784313725490196,0.0627451241016388,68.61395263671875
20,11514.55859375,0.00784313725490196,0.0627451241016388,68.80855560302734
21,15363.759765625,0.00784313725490196,0.0627451241016388,69.16780090332031
22,13430.818359375,0.00784313725490196,0.0627451241016388,69.46275329589844
23,14863.283203125,0.00784313725490196,0.0627451241016388,69.79141998291016
24,14125.876953125,0.00784313725490196,0.0627451241016388,70.1075439453125
25,11452.5400390625,0.00784313725490196,0.0627451241016388,70.21971893310547
26,12275.5009765625,0.00784313725490196,0.0627451241016388,70.50386810302734
27,13174.5400390625,0.00784313725490196,0.0627451241016388,70.85126495361328
28,10227.583984375,0.00784313725490196,0.0627451241016388,70.91793060302734
29,14458.7138671875,0.00784313725490196,0.0627451241016388,71.21151733398438
30,14056.970703125,0.00784313725490196,0.0627451241016388,71.53824615478516
31,13915.3525390625,0.00784313725490196,0.0627451241016388,71.81159210205078
32,13086.8828125,0.00784313725490196,0.0627451241016388,72.06715393066406
33,13595.708984375,0.00784313725490196,0.0627451241016388,72.31739807128906
34,12285.2275390625,0.00784313725490196,0.0627451241016388,72.43509674072266
35,13025.791015625,0.00784313725490196,0.0627451241016388,72.7108154296875
36,9223.498046875,0.00784313725490196,0.0627451241016388,72.67276000976562
37,11701.095703125,0.00784313725490196,0.0627451241016388,72.70471954345703
38,13677.9599609375,0.00784313725490196,0.0627451241016388,72.99925231933594
39,12289.599609375,0.00784313725490196,0.0627451241016388,73.348876953125
40,13117.427734375,0.00784313725490196,0.0627451241016388,73.6144790649414
41,12581.7451171875,0.00784313725490196,0.0627451241016388,73.94479370117188
42,12878.3505859375,0.00784313725490196,0.0627451241016388,74.13981628417969
43,10533.4931640625,0.00784313725490196,0.0627451241016388,74.32453155517578
44,12077.8251953125,0.00784313725490196,0.0627451241016388,74.53005981445312
45,11991.234375,0.00784313725490196,0.0627451241016388,74.82559967041016
46,12453.6552734375,0.00784313725490196,0.0627451241016388,75.01795196533203
47,7428.17333984375,0.00784313725490196,0.0627451241016388,74.85868835449219
48,9384.6259765625,0.00784313725490196,0.0627451241016388,74.9476547241211
49,12884.0771484375,0.00784313725490196,0.0627451241016388,75.19993591308594
50,12107.734375,0.00784313725490196,0.0627451241016388,75.58949279785156
51,12468.0185546875,0.00784313725490196,0.0627451241016388,75.78506469726562
52,12297.22265625,0.00784313725490196,0.0627451241016388,76.0201416015625
53,12333.06640625,0.00784313725490196,0.0627451241016388,76.22454833984375
54,6107.02783203125,0.00784313725490196,0.0627451241016388,76.00196838378906
55,12590.7490234375,0.00784313725490196,0.0627451241016388,76.27069091796875
56,12183.9306640625,0.00784313725490196,0.0627451241016388,76.64219665527344
57,11631.61328125,0.00784313725490196,0.0627451241016388,76.83702087402344
58,11160.3544921875,0.00784313725490196,0.0627451241016388,76.87645721435547
59,8731.177734375,0.00784313725490196,0.0627451241016388,76.79425048828125
60,12268.8740234375,0.00784313725490196,0.0627451241016388,77.02932739257812
61,10030.2626953125,0.00784313725490196,0.0627451241016388,77.33834838867188
62,11763.7294921875,0.00784313725490196,0.0627451241016388,77.51294708251953
63,11778.26953125,0.00784313725490196,0.0627451241016388,77.81382751464844
64,11458.8515625,0.00784313725490196,0.0627451241016388,77.96146392822266
65,11728.79296875,0.00784313725490196,0.0627451241016388,78.19413757324219
66,11877.4033203125,0.00784313725490196,0.0627451241016388,78.2929916381836
67,4778.177734375,0.00784313725490196,0.0627451241016388,77.97138977050781
68,12211.125,0.00784313725490196,0.0627451241016388,78.19929504394531
69,11037.21875,0.00784313725490196,0.0627451241016388,78.48765563964844
70,11900.916015625,0.00784313725490196,0.0627451241016388,78.64471435546875
71,11291.10546875,0.00784313725490196,0.0627451241016388,78.93750762939453
72,11627.3818359375,0.00784313725490196,0.0627451241016388,79.04225158691406
73,9939.6357421875,0.00784313725490196,0.0627451241016388,79.26028442382812
74,11797.3232421875,0.00784313725490196,0.0627451241016388,79.32453155517578
75,11535.2841796875,0.00784313725490196,0.0627451241016388,79.56134033203125
76,11361.2275390625,0.00784313725490196,0.0627451241016388,79.68611145019531
77,7782.5224609375,0.00784313725490196,0.0627451241016388,79.48577880859375
78,11164.4853515625,0.00784313725490196,0.0627451241016388,79.58138275146484
79,11237.4404296875,0.00784313725490196,0.0627451241016388,79.8972396850586
80,11072.7548828125,0.00784313725490196,0.0627451241016388,80.05403137207031
81,11319.3232421875,0.00784313725490196,0.0627451241016388,80.20891571044922
82,10285.0322265625,0.00784313725490196,0.0627451241016388,80.46895599365234
