image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50591,0.94364,25.559,0.2995,0.11026,0.51492,0.60252,12.622,0.19219,0.26941,0.57455,0.05273,0.77968,0.79383,True,0.837,425.5
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47,0.9317,26.701,0.33203,0.14852,0.6315,0.27423,7.48,0.02632,0.40468,0.51142,0.04623,0.66358,0.83553,True,0.837,415.8
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48883,0.90746,22.323,0.30583,0.19148,0.78275,0.13681,6.255,0.03883,0.67324,0.54552,0.07654,0.70803,0.6319,True,0.837,415.5
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55821,0.94392,31.524,0.17216,0.1305,0.61767,0.39718,10.753,0.07368,0.38747,0.5451,0.02653,0.75705,0.74076,True,0.837,415.1
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52543,0.94704,27.945,0.32653,0.13834,0.68798,0.22248,6.909,0.60462,0.52018,0.68734,0.04006,0.65025,0.66657,True,0.837,414.5
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56679,0.94981,28.574,0.35767,0.07662,0.84193,0.32108,10.164,0.16204,0.36276,0.56627,0.03726,0.55068,0.56675,True,0.837,414.9
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43128,0.90714,21.304,0.30685,0.1262,0.60767,0.26532,13.956,0.12881,0.35136,0.80784,0.08606,0.89613,0.85857,False,0.837,415.0
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50408,0.93557,24.911,0.30209,0.10641,0.67106,0.36607,12.761,0.04526,0.45324,0.5172,0.05681,0.61327,0.61469,True,0.837,414.2
task_obj_add_40931,gain_only,instruct-pix2pix,Add the blood on snout,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49905,0.92878,25.461,0.36709,0.14526,0.59228,0.39273,15.855,0.22417,0.39093,0.4879,0.05333,0.83056,0.69067,True,0.837,414.4
task_obj_remove_380621,gain_only,instruct-pix2pix,Remove iceberg,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53172,0.95058,26.582,0.36002,0.12427,0.72588,0.25037,8.076,0.05158,0.38054,0.611,0.04687,0.73613,0.71447,True,0.837,414.4
task_obj_swap_joint_mask_276754,gain_only,instruct-pix2pix,Replace the satellite dish with rocket,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48044,0.87101,24.204,0.26688,0.14092,0.68447,0.47016,12.201,0.01091,0.40255,0.55686,0.06163,0.85768,0.89436,False,0.837,414.3
task_obj_swap_joint_mask_533428,gain_only,instruct-pix2pix,Replace the samurai armor with red jacket,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4903,0.92281,24.179,0.32369,0.12162,0.62851,0.25277,9.48,0.05887,0.27665,0.61283,0.06181,0.65032,0.61951,True,0.837,414.5
task_obj_swap_rand_mask_417469,gain_only,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50712,0.91831,25.678,0.30429,0.10284,0.77897,0.23257,8.961,0.05719,0.5586,0.6655,0.05201,0.38377,0.49828,True,0.837,398.3
