condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size,mask_gated,gate_open_frac
N2,cat_02,0.1,0.10021068900823593,0.5625,3.2687164936182653,27.678022384643555,0.505671501159668,0.9261128902435303,0.4170236587524414,0.9538875222206116,0.10021068900823593,0.031274259090423584,0.9839302897453308,0.04131403937935829,0.0982157438993454,0.6881786584854126,4.2601823806762695,2.1382784843444824,1.894242525100708,32,False,1.0
