loss,L_def,L_fid,defense_mode,edit_shift,fid_acut,fid_pen_acut,fid_chroma,fid_pen_chroma,fid_linf_total,fid_psnr_total,fid_lpips,fid_lpips_rel,fid_ssim,fid_linf,fid_psnr,fid_pen_linf,fid_pen_lpips,fid_pen_psnr,step,stage,stage_step,lr,grad_norm
0.825291633605957,0.825291633605957,0.0,targeted_output,0.18152925372123718,1.2584744126797887e-06,0.0,3.856647708744276e-06,0.0,1.806020736694336e-05,120.0,9.816990276245718e-11,9.816990276245718e-11,1.0,1.806020736694336e-05,120.0,0.0,0.0,0.0,0,default,0,0.1,0.010615774430334568
0.8193724155426025,0.8193724155426025,0.0,targeted_output,0.1943632960319519,0.003171405056491494,0.0,0.02383613958954811,0.0,0.07103332877159119,44.673583984375,0.003146655857563019,0.003146655857563019,0.9980788230895996,0.07103332877159119,44.673583984375,0.011033330112695694,0.0,0.0,1,default,1,0.1,0.006918715313076973
0.814204216003418,0.814204216003418,0.0,targeted_output,0.19944725930690765,0.006558690685778856,0.0,0.037508681416511536,0.0,0.11213512718677521,40.167266845703125,0.009376311674714088,0.009376311674714088,0.9948481917381287,0.11213512718677521,40.167266845703125,0.052135128527879715,0.0,0.0,2,default,2,0.1,0.00747437309473753
0.8100966811180115,0.8100966811180115,0.0,targeted_output,0.20563071966171265,0.010068214498460293,0.0,0.04792289063334465,0.0,0.15549622476100922,37.56486511230469,0.018103109672665596,0.018103109672665596,0.9911098480224609,0.15549622476100922,37.56486511230469,0.09549622237682343,0.0,0.0,3,default,3,0.1,0.007336479611694813
0.8062337636947632,0.8062337636947632,0.0,targeted_output,0.21233776211738586,0.013281900435686111,0.0,0.05701794475317001,0.0,0.2032974362373352,35.73426055908203,0.02886172942817211,0.02886172942817211,0.9870168566703796,0.2032974362373352,35.73426055908203,0.14329743385314941,0.0,0.0,4,default,4,0.1,0.006903857924044132
0.8017441630363464,0.8017441630363464,0.0,targeted_output,0.2228672206401825,0.016000812873244286,0.0,0.06446363031864166,0.0,0.23966944217681885,34.35552215576172,0.04014461115002632,0.04014461115002632,0.9827713966369629,0.23966944217681885,34.35552215576172,0.17966943979263306,0.0,0.0,5,default,5,0.1,0.006129338406026363
0.7982984781265259,0.7982984781265259,0.0,targeted_output,0.23022310435771942,0.01849386841058731,0.0,0.07135947048664093,0.0,0.26864093542099,33.19237518310547,0.05083409696817398,0.05083409696817398,0.9781389236450195,0.26864093542099,33.19237518310547,0.2086409330368042,0.0,0.8076248168945312,6,default,6,0.1,0.005800607614219189
0.7956970930099487,0.7956970930099487,0.0,targeted_output,0.23629647493362427,0.02049257420003414,0.0,0.07779376208782196,0.0,0.30241629481315613,32.230960845947266,0.059214409440755844,0.059214409440755844,0.9733656644821167,0.30241629481315613,32.230960845947266,0.24241629242897034,0.0,1.7690391540527344,7,default,7,0.1,0.0055963327176868916
0.7938375473022461,0.7938375473022461,0.0,targeted_output,0.24062691628932953,0.022086812183260918,0.0,0.08395294845104218,0.0,0.328366219997406,31.422100067138672,0.0656510442495346,0.0656510442495346,0.9684478044509888,0.328366219997406,31.422100067138672,0.2683662176132202,0.0,2.577899932861328,8,default,8,0.1,0.005785648245364428
0.7913862466812134,0.7913862466812134,0.0,targeted_output,0.245839923620224,0.023308321833610535,0.0,0.08972252905368805,0.0,0.3492385149002075,30.7418270111084,0.07077823579311371,0.07077823579311371,0.9634580612182617,0.3492385149002075,30.7418270111084,0.28923851251602173,0.0,3.2581729888916016,9,default,9,0.1,0.007731256075203419
0.79001784324646,0.79001784324646,0.0,targeted_output,0.2514289915561676,0.024144954979419708,0.0,0.09495849907398224,0.0,0.36966362595558167,30.179729461669922,0.07488622516393661,0.07488622516393661,0.9586593508720398,0.36966362595558167,30.179729461669922,0.3096636235713959,0.0,3.820270538330078,10,default,10,0.1,0.008016213774681091
0.7890338897705078,0.7890338897705078,0.0,targeted_output,0.2504761517047882,0.02472688816487789,0.0,0.09985977411270142,0.0,0.39432385563850403,29.720001220703125,0.07841244339942932,0.07841244339942932,0.9541527032852173,0.39432385563850403,29.720001220703125,0.33432385325431824,0.0,4.279998779296875,11,default,11,0.1,0.0061119599267840385
0.786826491355896,0.786826491355896,0.0,targeted_output,0.25482627749443054,0.02518608421087265,0.0,0.1043490320444107,0.0,0.42279550433158875,29.327701568603516,0.08170536905527115,0.08170536905527115,0.9498252272605896,0.42279550433158875,29.327701568603516,0.36279550194740295,0.0,4.672298431396484,12,default,12,0.1,0.004426983650773764
0.7854635119438171,0.7854635119438171,0.0,targeted_output,0.25860661268234253,0.025473972782492638,0.0,0.10857941210269928,0.0,0.43975988030433655,28.992462158203125,0.08488233387470245,0.08488233387470245,0.945742130279541,0.43975988030433655,28.992462158203125,0.37975987792015076,0.0,5.007537841796875,13,default,13,0.1,0.004564911592751741
0.784935474395752,0.784935474395752,0.0,targeted_output,0.26178765296936035,0.02563413232564926,0.0,0.11252014338970184,0.0,0.4518560469150543,28.70568084716797,0.08783707022666931,0.08783707022666931,0.9419405460357666,0.4518560469150543,28.70568084716797,0.39185604453086853,0.0,5.294319152832031,14,default,14,0.1,0.005490526091307402
0.7839257121086121,0.7839257121086121,0.0,targeted_output,0.2599584460258484,0.02571169286966324,0.0,0.11638091504573822,0.0,0.47597625851631165,28.462087631225586,0.09036561101675034,0.09036561101675034,0.9384540915489197,0.47597625851631165,28.462087631225586,0.41597625613212585,0.0,5.537912368774414,15,default,15,0.1,0.0038764907512813807
0.7829082012176514,0.7829082012176514,0.0,targeted_output,0.2612425982952118,0.025760680437088013,0.0,0.12000685930252075,0.0,0.49902841448783875,28.249980926513672,0.09271368384361267,0.09271368384361267,0.9351925253868103,0.49902841448783875,28.249980926513672,0.43902841210365295,0.0,5.750019073486328,16,default,16,0.1,0.005583716556429863
0.7818633913993835,0.7818633913993835,0.0,targeted_output,0.2621535658836365,0.025830378755927086,0.0,0.12334352731704712,0.0,0.5256620645523071,28.062015533447266,0.09496656060218811,0.09496656060218811,0.9321393966674805,0.5256620645523071,28.062015533447266,0.46566206216812134,0.0,5.937984466552734,17,default,17,0.1,0.005018819589167833
0.7815391421318054,0.7815391421318054,0.0,targeted_output,0.26473405957221985,0.025945551693439484,0.0,0.12662774324417114,0.0,0.5491862893104553,27.896514892578125,0.0971071645617485,0.0971071645617485,0.929268479347229,0.5491862893104553,27.896514892578125,0.48918628692626953,0.0,6.103485107421875,18,default,18,0.1,0.00797787494957447
0.7804244756698608,0.7804244756698608,0.0,targeted_output,0.26858434081077576,0.02616581879556179,0.0,0.12978217005729675,0.0,0.5687347650527954,27.743349075317383,0.09929549694061279,0.09929549694061279,0.9264957308769226,0.5687347650527954,27.743349075317383,0.5087347626686096,0.0,6.256650924682617,19,default,19,0.1,0.00576510326936841
0.7789844274520874,0.7789844274520874,0.0,targeted_output,0.271933913230896,0.026429561898112297,0.0,0.1326369047164917,0.0,0.5834954977035522,27.60540771484375,0.1012825071811676,0.1012825071811676,0.9238502979278564,0.5834954977035522,27.60540771484375,0.5234954953193665,0.0,6.39459228515625,20,default,20,0.1,0.010575145483016968
0.7781515121459961,0.7781515121459961,0.0,targeted_output,0.2701309621334076,0.02671758085489273,0.0,0.1357681006193161,0.0,0.5916414856910706,27.474571228027344,0.10327121615409851,0.10327121615409851,0.9212048053741455,0.5916414856910706,27.474571228027344,0.5316414833068848,0.0,6.525428771972656,21,default,21,0.1,0.007222190499305725
0.777006983757019,0.777006983757019,0.0,targeted_output,0.2721632421016693,0.026996899396181107,0.0,0.138543501496315,0.0,0.5976583361625671,27.348669052124023,0.10525266081094742,0.10525266081094742,0.9185437560081482,0.5976583361625671,27.348669052124023,0.5376583337783813,0.0,6.651330947875977,22,default,22,0.1,0.019150370731949806
