image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,4.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.73599,0.60055,14.574,0.09777,0.25019,0.69529,0.35792,8.091,0.06595,0.3725,0.99216,0.18676,0.73863,0.72532,True,0.837,391.2
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,4.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.69655,0.52083,14.406,0.10462,0.2934,0.62872,0.22938,6.321,0.0205,0.44587,1.0,0.19042,0.7716,0.78996,True,0.837,381.5
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,4.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.69618,0.74289,14.177,0.14873,0.26608,0.7814,0.13835,6.382,0.0361,0.66877,0.97647,0.19549,0.69618,0.63649,True,0.837,382.0
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,4.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.75048,0.26939,15.46,0.02377,0.39175,0.65178,0.42783,9.989,0.06161,0.39548,0.97255,0.16865,0.81709,0.72243,True,0.837,382.1
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,4.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.74105,0.58704,15.357,0.09692,0.28636,0.72309,0.18968,6.55,0.94575,0.7816,0.98431,0.17068,0.54706,0.4746,True,0.837,384.8
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,4.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.79436,0.60991,14.671,0.10669,0.24628,0.91126,0.15442,9.694,0.02531,0.3867,0.99608,0.1847,0.54963,0.56019,True,0.837,380.5
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,4.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.72349,0.6238,15.24,0.10838,0.27201,0.73932,0.22782,7.037,0.06164,0.40965,0.99608,0.17298,0.7271,0.65059,True,0.837,381.9
task_obj_swap_joint_mask_276754,dct_shield_y,instruct-pix2pix,Replace the satellite dish with rocket,,4.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5562,0.6154,15.144,0.08562,0.24356,0.63252,0.56246,12.096,0.0157,0.38206,0.98704,0.1749,0.81873,0.88866,False,0.837,381.6
task_obj_swap_joint_mask_533428,dct_shield_y,instruct-pix2pix,Replace the samurai armor with red jacket,,4.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.67826,0.67274,14.616,0.12991,0.26591,0.65823,0.23483,8.948,0.05845,0.31222,0.98474,0.18586,0.56011,0.58785,True,0.837,379.6
task_obj_swap_rand_mask_417469,dct_shield_y,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,4.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.70844,0.55699,15.397,0.09746,0.25886,0.74404,0.17155,8.235,0.04437,0.41392,0.96418,0.16989,0.34625,0.49369,True,0.837,379.5
