image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19094,0.99311,31.068,0.66282,0.01456,0.2085,0.87789,22.228,0.40356,0.09922,0.56544,0.02796,0.95647,0.96594,False,0.837,186.3
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22314,0.98808,32.385,0.61323,0.03924,0.27255,0.82193,21.904,0.3595,0.16228,0.50523,0.02403,0.98616,0.9777,False,0.837,177.4
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26959,0.98281,27.095,0.53697,0.04683,0.35561,0.65038,17.694,0.30808,0.2308,0.52115,0.04418,0.97465,0.9491,False,0.837,342.1
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26,0.99708,41.178,0.69102,0.01525,0.19433,0.81712,19.538,0.63479,0.17338,0.28287,0.00873,0.93469,0.9317,False,0.837,369.9
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.16007,0.99408,36.099,0.73338,0.02861,0.29852,0.74888,12.964,0.49403,0.16696,0.52024,0.01567,0.97491,0.94157,False,0.837,382.7
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.27158,0.99272,38.412,0.76569,0.01025,0.2866,0.72972,19.973,0.38516,0.14027,0.23681,0.01201,0.93953,0.92134,False,0.837,382.7
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.25971,0.97474,24.06,0.49601,0.03793,0.42579,0.48124,16.1,0.15712,0.22945,0.82353,0.06266,0.92875,0.86817,False,0.837,382.8
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23935,0.9919,31.104,0.60877,0.02508,0.30221,0.80889,20.211,0.3035,0.14819,0.40404,0.02785,0.93577,0.89591,False,0.837,382.7
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3342,0.98533,31.863,0.61638,0.03342,0.32366,0.64653,19.432,0.31772,0.19997,0.33963,0.02552,0.9356,0.90067,False,0.837,382.7
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2504,0.98796,29.304,0.66652,0.03994,0.38883,0.67923,15.999,0.26984,0.22005,0.68627,0.03426,0.94186,0.89285,False,0.837,382.9
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,2.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37318,0.96024,26.408,0.36045,0.04238,0.56788,0.69952,14.931,0.05885,0.2615,0.57916,0.04782,0.90576,0.92772,False,0.837,382.7
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,2.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31589,0.98254,29.779,0.55355,0.03277,0.50096,0.47203,15.026,0.14692,0.26044,0.51365,0.03244,0.91842,0.84567,False,0.837,382.7
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2855,0.98169,29.608,0.57803,0.0251,0.35699,0.69904,19.103,0.34983,0.17643,0.87629,0.03308,0.93893,0.89356,False,0.837,383.0
