image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,0.13,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.55727,0.92398,25.076,0.28337,0.10221,0.51657,0.62336,12.766,0.2242,0.26847,0.38266,0.05574,0.81253,0.83211,True,0.837,388.5
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,0.13,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.50896,0.88193,25.869,0.30847,0.10152,0.63372,0.27586,7.354,0.02769,0.4035,0.51553,0.05088,0.75861,0.86916,False,0.837,379.0
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,0.13,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.47015,0.94895,24.213,0.37382,0.06919,0.54803,0.50048,16.064,0.26386,0.31168,0.40061,0.06157,0.93829,0.89303,False,0.837,378.8
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,0.13,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.60227,0.85327,28.138,0.10483,0.17408,0.59008,0.39076,10.94,0.08096,0.38181,0.38519,0.03918,0.75567,0.74263,True,0.837,378.6
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,0.13,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.5843,0.90861,26.049,0.27964,0.11641,0.7488,0.19606,6.509,0.44093,0.68269,0.55745,0.04984,0.53839,0.4576,True,0.837,378.4
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.13,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.62087,0.92339,26.243,0.3082,0.07439,0.84955,0.34454,10.245,0.20219,0.36476,0.40324,0.04874,0.57774,0.57518,True,0.837,378.1
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,0.13,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.5905,0.92027,25.088,0.28312,0.11604,0.71313,0.2559,8.072,0.06593,0.37333,0.56555,0.05567,0.72083,0.71015,True,0.837,377.9
task_obj_swap_joint_mask_276754,dct_shield_y,instruct-pix2pix,Replace the satellite dish with rocket,,0.13,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.44157,0.90604,23.907,0.24493,0.08503,0.69112,0.51417,13.63,0.01141,0.42918,0.4771,0.06377,0.80299,0.82981,True,0.837,377.6
task_obj_swap_joint_mask_533428,dct_shield_y,instruct-pix2pix,Replace the samurai armor with red jacket,,0.13,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.47783,0.92773,24.842,0.35108,0.06587,0.59883,0.33184,10.779,0.1088,0.25994,0.42275,0.05727,0.71301,0.6334,True,0.837,378.0
task_obj_swap_rand_mask_417469,dct_shield_y,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.13,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.53072,0.89169,25.114,0.28225,0.08168,0.73879,0.27603,9.632,0.09382,0.44837,0.45494,0.0555,0.36823,0.49712,True,0.837,377.6
