image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
horse_01,add,human,identity,0.1929,0.08181,0.1929,0.08181,1.0,False,607.7
horse_01,add,human,blur1,0.50495,0.05493,0.1929,0.08181,2.61775,False,607.7
horse_01,add,human,noise0.05,0.3329,0.02297,0.1929,0.08181,1.72581,False,607.7
horse_01,add,human,quantize16,0.24193,0.11482,0.1929,0.08181,1.25418,False,607.7
horse_01,add,human,jpeg75,0.2879,0.10895,0.1929,0.08181,1.4925,False,607.7
horse_01,add,human,jpeg30,0.38705,0.06184,0.1929,0.08181,2.00652,False,607.7
horse_01,add,human,crop_resize0.1,0.53486,0.02469,0.1929,0.08181,2.7728,False,607.7
horse_01,add,human,jpeg_then_resize75,0.48416,0.0623,0.1929,0.08181,2.50993,False,607.7
horse_01,add,human,adverse_cleaner,0.2205,0.0812,0.1929,0.08181,1.14309,False,607.7
horse_01,add,human,impress,0.37813,0.06547,0.1929,0.08181,1.9603,False,607.7
horse_01,phase,human,identity,0.64922,0.03756,0.64922,0.03756,1.0,True,608.2
horse_01,phase,human,blur1,0.62012,0.07413,0.64922,0.03756,0.95519,True,608.2
horse_01,phase,human,noise0.05,0.47598,0.05049,0.64922,0.03756,0.73316,True,608.2
horse_01,phase,human,quantize16,0.58284,0.02837,0.64922,0.03756,0.89776,True,608.2
horse_01,phase,human,jpeg75,0.49098,0.05982,0.64922,0.03756,0.75626,True,608.2
horse_01,phase,human,jpeg30,0.49757,0.03183,0.64922,0.03756,0.76642,True,608.2
horse_01,phase,human,crop_resize0.1,0.62993,0.00507,0.64922,0.03756,0.97029,True,608.2
horse_01,phase,human,jpeg_then_resize75,0.5106,0.0428,0.64922,0.03756,0.78648,True,608.2
horse_01,phase,human,adverse_cleaner,0.62531,0.05668,0.64922,0.03756,0.96318,True,608.2
horse_01,phase,human,impress,0.55611,0.04758,0.64922,0.03756,0.85659,True,608.2
horse_01,phase_rand,human,identity,0.25738,0.05502,0.25738,0.05502,1.0,True,608.4
horse_01,phase_rand,human,blur1,0.53168,0.02911,0.25738,0.05502,2.06571,True,608.4
horse_01,phase_rand,human,noise0.05,0.39096,0.01623,0.25738,0.05502,1.51899,True,608.4
horse_01,phase_rand,human,quantize16,0.2631,0.05004,0.25738,0.05502,1.02221,True,608.4
horse_01,phase_rand,human,jpeg75,0.31356,0.004,0.25738,0.05502,1.21828,True,608.4
horse_01,phase_rand,human,jpeg30,0.45405,0.05105,0.25738,0.05502,1.76408,True,608.4
horse_01,phase_rand,human,crop_resize0.1,0.4905,0.02442,0.25738,0.05502,1.90573,True,608.4
horse_01,phase_rand,human,jpeg_then_resize75,0.47527,0.01679,0.25738,0.05502,1.84655,True,608.4
horse_01,phase_rand,human,adverse_cleaner,0.29165,0.05834,0.25738,0.05502,1.13315,True,608.4
horse_01,phase_rand,human,impress,0.37069,0.01145,0.25738,0.05502,1.44021,True,608.4
man_00,add,human,identity,0.32923,0.14531,0.32923,0.14531,1.0,False,609.7
man_00,add,human,blur1,0.29014,0.06909,0.32923,0.14531,0.88127,False,609.7
man_00,add,human,noise0.05,0.53235,0.03758,0.32923,0.14531,1.61695,False,609.7
man_00,add,human,quantize16,0.28771,0.09271,0.32923,0.14531,0.87387,False,609.7
man_00,add,human,jpeg75,0.17439,0.08915,0.32923,0.14531,0.5297,False,609.7
man_00,add,human,jpeg30,0.2516,0.07487,0.32923,0.14531,0.76421,False,609.7
man_00,add,human,crop_resize0.1,0.47498,0.05997,0.32923,0.14531,1.44269,False,609.7
man_00,add,human,jpeg_then_resize75,0.19069,0.05108,0.32923,0.14531,0.57919,False,609.7
man_00,add,human,adverse_cleaner,0.21424,0.05549,0.32923,0.14531,0.65074,False,609.7
man_00,add,human,impress,0.31805,0.01741,0.32923,0.14531,0.96604,False,609.7
man_00,phase,human,identity,0.26298,0.09622,0.26298,0.09622,1.0,False,617.8
man_00,phase,human,blur1,0.29741,0.07177,0.26298,0.09622,1.13093,False,617.8
man_00,phase,human,noise0.05,0.5385,0.0277,0.26298,0.09622,2.04772,False,617.8
man_00,phase,human,quantize16,0.31745,0.1124,0.26298,0.09622,1.20714,False,617.8
man_00,phase,human,jpeg75,0.20173,0.09925,0.26298,0.09622,0.76712,False,617.8
man_00,phase,human,jpeg30,0.29245,0.08045,0.26298,0.09622,1.11206,False,617.8
man_00,phase,human,crop_resize0.1,0.4426,0.05493,0.26298,0.09622,1.68302,False,617.8
man_00,phase,human,jpeg_then_resize75,0.21785,0.03109,0.26298,0.09622,0.8284,False,617.8
man_00,phase,human,adverse_cleaner,0.28049,0.09286,0.26298,0.09622,1.06661,False,617.8
man_00,phase,human,impress,0.32946,0.02255,0.26298,0.09622,1.25282,False,617.8
man_00,phase_rand,human,identity,0.13297,0.07158,0.13297,0.07158,1.0,False,621.3
man_00,phase_rand,human,blur1,0.27081,0.0644,0.13297,0.07158,2.03663,False,621.3
man_00,phase_rand,human,noise0.05,0.54482,0.03556,0.13297,0.07158,4.09733,False,621.3
man_00,phase_rand,human,quantize16,0.28291,0.08756,0.13297,0.07158,2.12759,False,621.3
man_00,phase_rand,human,jpeg75,0.18479,0.08425,0.13297,0.07158,1.38969,False,621.3
man_00,phase_rand,human,jpeg30,0.25097,0.05365,0.13297,0.07158,1.88741,False,621.3
man_00,phase_rand,human,crop_resize0.1,0.41452,0.01927,0.13297,0.07158,3.11738,False,621.3
man_00,phase_rand,human,jpeg_then_resize75,0.22495,0.03631,0.13297,0.07158,1.6917,False,621.3
man_00,phase_rand,human,adverse_cleaner,0.25848,0.01071,0.13297,0.07158,1.94386,False,621.3
man_00,phase_rand,human,impress,0.30219,0.01638,0.13297,0.07158,2.27264,False,621.3
