image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
dog_03,photoguard_c,native,identity,0.53976,0.0246,0.53976,0.0246,1.0,True,596.3
dog_03,photoguard_c,native,blur1,0.40964,0.02328,0.53976,0.0246,0.75893,True,596.3
dog_03,photoguard_c,native,noise0.05,0.54588,0.03336,0.53976,0.0246,1.01135,True,596.3
dog_03,photoguard_c,native,quantize16,0.50066,0.02192,0.53976,0.0246,0.92758,True,596.3
dog_03,photoguard_c,native,jpeg75,0.37545,0.09387,0.53976,0.0246,0.69559,True,596.3
dog_03,photoguard_c,native,jpeg30,0.4014,0.07295,0.53976,0.0246,0.74368,True,596.3
dog_03,photoguard_c,native,crop_resize0.1,0.57017,0.02242,0.53976,0.0246,1.05635,True,596.3
dog_03,photoguard_c,native,jpeg_then_resize75,0.35428,0.05365,0.53976,0.0246,0.65637,True,596.3
dog_03,photoguard_c,native,adverse_cleaner,0.37888,0.05187,0.53976,0.0246,0.70195,True,596.3
dog_03,photoguard_c,native,impress,0.45194,0.03714,0.53976,0.0246,0.8373,True,596.3
horse_03,photoguard_c,native,identity,0.43935,0.07067,0.43935,0.07067,1.0,True,602.8
horse_03,photoguard_c,native,blur1,0.3676,0.02651,0.43935,0.07067,0.83668,True,602.8
horse_03,photoguard_c,native,noise0.05,0.43805,0.04641,0.43935,0.07067,0.99702,True,602.8
horse_03,photoguard_c,native,quantize16,0.40592,0.06208,0.43935,0.07067,0.9239,True,602.8
horse_03,photoguard_c,native,jpeg75,0.22275,0.03345,0.43935,0.07067,0.507,True,602.8
horse_03,photoguard_c,native,jpeg30,0.31769,0.04275,0.43935,0.07067,0.72309,True,602.8
horse_03,photoguard_c,native,crop_resize0.1,0.5613,0.02299,0.43935,0.07067,1.27756,True,602.8
horse_03,photoguard_c,native,jpeg_then_resize75,0.29506,0.02382,0.43935,0.07067,0.67157,True,602.8
horse_03,photoguard_c,native,adverse_cleaner,0.24976,0.01886,0.43935,0.07067,0.56846,True,602.8
horse_03,photoguard_c,native,impress,0.30989,0.02855,0.43935,0.07067,0.70533,True,602.8
