image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
task_attr_mod_color_32648,phase,native,identity,0.16221,0.01911,0.16221,0.01911,1.0,0.8,True,506.2
task_attr_mod_color_32648,phase,native,blur1,0.17468,0.02892,0.16221,0.01911,1.07683,0.8,True,506.2
task_attr_mod_color_32648,phase,native,jpeg75,0.14328,0.02835,0.16221,0.01911,0.88328,0.8,True,506.2
task_attr_mod_color_32648,phase,native,crop_resize0.1,0.35601,0.02097,0.16221,0.01911,2.1947,0.8,True,506.2
task_env_weather_181583,phase,native,identity,0.46962,0.2282,0.46962,0.2282,1.0,0.8,False,510.5
task_env_weather_181583,phase,native,blur1,0.43668,0.21369,0.46962,0.2282,0.92985,0.8,False,510.5
task_env_weather_181583,phase,native,jpeg75,0.32969,0.22744,0.46962,0.2282,0.70204,0.8,False,510.5
task_env_weather_181583,phase,native,crop_resize0.1,0.69589,0.07675,0.46962,0.2282,1.4818,0.8,False,510.5
task_obj_add_340466,phase,native,identity,0.20163,0.01745,0.20163,0.01745,1.0,0.8,True,508.4
task_obj_add_340466,phase,native,blur1,0.23538,0.0219,0.20163,0.01745,1.16738,0.8,True,508.4
task_obj_add_340466,phase,native,jpeg75,0.19921,0.02506,0.20163,0.01745,0.98802,0.8,True,508.4
task_obj_add_340466,phase,native,crop_resize0.1,0.60108,0.01573,0.20163,0.01745,2.98113,0.8,True,508.4
task_obj_remove_10197,phase,native,identity,0.45748,0.19677,0.45748,0.19677,1.0,0.8,False,509.6
task_obj_remove_10197,phase,native,blur1,0.46876,0.19625,0.45748,0.19677,1.02466,0.8,False,509.6
task_obj_remove_10197,phase,native,jpeg75,0.45714,0.19555,0.45748,0.19677,0.99925,0.8,False,509.6
task_obj_remove_10197,phase,native,crop_resize0.1,0.59859,0.12312,0.45748,0.19677,1.30846,0.8,False,509.6
task_obj_remove_657585,phase,native,identity,0.21332,0.04159,0.21332,0.04159,1.0,0.8,True,507.2
task_obj_remove_657585,phase,native,blur1,0.28742,0.11752,0.21332,0.04159,1.34738,0.8,True,507.2
task_obj_remove_657585,phase,native,jpeg75,0.16936,0.03066,0.21332,0.04159,0.79393,0.8,True,507.2
task_obj_remove_657585,phase,native,crop_resize0.1,0.58247,0.03108,0.21332,0.04159,2.73054,0.8,True,507.2
task_obj_swap_rand_mask_298147,phase,native,identity,0.53874,0.05598,0.53874,0.05598,1.0,0.8,True,509.3
task_obj_swap_rand_mask_298147,phase,native,blur1,0.55199,0.07006,0.53874,0.05598,1.0246,0.8,True,509.3
task_obj_swap_rand_mask_298147,phase,native,jpeg75,0.40664,0.02989,0.53874,0.05598,0.75481,0.8,True,509.3
task_obj_swap_rand_mask_298147,phase,native,crop_resize0.1,0.67683,0.03794,0.53874,0.05598,1.25632,0.8,True,509.3
