image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,ctrl_lpips,ctrl_psnr,net_lpips
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,identity,0.0,train,0.0,17.936952590942383,0.9733747243881226,0.6630555391311646,0.4001433849334717,0.1582908034324646,4.215788341561983,5.93664788638073,0.2232273519039154,0.05863351374864578,0.24610190093517303,0.05866324529051781,30.730573654174805,0.12006610631942749,0.9522395133972168,0.09081828594207764,0.06623333692550659,0.0,80.0,0.4001433849334717
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,blur,0.0,heldout,0.0,22.371639251708984,0.8713022470474243,0.8347904086112976,0.2210444211959839,0.10842382907867432,3.607388867230174,5.198094803515237,0.21795710921287537,0.04843774065375328,0.23008787631988525,0.0715358778834343,30.730573654174805,0.12006610631942749,0.9522395133972168,0.09081828594207764,0.06623333692550659,0.0,80.0,0.2210444211959839
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,blur,0.5,heldout,0.0,23.485675811767578,0.8039264678955078,0.8541037440299988,0.20102515816688538,0.09083014726638794,3.607388867230174,3.5422162162150705,0.21795710921287537,0.04843774065375328,0.22315862774848938,0.03767360374331474,29.419559478759766,0.27881962060928345,0.9553163051605225,0.09205644577741623,0.057390034198760986,0.07280343770980835,27.877161026000977,0.12822172045707703
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,blur,1.0,heldout,0.0,22.673795700073242,0.7330392003059387,0.8028602600097656,0.32205846905708313,0.12807214260101318,3.607388867230174,4.15754996838281,0.21795710921287537,0.04843774065375328,0.21474745869636536,0.015627268701791763,23.07735252380371,0.6163284778594971,0.8991079330444336,0.23031409084796906,0.1046074628829956,0.3081440329551697,22.882883071899414,0.013914436101913452
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,blur,1.5,heldout,0.0,21.633378982543945,0.7226865291595459,0.7297407984733582,0.4440211057662964,0.1941201090812683,3.607388867230174,6.5539572327482505,0.21795710921287537,0.04843774065375328,0.21967899799346924,0.019949115812778473,21.230083465576172,0.7460567951202393,0.8146963119506836,0.3451448082923889,0.1729731559753418,0.4379340708255768,21.619068145751953,0.0060870349407196045
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,blur,2.0,heldout,0.0,20.91383171081543,0.7394286394119263,0.6647245287895203,0.5178932547569275,0.2335435152053833,3.607388867230174,7.763078231694122,0.21795710921287537,0.04843774065375328,0.21509894728660583,0.023773908615112305,20.261640548706055,0.804607629776001,0.7344962954521179,0.4245733916759491,0.2148335576057434,0.5099867582321167,20.968475341796875,0.007906496524810791
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,blur,3.0,heldout,0.0,19.99043083190918,0.7568477392196655,0.5746945142745972,0.5908409953117371,0.2874804735183716,3.607388867230174,9.230533232285268,0.21795710921287537,0.04843774065375328,0.2098253071308136,0.017725978046655655,19.12689781188965,0.8480504155158997,0.6056531667709351,0.5308072566986084,0.26193302869796753,0.5855351686477661,20.02093505859375,0.005305826663970947
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,jpeg,95,heldout,0.0,22.39669418334961,0.8687842488288879,0.8334895372390747,0.22469361126422882,0.11071312427520752,3.607388867230174,5.115469579379439,0.21795710921287537,0.04843774065375328,0.2364835888147354,0.08200664818286896,30.052167892456055,0.33725491166114807,0.9523143768310547,0.10233141481876373,0.07162702083587646,0.04655233025550842,29.74864959716797,0.1781412810087204
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,jpeg,85,heldout,0.0,22.307384490966797,0.860131025314331,0.8251246809959412,0.23551423847675323,0.1151810884475708,3.607388867230174,4.80555170060154,0.21795710921287537,0.04843774065375328,0.2297240048646927,0.07089930027723312,28.8692684173584,0.3607843518257141,0.9466747045516968,0.12361818552017212,0.07617563009262085,0.08944735676050186,26.51421546936035,0.14606688171625137
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,jpeg,75,heldout,0.0,22.218801498413086,0.8742939233779907,0.8278400301933289,0.22058171033859253,0.11313378810882568,3.607388867230174,4.192303800064819,0.21795710921287537,0.04843774065375328,0.23074941337108612,0.06239001825451851,27.84947395324707,0.46274513006210327,0.9406862258911133,0.14429670572280884,0.07897794246673584,0.1362108737230301,24.49603843688965,0.08437083661556244
