image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,prompt_idx,prompt_split,eval_prompt,eval_strength,strength_split,edit_lpips,edit_psnr,ctrl_lpips,net_lpips
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,0,train,a wrecked car after an accident,0.3,heldout,0.21523360908031464,21.488162994384766,0.0,0.21523360908031464
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,0,train,a wrecked car after an accident,0.5,train,0.2210444211959839,22.371639251708984,0.0,0.2210444211959839
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,0,train,a wrecked car after an accident,0.7,heldout,0.27174967527389526,21.508703231811523,0.0,0.27174967527389526
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,1,heldout,a car driving in a flooded street,0.3,heldout,0.21550801396369934,21.546096801757812,0.0,0.21550801396369934
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,1,heldout,a car driving in a flooded street,0.5,train,0.22318263351917267,22.395984649658203,0.0,0.22318263351917267
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.4,rotate,0,0.0,,,10154.9,4.16,512.0,379.3333333333333,234.66666666666666,512.0,379.0,0.040665946900844574,10.326874732971191,0.09985661506652832,10.227018356323242,0.4001433849334717,30.73062515258789,0.12006610631942749,30.73062515258789,0.12006610631942749,0.9522395133972168,0.09081828594207764,1,heldout,a car driving in a flooded street,0.7,heldout,0.2281930148601532,22.81475830078125,0.0,0.2281930148601532
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,11509.4,6.33,354.6666666666667,17.0,10.666666666666666,16.0,15.333333333333334,0.014223734848201275,2.1749277114868164,0.22767111659049988,1.9472566843032837,0.2723288834095001,38.2635498046875,0.07901537418365479,38.2635498046875,0.07901537418365479,0.9885980486869812,0.034317150712013245,0,train,a wrecked car after an accident,0.3,heldout,0.1123177707195282,23.9218692779541,0.0,0.1123177707195282
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,11509.4,6.33,354.6666666666667,17.0,10.666666666666666,16.0,15.333333333333334,0.014223734848201275,2.1749277114868164,0.22767111659049988,1.9472566843032837,0.2723288834095001,38.2635498046875,0.07901537418365479,38.2635498046875,0.07901537418365479,0.9885980486869812,0.034317150712013245,0,train,a wrecked car after an accident,0.5,train,0.11810633540153503,24.948837280273438,0.0,0.11810633540153503
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,11509.4,6.33,354.6666666666667,17.0,10.666666666666666,16.0,15.333333333333334,0.014223734848201275,2.1749277114868164,0.22767111659049988,1.9472566843032837,0.2723288834095001,38.2635498046875,0.07901537418365479,38.2635498046875,0.07901537418365479,0.9885980486869812,0.034317150712013245,0,train,a wrecked car after an accident,0.7,heldout,0.07897035032510757,28.62427520751953,0.0,0.07897035032510757
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,11509.4,6.33,354.6666666666667,17.0,10.666666666666666,16.0,15.333333333333334,0.014223734848201275,2.1749277114868164,0.22767111659049988,1.9472566843032837,0.2723288834095001,38.2635498046875,0.07901537418365479,38.2635498046875,0.07901537418365479,0.9885980486869812,0.034317150712013245,1,heldout,a car driving in a flooded street,0.3,heldout,0.112770676612854,23.953121185302734,0.0,0.112770676612854
