image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_obj_add_581286,dct_shield_y,instruct-pix2pix,Add sauce,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52219,0.98216,33.091,0.40884,0.04293,0.50483,0.76031,19.224,0.44576,0.25685,0.15344,0.02215,172.2
task_obj_add_692065,dct_shield_y,instruct-pix2pix,Add monk,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30246,0.99267,31.86,0.60522,0.00922,0.28706,0.77396,20.702,0.386,0.16798,0.18387,0.02553,172.5
task_obj_remove_10197,dct_shield_y,instruct-pix2pix,Remove gravel path,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30317,0.98978,31.778,0.54958,0.02016,0.46748,0.39317,15.266,0.06285,0.24293,0.16884,0.02577,172.5
task_obj_remove_257910,dct_shield_y,instruct-pix2pix,Remove bracelet,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44811,0.97318,32.675,0.42186,0.03043,0.64184,0.39232,11.028,0.08813,0.29029,0.15503,0.02324,172.6
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43954,0.98697,32.903,0.5119,0.03245,0.6598,0.3299,9.321,0.11007,0.33618,0.15928,0.02264,172.6
task_obj_remove_509477,dct_shield_y,instruct-pix2pix,Remove the man with glasses,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.27739,0.98669,31.53,0.58045,0.01503,0.30431,0.73951,20.402,0.32982,0.17414,0.21862,0.02652,172.5
task_obj_remove_657585,dct_shield_y,instruct-pix2pix,Remove frisbee,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55748,0.97949,33.255,0.4373,0.0485,0.79297,0.36659,12.142,0.11,0.33766,0.2562,0.02174,172.7
task_obj_swap_joint_mask_276754,dct_shield_y,instruct-pix2pix,Replace the satellite dish with rocket,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33326,0.93704,32.612,0.51425,0.03268,0.60538,0.71521,15.6,0.06392,0.33531,0.15048,0.02341,172.5
task_obj_swap_joint_mask_533428,dct_shield_y,instruct-pix2pix,Replace the samurai armor with red jacket,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32015,0.98948,32.219,0.56302,0.01246,0.48643,0.48313,15.371,0.16422,0.22968,0.15057,0.02449,172.5
task_obj_swap_joint_mask_75733,dct_shield_y,instruct-pix2pix,Replace the snowy landscape with sea,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4535,0.98108,33.139,0.3976,0.02657,0.48278,0.71134,16.126,0.33986,0.28049,0.14442,0.02203,172.5
task_obj_swap_rand_mask_298147,dct_shield_y,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33536,0.96637,31.627,0.53221,0.02481,0.45837,0.527,18.111,0.22745,0.25128,0.28219,0.02622,172.6
task_obj_swap_rand_mask_417469,dct_shield_y,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.383,0.97728,32.561,0.49639,0.02342,0.57855,0.46491,10.634,0.32904,0.35829,0.19703,0.02355,172.5
