image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,prompt_idx,prompt_split,eval_prompt,eval_strength,strength_split,edit_lpips,edit_psnr,ctrl_lpips,net_lpips
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.2,rotate,0,0.0,,,10154.9,4.02,512.0,363.3333333333333,207.66666666666666,512.0,363.3333333333333,0.045035045593976974,6.610870838165283,0.0,6.610870838165283,0.5383265018463135,28.471996307373047,0.12441617250442505,28.471996307373047,0.12441617250442505,0.9284864664077759,0.09774045646190643,0,train,a wrecked car after an accident,0.3,heldout,0.2751666307449341,20.299636840820312,0.0,0.2751666307449341
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.2,rotate,0,0.0,,,10154.9,4.02,512.0,363.3333333333333,207.66666666666666,512.0,363.3333333333333,0.045035045593976974,6.610870838165283,0.0,6.610870838165283,0.5383265018463135,28.471996307373047,0.12441617250442505,28.471996307373047,0.12441617250442505,0.9284864664077759,0.09774045646190643,0,train,a wrecked car after an accident,0.5,train,0.2728850841522217,21.179519653320312,0.0,0.2728850841522217
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.2,rotate,0,0.0,,,10154.9,4.02,512.0,363.3333333333333,207.66666666666666,512.0,363.3333333333333,0.045035045593976974,6.610870838165283,0.0,6.610870838165283,0.5383265018463135,28.471996307373047,0.12441617250442505,28.471996307373047,0.12441617250442505,0.9284864664077759,0.09774045646190643,0,train,a wrecked car after an accident,0.7,heldout,0.3142455220222473,20.47418785095215,0.0,0.3142455220222473
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.2,rotate,0,0.0,,,10154.9,4.02,512.0,363.3333333333333,207.66666666666666,512.0,363.3333333333333,0.045035045593976974,6.610870838165283,0.0,6.610870838165283,0.5383265018463135,28.471996307373047,0.12441617250442505,28.471996307373047,0.12441617250442505,0.9284864664077759,0.09774045646190643,1,heldout,a car driving in a flooded street,0.3,heldout,0.27388614416122437,20.374473571777344,0.0,0.27388614416122437
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.2,rotate,0,0.0,,,10154.9,4.02,512.0,363.3333333333333,207.66666666666666,512.0,363.3333333333333,0.045035045593976974,6.610870838165283,0.0,6.610870838165283,0.5383265018463135,28.471996307373047,0.12441617250442505,28.471996307373047,0.12441617250442505,0.9284864664077759,0.09774045646190643,1,heldout,a car driving in a flooded street,0.5,train,0.2789481282234192,21.15158462524414,0.0,0.2789481282234192
car_00,PF,16,a wrecked car after an accident,25,10,10,1,97.2,rotate,0,0.0,,,10154.9,4.02,512.0,363.3333333333333,207.66666666666666,512.0,363.3333333333333,0.045035045593976974,6.610870838165283,0.0,6.610870838165283,0.5383265018463135,28.471996307373047,0.12441617250442505,28.471996307373047,0.12441617250442505,0.9284864664077759,0.09774045646190643,1,heldout,a car driving in a flooded street,0.7,heldout,0.43419259786605835,17.448144912719727,0.0,0.43419259786605835
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,11509.4,6.23,358.6666666666667,17.333333333333332,10.666666666666666,16.0,15.333333333333334,0.014072418212890625,2.285048007965088,0.21862223744392395,2.0664258003234863,0.28137776255607605,38.36363983154297,0.0802149623632431,38.36363983154297,0.0802149623632431,0.9888948202133179,0.03382423520088196,0,train,a wrecked car after an accident,0.3,heldout,0.10762796550989151,24.19072151184082,0.0,0.10762796550989151
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,11509.4,6.23,358.6666666666667,17.333333333333332,10.666666666666666,16.0,15.333333333333334,0.014072418212890625,2.285048007965088,0.21862223744392395,2.0664258003234863,0.28137776255607605,38.36363983154297,0.0802149623632431,38.36363983154297,0.0802149623632431,0.9888948202133179,0.03382423520088196,0,train,a wrecked car after an accident,0.5,train,0.13010522723197937,24.692974090576172,0.0,0.13010522723197937
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,11509.4,6.23,358.6666666666667,17.333333333333332,10.666666666666666,16.0,15.333333333333334,0.014072418212890625,2.285048007965088,0.21862223744392395,2.0664258003234863,0.28137776255607605,38.36363983154297,0.0802149623632431,38.36363983154297,0.0802149623632431,0.9888948202133179,0.03382423520088196,0,train,a wrecked car after an accident,0.7,heldout,0.0921277180314064,27.446273803710938,0.0,0.0921277180314064
car_00,P,16,a wrecked car after an accident,25,10,10,1,97.6,rotate,0,0.0,,,11509.4,6.23,358.6666666666667,17.333333333333332,10.666666666666666,16.0,15.333333333333334,0.014072418212890625,2.285048007965088,0.21862223744392395,2.0664258003234863,0.28137776255607605,38.36363983154297,0.0802149623632431,38.36363983154297,0.0802149623632431,0.9888948202133179,0.03382423520088196,1,heldout,a car driving in a flooded street,0.3,heldout,0.11063231527805328,24.06045150756836,0.0,0.11063231527805328
