phase,step,loss,feasible,psnr,linf,ssim,vif_p,fsim,lpips,dists,acutance_ratio,rms,frac_gt_16_255
A1,0,0.0961819440126419,True,30.494991302490234,0.7963820695877075,0.9286879301071167,0.4054645895957947,0.9704868197441101,0.08779364079236984,0.03520023822784424,0.9859005212783813,0.029870884492993355,0.043092094361782074
A1,10,0.06705234944820404,True,30.86603355407715,0.7891237735748291,0.9287287592887878,0.3957737982273102,0.9683502316474915,0.059895165264606476,0.03072810173034668,0.9615695476531982,0.028621722012758255,0.043280284851789474
A1,20,0.06331127882003784,True,30.91952133178711,0.7712084054946899,0.9300535917282104,0.3987511992454529,0.969164252281189,0.05645513907074928,0.031184852123260498,0.9744768142700195,0.028446007519960403,0.042718254029750824
A1,30,0.060432516038417816,True,30.821760177612305,0.7672638893127441,0.9301483035087585,0.39520329236984253,0.9689353108406067,0.05368925631046295,0.03476238250732422,1.0414278507232666,0.028767980635166168,0.043615978211164474
A1,40,0.05733143538236618,True,30.931842803955078,0.7720315456390381,0.9314319491386414,0.4025496542453766,0.9697943925857544,0.05076981335878372,0.03371983766555786,1.015886664390564,0.028405681252479553,0.0423533134162426
A1,50,0.05531127378344536,True,31.016029357910156,0.782014012336731,0.9323354959487915,0.40741589665412903,0.9702966809272766,0.048870570957660675,0.03349006175994873,1.0025554895401,0.02813168615102768,0.0417226180434227
A1,60,0.053937070071697235,True,31.08436393737793,0.7961758375167847,0.9329702258110046,0.410379022359848,0.9706301093101501,0.04757194593548775,0.03367924690246582,0.9935863018035889,0.027911236509680748,0.04115549847483635
A1,70,0.052943095564842224,True,31.13945198059082,0.8010951280593872,0.933525025844574,0.4130128026008606,0.970933735370636,0.04663267731666565,0.03394472599029541,0.9863469004631042,0.027734776958823204,0.040699005126953125
A1,80,0.05222564935684204,True,31.182100296020508,0.800142765045166,0.9339364767074585,0.41513529419898987,0.9711793065071106,0.04595683515071869,0.03403538465499878,0.9799043536186218,0.027598921209573746,0.040523529052734375
A1,90,0.051658373326063156,True,31.21475601196289,0.7986972332000732,0.9343006014823914,0.416728138923645,0.9713839888572693,0.04542196914553642,0.03383362293243408,0.9744389057159424,0.027495354413986206,0.0402476005256176
A1,100,0.05118301138281822,True,31.238880157470703,0.7976469993591309,0.9345566630363464,0.4179942309856415,0.9715135097503662,0.04497154802083969,0.03340655565261841,0.9696924090385437,0.027419092133641243,0.040065765380859375
A1,110,0.0507926270365715,True,31.2594051361084,0.7983627319335938,0.9348078966140747,0.4190210998058319,0.9716165065765381,0.04460262507200241,0.033082008361816406,0.9652002453804016,0.02735438011586666,0.03977712243795395
A1,120,0.05046740919351578,True,31.281330108642578,0.7979352474212646,0.9350265264511108,0.42003387212753296,0.9717363715171814,0.0442965030670166,0.032836735248565674,0.9612681269645691,0.027285419404506683,0.039592742919921875
A1,130,0.05018916726112366,True,31.303726196289062,0.7991253137588501,0.9351922273635864,0.42092156410217285,0.9718484878540039,0.0440351665019989,0.03262031078338623,0.9576642513275146,0.027215152978897095,0.0394388847053051
A1,140,0.04992670565843582,True,31.323566436767578,0.8005802035331726,0.9353861808776855,0.4216427803039551,0.9719352722167969,0.04378834366798401,0.0323217511177063,0.9543251991271973,0.027153056114912033,0.0392812117934227
A1,150,0.04969749227166176,True,31.341840744018555,0.8012632131576538,0.9355645179748535,0.4224016070365906,0.9720357060432434,0.043573081493377686,0.0321735143661499,0.9511568546295166,0.027095990255475044,0.039129894226789474
A1,160,0.05118178576231003,True,31.27267837524414,0.7830302715301514,0.9352301359176636,0.4182853102684021,0.9717929363250732,0.045000575482845306,0.03365433216094971,0.9882112145423889,0.027312610298395157,0.0397745780646801
A1,170,0.05117151513695717,True,31.21488380432129,0.7716443538665771,0.9350409507751465,0.41612812876701355,0.9715672731399536,0.044951971620321274,0.03493785858154297,1.0140153169631958,0.027494952082633972,0.0401865653693676
A1,180,0.050994135439395905,True,31.233489990234375,0.7740498185157776,0.9353119134902954,0.4175771176815033,0.9715636372566223,0.044792477041482925,0.03540182113647461,1.0060840845108032,0.027436114847660065,0.040058135986328125
A1,190,0.0507647842168808,True,31.271684646606445,0.7687293291091919,0.9356356859207153,0.41989558935165405,0.9717193245887756,0.04458998143672943,0.03379929065704346,0.9899093508720398,0.027315737679600716,0.039557140320539474
A1,200,0.05717867985367775,False,31.11994743347168,0.7617819905281067,0.9351623058319092,0.41323935985565186,0.9712702631950378,0.0444067120552063,0.03594142198562622,1.056496024131775,0.027797119691967964,0.040740966796875
A2,0,0.04969749227166176,True,31.341840744018555,0.8012632131576538,0.9355645179748535,0.4224016070365906,0.9720357060432434,0.043573081493377686,0.0321735143661499,0.9511568546295166,0.027095990255475044,0.039129894226789474
