image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,deliver_retention,deliver_cosine,deliver_retention_base,deliver_rms_raw,deliver_rms_out,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.91732,0.86137,0.90179,0.049083,0.052272,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48314,0.92189,25.635,0.29141,0.12751,0.42079,0.6911,18.459,0.21538,0.22374,0.5025,0.05227,0.88589,0.86359,False,0.837,408.3
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.90061,0.86742,0.89309,0.04809,0.04993,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46031,0.88887,26.033,0.29617,0.13971,0.48584,0.59363,17.078,0.20735,0.26874,0.44447,0.04993,0.9537,0.91991,False,0.837,400.5
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.96127,0.92523,0.95893,0.066531,0.069123,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45387,0.91922,23.208,0.31828,0.14665,0.51481,0.5066,16.416,0.21979,0.30809,0.44261,0.06912,0.95746,0.92186,False,0.837,398.1
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.73533,0.74274,0.73705,0.033954,0.033616,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58548,0.90046,29.469,0.12871,0.16027,0.46604,0.58288,16.099,0.18444,0.23388,0.51429,0.03362,0.94876,0.93509,False,0.837,397.9
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.83754,0.79212,0.82327,0.040672,0.043004,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48481,0.91988,27.33,0.29997,0.14275,0.53192,0.58786,12.404,0.29524,0.28754,0.49817,0.043,0.88023,0.8497,False,0.837,398.0
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.83778,0.78899,0.83378,0.040418,0.042917,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57707,0.93126,27.347,0.31097,0.08226,0.36799,0.55313,16.951,0.32617,0.18742,0.38081,0.04292,0.8637,0.85437,False,0.837,397.9
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.96601,0.91069,0.94397,0.074565,0.079094,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38995,0.90414,22.037,0.3206,0.09154,0.50586,0.37504,15.725,0.12442,0.27784,0.63815,0.07909,0.93005,0.86603,False,0.837,398.1
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.92406,0.89136,0.92523,0.052415,0.054338,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46838,0.92472,25.298,0.28973,0.10949,0.46647,0.65086,17.344,0.19489,0.27375,0.45493,0.05434,0.90173,0.8624,False,0.837,398.6
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.92731,0.88459,0.92268,0.05244,0.054973,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49554,0.91403,25.197,0.34463,0.13797,0.51301,0.42366,15.827,0.22991,0.36978,0.38894,0.05497,0.86802,0.68448,True,0.837,398.4
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.85,0.8964,0.86353,0.88728,0.048465,0.05031,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52233,0.92772,25.967,0.31607,0.13271,0.50177,0.53296,15.566,0.22039,0.29048,0.65142,0.05031,0.88205,0.81844,True,0.837,398.5
