condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
N4,dog_03,0.5,0.4972774386405945,0.96875,5.810826265869677,13.14226245880127,0.9725490212440491,0.2782798409461975,0.05102483183145523,0.6332212090492249,0.4972774386405945,0.36925482749938965,1.1608821153640747,0.22023522853851318,0.7188517451286316
