condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size
R,cat_02,0.05,0.049400292336940765,1.75,6.050380518314784,32.12101745605469,0.5963054895401001,0.9769624471664429,0.5406519770622253,0.9845123291015625,0.049400292336940765,0.02093672752380371,1.023463487625122,0.02477111853659153,0.030472438782453537,0.7243527770042419,3.2378437519073486,1.8756253719329834,2.0129003524780273,32
