image,purifier,band_lo,band_hi,probe_rms,energy_ratio,cosine,cosine_vs_warped,warped_energy_ratio,centroid_in,centroid_out
task_attr_mod_color_184837,resample_roundtrip410,0.7,0.85,0.01,0.18831,0.84645,0.99972,0.18847,0.7772,0.7953
task_attr_mod_color_184837,shift_only51,0.7,0.85,0.01,1.00022,-0.0054,1.00002,1.00022,0.7772,0.7776
task_attr_mod_color_184837,crop_resize0.1,0.85,1.05,0.01,0.51366,-0.00018,0.99956,0.51438,0.9479,0.7889
task_attr_mod_color_184837,resample_roundtrip410,0.85,1.05,0.01,0.07773,0.5929,0.99971,0.07779,0.9479,0.8401
task_attr_mod_color_184837,shift_only51,0.85,1.05,0.01,0.99681,0.00316,1.00002,0.99681,0.9479,0.9478
task_attr_mod_color_32648,crop_resize0.1,0.0,0.12,0.01,1.00532,0.01527,0.9994,1.00917,0.0805,0.0665
task_attr_mod_color_32648,resample_roundtrip410,0.0,0.12,0.01,0.99155,0.99918,0.99919,0.99937,0.0805,0.0808
task_attr_mod_color_32648,shift_only51,0.0,0.12,0.01,0.99102,0.01142,1.00002,0.99102,0.0805,0.0819
task_attr_mod_color_32648,crop_resize0.1,0.12,0.25,0.01,0.99021,-0.00026,0.99901,0.99524,0.193,0.156
task_attr_mod_color_32648,resample_roundtrip410,0.12,0.25,0.01,0.97957,0.99909,0.99914,0.98614,0.193,0.193
task_attr_mod_color_32648,shift_only51,0.12,0.25,0.01,0.99533,-9e-05,1.00002,0.99533,0.193,0.1935
task_attr_mod_color_32648,crop_resize0.1,0.25,0.4,0.01,0.97462,-0.00314,0.9991,0.97914,0.3305,0.2657
task_attr_mod_color_32648,resample_roundtrip410,0.25,0.4,0.01,0.89957,0.99826,0.99923,0.90494,0.3305,0.3293
task_attr_mod_color_32648,shift_only51,0.25,0.4,0.01,1.00083,0.01076,1.00001,1.00083,0.3305,0.3311
task_attr_mod_color_32648,crop_resize0.1,0.4,0.55,0.01,0.92018,9e-05,0.99932,0.92376,0.479,0.3844
task_attr_mod_color_32648,resample_roundtrip410,0.4,0.55,0.01,0.69029,0.9914,0.99956,0.69254,0.479,0.4785
task_attr_mod_color_32648,shift_only51,0.4,0.55,0.01,1.00174,-0.00506,1.00002,1.00174,0.479,0.4799
task_attr_mod_color_32648,crop_resize0.1,0.55,0.7,0.01,0.80273,0.00146,0.99927,0.80564,0.6276,0.5066
task_attr_mod_color_32648,resample_roundtrip410,0.55,0.7,0.01,0.40712,0.95782,0.99968,0.40783,0.6276,0.6401
task_attr_mod_color_32648,shift_only51,0.55,0.7,0.01,0.99617,0.00057,1.00002,0.99617,0.6276,0.628
task_attr_mod_color_32648,crop_resize0.1,0.7,0.85,0.01,0.66142,-3e-05,0.99937,0.6635,0.7772,0.6409
task_attr_mod_color_32648,resample_roundtrip410,0.7,0.85,0.01,0.1883,0.84651,0.9998,0.18847,0.7772,0.7952
task_attr_mod_color_32648,shift_only51,0.7,0.85,0.01,1.00022,-0.0054,1.00002,1.00022,0.7772,0.7776
task_attr_mod_color_32648,crop_resize0.1,0.85,1.05,0.01,0.51302,-0.00018,0.99945,0.51438,0.9479,0.7887
task_attr_mod_color_32648,resample_roundtrip410,0.85,1.05,0.01,0.07775,0.59294,0.99984,0.07779,0.9479,0.8401
task_attr_mod_color_32648,shift_only51,0.85,1.05,0.01,0.99681,0.00316,1.00002,0.99681,0.9479,0.9478
task_attr_mod_color_6205,crop_resize0.1,0.0,0.12,0.01,1.00514,0.01527,0.99892,1.00917,0.0805,0.0669
task_attr_mod_color_6205,resample_roundtrip410,0.0,0.12,0.01,0.99709,0.99943,0.99943,0.99937,0.0805,0.0808
task_attr_mod_color_6205,shift_only51,0.0,0.12,0.01,0.99102,0.01142,1.00002,0.99102,0.0805,0.0819
task_attr_mod_color_6205,crop_resize0.1,0.12,0.25,0.01,0.99058,0.00016,0.99877,0.99524,0.193,0.1562
task_attr_mod_color_6205,resample_roundtrip410,0.12,0.25,0.01,0.98337,0.99926,0.99931,0.98614,0.193,0.193
task_attr_mod_color_6205,shift_only51,0.12,0.25,0.01,0.99533,-9e-05,1.00002,0.99533,0.193,0.1935
task_attr_mod_color_6205,crop_resize0.1,0.25,0.4,0.01,0.97413,-0.00311,0.99865,0.97914,0.3305,0.2658
task_attr_mod_color_6205,resample_roundtrip410,0.25,0.4,0.01,0.90219,0.99825,0.99923,0.90494,0.3305,0.3293
task_attr_mod_color_6205,shift_only51,0.25,0.4,0.01,1.00083,0.01076,1.00001,1.00083,0.3305,0.3311
task_attr_mod_color_6205,crop_resize0.1,0.4,0.55,0.01,0.91988,-4e-05,0.99894,0.92376,0.479,0.3845
task_attr_mod_color_6205,resample_roundtrip410,0.4,0.55,0.01,0.69111,0.99133,0.9995,0.69254,0.479,0.4785
task_attr_mod_color_6205,shift_only51,0.4,0.55,0.01,1.00174,-0.00506,1.00002,1.00174,0.479,0.4799
task_attr_mod_color_6205,crop_resize0.1,0.55,0.7,0.01,0.80207,0.00133,0.99878,0.80564,0.6276,0.5067
task_attr_mod_color_6205,resample_roundtrip410,0.55,0.7,0.01,0.40706,0.95757,0.99945,0.40783,0.6276,0.6401
task_attr_mod_color_6205,shift_only51,0.55,0.7,0.01,0.99617,0.00057,1.00002,0.99617,0.6276,0.628
task_attr_mod_color_6205,crop_resize0.1,0.7,0.85,0.01,0.66091,-6e-05,0.99894,0.6635,0.7772,0.641
task_attr_mod_color_6205,resample_roundtrip410,0.7,0.85,0.01,0.18822,0.84635,0.99961,0.18847,0.7772,0.7953
task_attr_mod_color_6205,shift_only51,0.7,0.85,0.01,1.00022,-0.0054,1.00002,1.00022,0.7772,0.7776
task_attr_mod_color_6205,crop_resize0.1,0.85,1.05,0.01,0.51256,-0.00021,0.999,0.51438,0.9479,0.7888
task_attr_mod_color_6205,resample_roundtrip410,0.85,1.05,0.01,0.0777,0.59279,0.99961,0.07779,0.9479,0.8401
task_attr_mod_color_6205,shift_only51,0.85,1.05,0.01,0.99681,0.00316,1.00002,0.99681,0.9479,0.9478
task_env_weather_112463,crop_resize0.1,0.0,0.12,0.01,1.00823,0.01529,0.99979,1.00917,0.0805,0.0664
task_env_weather_112463,resample_roundtrip410,0.0,0.12,0.01,0.99857,0.9998,0.9998,0.99937,0.0805,0.0806
task_env_weather_112463,shift_only51,0.0,0.12,0.01,0.99102,0.01142,1.00002,0.99102,0.0805,0.0819
task_env_weather_112463,crop_resize0.1,0.12,0.25,0.01,0.99416,0.0001,0.99973,0.99524,0.193,0.1558
task_env_weather_112463,resample_roundtrip410,0.12,0.25,0.01,0.98504,0.99964,0.99969,0.98614,0.193,0.1929
task_env_weather_112463,shift_only51,0.12,0.25,0.01,0.99533,-9e-05,1.00002,0.99533,0.193,0.1935
task_env_weather_112463,crop_resize0.1,0.25,0.4,0.01,0.97822,-0.00316,0.99973,0.97914,0.3305,0.2655
task_env_weather_112463,resample_roundtrip410,0.25,0.4,0.01,0.90416,0.99876,0.99974,0.90494,0.3305,0.3292
task_env_weather_112463,shift_only51,0.25,0.4,0.01,1.00083,0.01076,1.00001,1.00083,0.3305,0.3311
task_env_weather_112463,crop_resize0.1,0.4,0.55,0.01,0.92278,2e-05,0.99972,0.92376,0.479,0.3844
task_env_weather_112463,resample_roundtrip410,0.4,0.55,0.01,0.6919,0.99154,0.99973,0.69254,0.479,0.4785
task_env_weather_112463,shift_only51,0.4,0.55,0.01,1.00174,-0.00506,1.00002,1.00174,0.479,0.4799
task_env_weather_112463,crop_resize0.1,0.55,0.7,0.01,0.80483,0.00145,0.9997,0.80564,0.6276,0.5066
task_env_weather_112463,resample_roundtrip410,0.55,0.7,0.01,0.40753,0.95786,0.99976,0.40783,0.6276,0.6401
task_env_weather_112463,shift_only51,0.55,0.7,0.01,0.99617,0.00057,1.00002,0.99617,0.6276,0.628
task_env_weather_112463,crop_resize0.1,0.7,0.85,0.01,0.66291,-6e-05,0.99974,0.6635,0.7772,0.641
task_env_weather_112463,resample_roundtrip410,0.7,0.85,0.01,0.18836,0.84648,0.9998,0.18847,0.7772,0.7953
task_env_weather_112463,shift_only51,0.7,0.85,0.01,1.00022,-0.0054,1.00002,1.00022,0.7772,0.7776
task_env_weather_112463,crop_resize0.1,0.85,1.05,0.01,0.51388,-0.00023,0.99969,0.51438,0.9479,0.7889
task_env_weather_112463,resample_roundtrip410,0.85,1.05,0.01,0.07775,0.59296,0.99981,0.07779,0.9479,0.8401
task_env_weather_112463,shift_only51,0.85,1.05,0.01,0.99681,0.00316,1.00002,0.99681,0.9479,0.9478
task_env_weather_246440,crop_resize0.1,0.0,0.12,0.01,0.96745,0.01527,0.98731,1.00917,0.0805,0.0744
task_env_weather_246440,resample_roundtrip410,0.0,0.12,0.01,0.96611,0.98994,0.98994,0.99937,0.0805,0.0854
task_env_weather_246440,shift_only51,0.0,0.12,0.01,0.99102,0.01142,1.00002,0.99102,0.0805,0.0819
task_env_weather_246440,crop_resize0.1,0.12,0.25,0.01,0.95294,0.00055,0.98687,0.99524,0.193,0.1617
task_env_weather_246440,resample_roundtrip410,0.12,0.25,0.01,0.95302,0.98969,0.98973,0.98614,0.193,0.1961
task_env_weather_246440,shift_only51,0.12,0.25,0.01,0.99533,-9e-05,1.00002,0.99533,0.193,0.1935
task_env_weather_246440,crop_resize0.1,0.25,0.4,0.01,0.93877,-0.00286,0.98706,0.97914,0.3305,0.27
task_env_weather_246440,resample_roundtrip410,0.25,0.4,0.01,0.87666,0.98924,0.9902,0.90494,0.3305,0.3313
task_env_weather_246440,shift_only51,0.25,0.4,0.01,1.00083,0.01076,1.00001,1.00083,0.3305,0.3311
task_env_weather_246440,crop_resize0.1,0.4,0.55,0.01,0.88631,0.00015,0.98724,0.92376,0.479,0.3873
task_env_weather_246440,resample_roundtrip410,0.4,0.55,0.01,0.67188,0.98238,0.99041,0.69254,0.479,0.4795
task_env_weather_246440,shift_only51,0.4,0.55,0.01,1.00174,-0.00506,1.00002,1.00174,0.479,0.4799
task_env_weather_246440,crop_resize0.1,0.55,0.7,0.01,0.77367,0.00163,0.98739,0.80564,0.6276,0.508
task_env_weather_246440,resample_roundtrip410,0.55,0.7,0.01,0.39702,0.9499,0.99117,0.40783,0.6276,0.6401
task_env_weather_246440,shift_only51,0.55,0.7,0.01,0.99617,0.00057,1.00002,0.99617,0.6276,0.628
task_env_weather_246440,crop_resize0.1,0.7,0.85,0.01,0.63789,-0.00014,0.98759,0.6635,0.7772,0.6404
task_env_weather_246440,resample_roundtrip410,0.7,0.85,0.01,0.18403,0.83998,0.99171,0.18847,0.7772,0.7944
task_env_weather_246440,shift_only51,0.7,0.85,0.01,1.00022,-0.0054,1.00002,1.00022,0.7772,0.7776
task_env_weather_246440,crop_resize0.1,0.85,1.05,0.01,0.49516,5e-05,0.98767,0.51438,0.9479,0.7861
task_env_weather_246440,resample_roundtrip410,0.85,1.05,0.01,0.07619,0.58839,0.99232,0.07779,0.9479,0.8392
task_env_weather_246440,shift_only51,0.85,1.05,0.01,0.99681,0.00316,1.00002,0.99681,0.9479,0.9478
task_env_weather_63722,crop_resize0.1,0.0,0.12,0.01,1.00909,0.0152,1.0,1.00917,0.0805,0.0663
task_env_weather_63722,resample_roundtrip410,0.0,0.12,0.01,0.99931,1.0,1.00001,0.99937,0.0805,0.0805
task_env_weather_63722,shift_only51,0.0,0.12,0.01,0.99102,0.01142,1.00002,0.99102,0.0805,0.0819
task_env_weather_63722,crop_resize0.1,0.12,0.25,0.01,0.99511,0.00019,0.99999,0.99524,0.193,0.1557
task_env_weather_63722,resample_roundtrip410,0.12,0.25,0.01,0.9861,0.99996,1.00001,0.98614,0.193,0.1927
task_env_weather_63722,shift_only51,0.12,0.25,0.01,0.99533,-9e-05,1.00002,0.99533,0.193,0.1935
task_env_weather_63722,crop_resize0.1,0.25,0.4,0.01,0.97906,-0.00311,1.0,0.97914,0.3305,0.2654
task_env_weather_63722,resample_roundtrip410,0.25,0.4,0.01,0.90493,0.99903,1.00001,0.90494,0.3305,0.3291
task_env_weather_63722,shift_only51,0.25,0.4,0.01,1.00083,0.01076,1.00001,1.00083,0.3305,0.3311
task_env_weather_63722,crop_resize0.1,0.4,0.55,0.01,0.92369,1e-05,1.0,0.92376,0.479,0.3843
task_env_weather_63722,resample_roundtrip410,0.4,0.55,0.01,0.69253,0.99183,1.00001,0.69254,0.479,0.4784
task_env_weather_63722,shift_only51,0.4,0.55,0.01,1.00174,-0.00506,1.00002,1.00174,0.479,0.4799
task_env_weather_63722,crop_resize0.1,0.55,0.7,0.01,0.80557,0.00144,1.0,0.80564,0.6276,0.5066
task_env_weather_63722,resample_roundtrip410,0.55,0.7,0.01,0.40783,0.9581,1.00001,0.40783,0.6276,0.6401
task_env_weather_63722,shift_only51,0.55,0.7,0.01,0.99617,0.00057,1.00002,0.99617,0.6276,0.628
task_env_weather_63722,crop_resize0.1,0.7,0.85,0.01,0.66345,-6e-05,1.0,0.6635,0.7772,0.641
task_env_weather_63722,resample_roundtrip410,0.7,0.85,0.01,0.18847,0.84667,1.00001,0.18847,0.7772,0.7953
task_env_weather_63722,shift_only51,0.7,0.85,0.01,1.00022,-0.0054,1.00002,1.00022,0.7772,0.7776
task_env_weather_63722,crop_resize0.1,0.85,1.05,0.01,0.51434,-0.0002,1.0,0.51438,0.9479,0.7889
task_env_weather_63722,resample_roundtrip410,0.85,1.05,0.01,0.07779,0.59307,1.00002,0.07779,0.9479,0.8402
task_env_weather_63722,shift_only51,0.85,1.05,0.01,0.99681,0.00316,1.00002,0.99681,0.9479,0.9478
task_obj_add_40931,crop_resize0.1,0.0,0.12,0.01,0.98425,0.01507,0.9949,1.00917,0.0805,0.069
task_obj_add_40931,resample_roundtrip410,0.0,0.12,0.01,0.9799,0.99606,0.99606,0.99937,0.0805,0.0824
task_obj_add_40931,shift_only51,0.0,0.12,0.01,0.99102,0.01142,1.00002,0.99102,0.0805,0.0819
task_obj_add_40931,crop_resize0.1,0.12,0.25,0.01,0.96636,0.00041,0.99401,0.99524,0.193,0.1578
task_obj_add_40931,resample_roundtrip410,0.12,0.25,0.01,0.96261,0.9951,0.99515,0.98614,0.193,0.1941
task_obj_add_40931,shift_only51,0.12,0.25,0.01,0.99533,-9e-05,1.00002,0.99533,0.193,0.1935
task_obj_add_40931,crop_resize0.1,0.25,0.4,0.01,0.95054,-0.00317,0.99391,0.97914,0.3305,0.2669
task_obj_add_40931,resample_roundtrip410,0.25,0.4,0.01,0.88415,0.99433,0.9953,0.90494,0.3305,0.3301
task_obj_add_40931,shift_only51,0.25,0.4,0.01,1.00083,0.01076,1.00001,1.00083,0.3305,0.3311
task_obj_add_40931,crop_resize0.1,0.4,0.55,0.01,0.89893,2e-05,0.99439,0.92376,0.479,0.3851
task_obj_add_40931,resample_roundtrip410,0.4,0.55,0.01,0.67992,0.9882,0.99629,0.69254,0.479,0.4788
task_obj_add_40931,shift_only51,0.4,0.55,0.01,1.00174,-0.00506,1.00002,1.00174,0.479,0.4799
task_obj_add_40931,crop_resize0.1,0.55,0.7,0.01,0.78541,0.00139,0.99463,0.80564,0.6276,0.5066
task_obj_add_40931,resample_roundtrip410,0.55,0.7,0.01,0.40254,0.95562,0.9972,0.40783,0.6276,0.6398
task_obj_add_40931,shift_only51,0.55,0.7,0.01,0.99617,0.00057,1.00002,0.99617,0.6276,0.628
task_obj_add_40931,crop_resize0.1,0.7,0.85,0.01,0.64848,2e-05,0.99517,0.6635,0.7772,0.6401
task_obj_add_40931,resample_roundtrip410,0.7,0.85,0.01,0.18691,0.84517,0.99801,0.18847,0.7772,0.7948
task_obj_add_40931,shift_only51,0.7,0.85,0.01,1.00022,-0.0054,1.00002,1.00022,0.7772,0.7776
task_obj_add_40931,crop_resize0.1,0.85,1.05,0.01,0.50393,2e-05,0.99555,0.51438,0.9479,0.7869
task_obj_add_40931,resample_roundtrip410,0.85,1.05,0.01,0.07734,0.59198,0.9983,0.07779,0.9479,0.8397
task_obj_add_40931,shift_only51,0.85,1.05,0.01,0.99681,0.00316,1.00002,0.99681,0.9479,0.9478
task_obj_remove_380621,crop_resize0.1,0.0,0.12,0.01,1.00539,0.01507,0.99884,1.00917,0.0805,0.0675
task_obj_remove_380621,resample_roundtrip410,0.0,0.12,0.01,0.99785,0.99964,0.99964,0.99937,0.0805,0.0807
task_obj_remove_380621,shift_only51,0.0,0.12,0.01,0.99102,0.01142,1.00002,0.99102,0.0805,0.0819
task_obj_remove_380621,crop_resize0.1,0.12,0.25,0.01,0.99188,0.00014,0.99893,0.99524,0.193,0.1567
task_obj_remove_380621,resample_roundtrip410,0.12,0.25,0.01,0.9846,0.99957,0.99963,0.98614,0.193,0.1929
task_obj_remove_380621,shift_only51,0.12,0.25,0.01,0.99533,-9e-05,1.00002,0.99533,0.193,0.1935
task_obj_remove_380621,crop_resize0.1,0.25,0.4,0.01,0.97543,-0.00305,0.99885,0.97914,0.3305,0.2663
task_obj_remove_380621,resample_roundtrip410,0.25,0.4,0.01,0.90314,0.99853,0.99951,0.90494,0.3305,0.3292
task_obj_remove_380621,shift_only51,0.25,0.4,0.01,1.00083,0.01076,1.00001,1.00083,0.3305,0.3311
task_obj_remove_380621,crop_resize0.1,0.4,0.55,0.01,0.92039,-0.00013,0.99887,0.92376,0.479,0.3849
task_obj_remove_380621,resample_roundtrip410,0.4,0.55,0.01,0.69151,0.99145,0.99962,0.69254,0.479,0.4785
task_obj_remove_380621,shift_only51,0.4,0.55,0.01,1.00174,-0.00506,1.00002,1.00174,0.479,0.4799
task_obj_remove_380621,crop_resize0.1,0.55,0.7,0.01,0.80261,0.00132,0.9988,0.80564,0.6276,0.507
task_obj_remove_380621,resample_roundtrip410,0.55,0.7,0.01,0.40727,0.95773,0.9996,0.40783,0.6276,0.6401
task_obj_remove_380621,shift_only51,0.55,0.7,0.01,0.99617,0.00057,1.00002,0.99617,0.6276,0.628
task_obj_remove_380621,crop_resize0.1,0.7,0.85,0.01,0.66111,-1e-05,0.99879,0.6635,0.7772,0.6412
task_obj_remove_380621,resample_roundtrip410,0.7,0.85,0.01,0.1883,0.84644,0.99972,0.18847,0.7772,0.7952
task_obj_remove_380621,shift_only51,0.7,0.85,0.01,1.00022,-0.0054,1.00002,1.00022,0.7772,0.7776
task_obj_remove_380621,crop_resize0.1,0.85,1.05,0.01,0.51264,-0.00026,0.99885,0.51438,0.9479,0.7888
task_obj_remove_380621,resample_roundtrip410,0.85,1.05,0.01,0.07772,0.59284,0.99966,0.07779,0.9479,0.8401
task_obj_remove_380621,shift_only51,0.85,1.05,0.01,0.99681,0.00316,1.00002,0.99681,0.9479,0.9478
task_obj_swap_joint_mask_276754,crop_resize0.1,0.0,0.12,0.01,0.96069,0.01555,0.98129,1.00917,0.0805,0.0672
task_obj_swap_joint_mask_276754,resample_roundtrip410,0.0,0.12,0.01,0.92141,0.96575,0.96576,0.99937,0.0805,0.0764
task_obj_swap_joint_mask_276754,shift_only51,0.0,0.12,0.01,0.99102,0.01142,1.00002,0.99102,0.0805,0.0819
task_obj_swap_joint_mask_276754,crop_resize0.1,0.12,0.25,0.01,0.94095,-0.00052,0.9789,0.99524,0.193,0.1523
task_obj_swap_joint_mask_276754,resample_roundtrip410,0.12,0.25,0.01,0.90036,0.96142,0.96147,0.98614,0.193,0.1781
task_obj_swap_joint_mask_276754,shift_only51,0.12,0.25,0.01,0.99533,-9e-05,1.00002,0.99533,0.193,0.1935
task_obj_swap_joint_mask_276754,crop_resize0.1,0.25,0.4,0.01,0.92871,-0.00302,0.98014,0.97914,0.3305,0.2574
task_obj_swap_joint_mask_276754,resample_roundtrip410,0.25,0.4,0.01,0.82779,0.96113,0.96207,0.90494,0.3305,0.3019
task_obj_swap_joint_mask_276754,shift_only51,0.25,0.4,0.01,1.00083,0.01076,1.00001,1.00083,0.3305,0.3311
task_obj_swap_joint_mask_276754,crop_resize0.1,0.4,0.55,0.01,0.87602,0.00051,0.98017,0.92376,0.479,0.3714
task_obj_swap_joint_mask_276754,resample_roundtrip410,0.4,0.55,0.01,0.63425,0.95496,0.9627,0.69254,0.479,0.438
task_obj_swap_joint_mask_276754,shift_only51,0.4,0.55,0.01,1.00174,-0.00506,1.00002,1.00174,0.479,0.4799
task_obj_swap_joint_mask_276754,crop_resize0.1,0.55,0.7,0.01,0.76468,0.00133,0.98043,0.80564,0.6276,0.4888
