image,purifier,band_lo,band_hi,probe_rms,energy_ratio,cosine,cosine_vs_warped,warped_energy_ratio,centroid_in,centroid_out
task_env_weather_246440,jpeg75,0.4,0.55,0.01,2.17264,0.20589,0.28661,0.49639,0.479,0.6351
task_env_weather_246440,jpeg30,0.4,0.55,0.01,3.93569,0.11904,-0.07997,0.03929,0.479,0.5615
task_env_weather_246440,crop_resize0.1,0.4,0.55,0.01,0.88631,0.00015,0.98724,0.92376,0.479,0.3873
task_env_weather_246440,jpeg_then_resize75,0.4,0.55,0.01,0.82008,0.17709,0.29095,0.26432,0.479,0.3561
task_env_weather_246440,blur1,0.55,0.7,0.01,0.02361,0.95766,1.00001,0.02361,0.6276,0.6031
task_env_weather_246440,jpeg75,0.55,0.7,0.01,2.47597,0.15278,0.14847,0.15481,0.6276,0.6971
task_env_weather_246440,jpeg30,0.55,0.7,0.01,4.16906,0.07391,-0.08035,0.03845,0.6276,0.6271
task_env_weather_246440,crop_resize0.1,0.55,0.7,0.01,0.77367,0.00163,0.98739,0.80564,0.6276,0.508
task_env_weather_246440,jpeg_then_resize75,0.55,0.7,0.01,0.6191,0.03574,0.1661,0.06281,0.6276,0.3255
task_env_weather_246440,blur1,0.7,0.85,0.01,0.00331,0.93105,1.00001,0.00331,0.7772,0.7379
task_env_weather_246440,jpeg75,0.7,0.85,0.01,2.79233,0.10304,0.10013,0.04302,0.7772,0.7656
task_env_weather_246440,jpeg30,0.7,0.85,0.01,3.9292,0.04345,-0.08455,0.03845,0.7772,0.6744
task_env_weather_246440,crop_resize0.1,0.7,0.85,0.01,0.63789,-0.00014,0.98759,0.6635,0.7772,0.6404
task_env_weather_246440,jpeg_then_resize75,0.7,0.85,0.01,0.61502,0.00195,0.20234,0.04016,0.7772,0.2997
task_env_weather_246440,blur1,0.85,1.05,0.01,0.00028,0.88421,1.00001,0.00028,0.9479,0.875
task_env_weather_246440,jpeg75,0.85,1.05,0.01,2.62807,0.07654,0.10214,0.03854,0.9479,0.8216
task_env_weather_246440,jpeg30,0.85,1.05,0.01,2.9618,0.02463,-0.09665,0.03845,0.9479,0.6635
task_env_weather_246440,crop_resize0.1,0.85,1.05,0.01,0.49516,5e-05,0.98767,0.51438,0.9479,0.7861
task_env_weather_246440,jpeg_then_resize75,0.85,1.05,0.01,0.51285,0.00088,0.22595,0.03855,0.9479,0.2828
task_env_weather_63722,blur1,0.0,0.12,0.01,0.93294,0.99973,1.00001,0.93294,0.0805,0.0794
task_env_weather_63722,jpeg75,0.0,0.12,0.01,1.70959,0.70512,0.68034,1.1555,0.0805,0.29
task_env_weather_63722,jpeg30,0.0,0.12,0.01,2.389,0.41254,0.35359,0.72031,0.0805,0.2544
task_env_weather_63722,crop_resize0.1,0.0,0.12,0.01,1.00909,0.0152,1.0,1.00917,0.0805,0.0663
task_env_weather_63722,jpeg_then_resize75,0.0,0.12,0.01,1.49125,0.75756,0.73031,1.15409,0.0805,0.1284
task_env_weather_63722,blur1,0.12,0.25,0.01,0.69303,0.99731,1.00001,0.69303,0.193,0.1885
task_env_weather_63722,jpeg75,0.12,0.25,0.01,1.41103,0.43854,0.55822,0.73684,0.193,0.3585
task_env_weather_63722,jpeg30,0.12,0.25,0.01,1.98332,0.22438,0.2731,0.51058,0.193,0.332
task_env_weather_63722,crop_resize0.1,0.12,0.25,0.01,0.99511,0.00019,0.99999,0.99524,0.193,0.1557
task_env_weather_63722,jpeg_then_resize75,0.12,0.25,0.01,1.1978,0.48698,0.62094,0.76726,0.193,0.2141
task_env_weather_63722,blur1,0.25,0.4,0.01,0.34962,0.98927,1.00001,0.34962,0.3305,0.3193
task_env_weather_63722,jpeg75,0.25,0.4,0.01,1.23878,0.29983,0.53714,0.5684,0.3305,0.4454
task_env_weather_63722,jpeg30,0.25,0.4,0.01,1.96342,0.15647,0.0641,0.15198,0.3305,0.4007
task_env_weather_63722,crop_resize0.1,0.25,0.4,0.01,0.97906,-0.00311,1.0,0.97914,0.3305,0.2654
task_env_weather_63722,jpeg_then_resize75,0.25,0.4,0.01,0.87605,0.3448,0.62693,0.53476,0.3305,0.3031
task_env_weather_63722,blur1,0.4,0.55,0.01,0.11166,0.97668,1.00001,0.11166,0.479,0.4626
task_env_weather_63722,jpeg75,0.4,0.55,0.01,1.42416,0.24464,0.41556,0.49639,0.479,0.5403
task_env_weather_63722,jpeg30,0.4,0.55,0.01,2.03721,0.09775,-0.13586,0.03929,0.479,0.4779
task_env_weather_63722,crop_resize0.1,0.4,0.55,0.01,0.92369,1e-05,1.0,0.92376,0.479,0.3843
task_env_weather_63722,jpeg_then_resize75,0.4,0.55,0.01,0.59111,0.21085,0.40753,0.26432,0.479,0.338
task_env_weather_63722,blur1,0.55,0.7,0.01,0.02361,0.95766,1.00001,0.02361,0.6276,0.6031
task_env_weather_63722,jpeg75,0.55,0.7,0.01,1.48251,0.1554,0.23685,0.15481,0.6276,0.6212
task_env_weather_63722,jpeg30,0.55,0.7,0.01,1.95342,0.057,-0.14089,0.03845,0.6276,0.5419
task_env_weather_63722,crop_resize0.1,0.55,0.7,0.01,0.80557,0.00144,1.0,0.80564,0.6276,0.5066
task_env_weather_63722,jpeg_then_resize75,0.55,0.7,0.01,0.40817,0.03469,0.26262,0.06281,0.6276,0.2884
task_env_weather_63722,blur1,0.7,0.85,0.01,0.00331,0.93105,1.00001,0.00331,0.7772,0.7379
task_env_weather_63722,jpeg75,0.7,0.85,0.01,1.38484,0.0869,0.17204,0.04302,0.7772,0.677
task_env_weather_63722,jpeg30,0.7,0.85,0.01,1.48332,0.02768,-0.15775,0.03845,0.7772,0.5496
task_env_weather_63722,crop_resize0.1,0.7,0.85,0.01,0.66345,-6e-05,1.0,0.6635,0.7772,0.641
task_env_weather_63722,jpeg_then_resize75,0.7,0.85,0.01,0.3618,0.00225,0.33123,0.04016,0.7772,0.2601
task_env_weather_63722,blur1,0.85,1.05,0.01,0.00028,0.88421,1.00001,0.00028,0.9479,0.875
task_env_weather_63722,jpeg75,0.85,1.05,0.01,1.13248,0.05252,0.18853,0.03854,0.9479,0.6986
task_env_weather_63722,jpeg30,0.85,1.05,0.01,1.24781,0.01617,-0.17613,0.03845,0.9479,0.5336
task_env_weather_63722,crop_resize0.1,0.85,1.05,0.01,0.51434,-0.0002,1.0,0.51438,0.9479,0.7889
task_env_weather_63722,jpeg_then_resize75,0.85,1.05,0.01,0.32302,0.00018,0.35212,0.03855,0.9479,0.2432
task_obj_add_40931,blur1,0.0,0.12,0.01,0.93294,0.99973,1.00001,0.93294,0.0805,0.0794
task_obj_add_40931,jpeg75,0.0,0.12,0.01,1.70613,0.68135,0.63465,1.1555,0.0805,0.3135
task_obj_add_40931,jpeg30,0.0,0.12,0.01,2.51824,0.39108,0.31422,0.72031,0.0805,0.2743
task_obj_add_40931,crop_resize0.1,0.0,0.12,0.01,0.98425,0.01507,0.9949,1.00917,0.0805,0.069
task_obj_add_40931,jpeg_then_resize75,0.0,0.12,0.01,1.43526,0.73361,0.68204,1.15409,0.0805,0.1447
task_obj_add_40931,blur1,0.12,0.25,0.01,0.69303,0.99731,1.00001,0.69303,0.193,0.1885
task_obj_add_40931,jpeg75,0.12,0.25,0.01,1.49402,0.42471,0.49864,0.73684,0.193,0.3882
task_obj_add_40931,jpeg30,0.12,0.25,0.01,2.10503,0.22388,0.23387,0.51058,0.193,0.3307
task_obj_add_40931,crop_resize0.1,0.12,0.25,0.01,0.96636,0.00041,0.99401,0.99524,0.193,0.1578
task_obj_add_40931,jpeg_then_resize75,0.12,0.25,0.01,1.19567,0.47755,0.56401,0.76726,0.193,0.226
task_obj_add_40931,blur1,0.25,0.4,0.01,0.34962,0.98927,1.00001,0.34962,0.3305,0.3193
task_obj_add_40931,jpeg75,0.25,0.4,0.01,1.29265,0.28835,0.48907,0.5684,0.3305,0.4581
task_obj_add_40931,jpeg30,0.25,0.4,0.01,2.29965,0.16918,0.03324,0.15198,0.3305,0.4121
task_obj_add_40931,crop_resize0.1,0.25,0.4,0.01,0.95054,-0.00317,0.99391,0.97914,0.3305,0.2669
task_obj_add_40931,jpeg_then_resize75,0.25,0.4,0.01,0.85422,0.33489,0.58767,0.53476,0.3305,0.3111
task_obj_add_40931,blur1,0.4,0.55,0.01,0.11166,0.97668,1.00001,0.11166,0.479,0.4626
task_obj_add_40931,jpeg75,0.4,0.55,0.01,1.5405,0.23803,0.36068,0.49639,0.479,0.5466
task_obj_add_40931,jpeg30,0.4,0.55,0.01,2.37136,0.11319,-0.123,0.03929,0.479,0.4765
task_obj_add_40931,crop_resize0.1,0.4,0.55,0.01,0.89893,2e-05,0.99439,0.92376,0.479,0.3851
task_obj_add_40931,jpeg_then_resize75,0.4,0.55,0.01,0.61046,0.20416,0.36443,0.26432,0.479,0.3487
task_obj_add_40931,blur1,0.55,0.7,0.01,0.02361,0.95766,1.00001,0.02361,0.6276,0.6031
task_obj_add_40931,jpeg75,0.55,0.7,0.01,1.73301,0.16491,0.19261,0.15481,0.6276,0.6329
task_obj_add_40931,jpeg30,0.55,0.7,0.01,1.98633,0.05826,-0.13803,0.03845,0.6276,0.5077
task_obj_add_40931,crop_resize0.1,0.55,0.7,0.01,0.78541,0.00139,0.99463,0.80564,0.6276,0.5066
task_obj_add_40931,jpeg_then_resize75,0.55,0.7,0.01,0.43037,0.03929,0.22287,0.06281,0.6276,0.315
task_obj_add_40931,blur1,0.7,0.85,0.01,0.00331,0.93105,1.00001,0.00331,0.7772,0.7379
task_obj_add_40931,jpeg75,0.7,0.85,0.01,1.60753,0.09739,0.14508,0.04302,0.7772,0.6838
task_obj_add_40931,jpeg30,0.7,0.85,0.01,1.47049,0.02901,-0.15232,0.03845,0.7772,0.4895
task_obj_add_40931,crop_resize0.1,0.7,0.85,0.01,0.64848,2e-05,0.99517,0.6635,0.7772,0.6401
task_obj_add_40931,jpeg_then_resize75,0.7,0.85,0.01,0.38111,0.0027,0.29007,0.04016,0.7772,0.2874
task_obj_add_40931,blur1,0.85,1.05,0.01,0.00028,0.88421,1.00001,0.00028,0.9479,0.875
task_obj_add_40931,jpeg75,0.85,1.05,0.01,1.24602,0.05584,0.16679,0.03854,0.9479,0.693
task_obj_add_40931,jpeg30,0.85,1.05,0.01,1.18112,0.01487,-0.17856,0.03845,0.9479,0.4526
task_obj_add_40931,crop_resize0.1,0.85,1.05,0.01,0.50393,2e-05,0.99555,0.51438,0.9479,0.7869
task_obj_add_40931,jpeg_then_resize75,0.85,1.05,0.01,0.34623,0.00096,0.31301,0.03855,0.9479,0.2727
task_obj_remove_380621,blur1,0.0,0.12,0.01,0.93294,0.99973,1.00001,0.93294,0.0805,0.0794
task_obj_remove_380621,jpeg75,0.0,0.12,0.01,1.79338,0.68746,0.65174,1.1555,0.0805,0.3509
task_obj_remove_380621,jpeg30,0.0,0.12,0.01,2.44726,0.38993,0.33559,0.72031,0.0805,0.3117
task_obj_remove_380621,crop_resize0.1,0.0,0.12,0.01,1.00539,0.01507,0.99884,1.00917,0.0805,0.0675
task_obj_remove_380621,jpeg_then_resize75,0.0,0.12,0.01,1.49224,0.75299,0.71324,1.15409,0.0805,0.1337
task_obj_remove_380621,blur1,0.12,0.25,0.01,0.69303,0.99731,1.00001,0.69303,0.193,0.1885
task_obj_remove_380621,jpeg75,0.12,0.25,0.01,1.51329,0.42398,0.52602,0.73684,0.193,0.4142
task_obj_remove_380621,jpeg30,0.12,0.25,0.01,2.1237,0.22393,0.25577,0.51058,0.193,0.3628
task_obj_remove_380621,crop_resize0.1,0.12,0.25,0.01,0.99188,0.00014,0.99893,0.99524,0.193,0.1567
task_obj_remove_380621,jpeg_then_resize75,0.12,0.25,0.01,1.19815,0.48543,0.60299,0.76726,0.193,0.2174
task_obj_remove_380621,blur1,0.25,0.4,0.01,0.34962,0.98927,1.00001,0.34962,0.3305,0.3193
task_obj_remove_380621,jpeg75,0.25,0.4,0.01,1.28122,0.29041,0.51491,0.5684,0.3305,0.4777
task_obj_remove_380621,jpeg30,0.25,0.4,0.01,2.22496,0.15656,0.05203,0.15198,0.3305,0.4404
task_obj_remove_380621,crop_resize0.1,0.25,0.4,0.01,0.97543,-0.00305,0.99885,0.97914,0.3305,0.2663
task_obj_remove_380621,jpeg_then_resize75,0.25,0.4,0.01,0.85875,0.34114,0.61499,0.53476,0.3305,0.3049
task_obj_remove_380621,blur1,0.4,0.55,0.01,0.11166,0.97668,1.00001,0.11166,0.479,0.4626
task_obj_remove_380621,jpeg75,0.4,0.55,0.01,1.46942,0.24026,0.39872,0.49639,0.479,0.5601
task_obj_remove_380621,jpeg30,0.4,0.55,0.01,2.18767,0.09819,-0.12822,0.03929,0.479,0.501
task_obj_remove_380621,crop_resize0.1,0.4,0.55,0.01,0.92039,-0.00013,0.99887,0.92376,0.479,0.3849
task_obj_remove_380621,jpeg_then_resize75,0.4,0.55,0.01,0.59261,0.20886,0.39603,0.26432,0.479,0.3427
task_obj_remove_380621,blur1,0.55,0.7,0.01,0.02361,0.95766,1.00001,0.02361,0.6276,0.6031
task_obj_remove_380621,jpeg75,0.55,0.7,0.01,1.52841,0.1473,0.2197,0.15481,0.6276,0.6456
task_obj_remove_380621,jpeg30,0.55,0.7,0.01,2.14998,0.05468,-0.13685,0.03845,0.6276,0.5725
task_obj_remove_380621,crop_resize0.1,0.55,0.7,0.01,0.80261,0.00132,0.9988,0.80564,0.6276,0.507
task_obj_remove_380621,jpeg_then_resize75,0.55,0.7,0.01,0.39613,0.03506,0.25058,0.06281,0.6276,0.2985
task_obj_remove_380621,blur1,0.7,0.85,0.01,0.00331,0.93105,1.00001,0.00331,0.7772,0.7379
task_obj_remove_380621,jpeg75,0.7,0.85,0.01,1.56137,0.08498,0.14977,0.04302,0.7772,0.7138
task_obj_remove_380621,jpeg30,0.7,0.85,0.01,2.01699,0.03196,-0.13866,0.03845,0.7772,0.6187
task_obj_remove_380621,crop_resize0.1,0.7,0.85,0.01,0.66111,-1e-05,0.99879,0.6635,0.7772,0.6412
task_obj_remove_380621,jpeg_then_resize75,0.7,0.85,0.01,0.36453,0.00188,0.30347,0.04016,0.7772,0.2733
task_obj_remove_380621,blur1,0.85,1.05,0.01,0.00028,0.88421,1.00001,0.00028,0.9479,0.875
task_obj_remove_380621,jpeg75,0.85,1.05,0.01,1.44567,0.05974,0.15823,0.03854,0.9479,0.7632
task_obj_remove_380621,jpeg30,0.85,1.05,0.01,1.50895,0.01636,-0.16194,0.03845,0.9479,0.5733
task_obj_remove_380621,crop_resize0.1,0.85,1.05,0.01,0.51264,-0.00026,0.99885,0.51438,0.9479,0.7888
task_obj_remove_380621,jpeg_then_resize75,0.85,1.05,0.01,0.32548,0.00066,0.33129,0.03855,0.9479,0.2577
task_obj_swap_joint_mask_276754,blur1,0.0,0.12,0.01,0.93294,0.99973,1.00001,0.93294,0.0805,0.0794
task_obj_swap_joint_mask_276754,jpeg75,0.0,0.12,0.01,2.01807,0.56767,0.52585,1.1555,0.0805,0.5127
task_obj_swap_joint_mask_276754,jpeg30,0.0,0.12,0.01,2.639,0.35378,0.27325,0.72031,0.0805,0.3477
task_obj_swap_joint_mask_276754,crop_resize0.1,0.0,0.12,0.01,0.96069,0.01555,0.98129,1.00917,0.0805,0.0672
task_obj_swap_joint_mask_276754,jpeg_then_resize75,0.0,0.12,0.01,1.32396,0.69905,0.64671,1.15409,0.0805,0.1409
task_obj_swap_joint_mask_276754,blur1,0.12,0.25,0.01,0.69303,0.99731,1.00001,0.69303,0.193,0.1885
task_obj_swap_joint_mask_276754,jpeg75,0.12,0.25,0.01,1.82449,0.34121,0.3925,0.73684,0.193,0.5523
task_obj_swap_joint_mask_276754,jpeg30,0.12,0.25,0.01,2.42058,0.19154,0.18932,0.51058,0.193,0.4108
task_obj_swap_joint_mask_276754,crop_resize0.1,0.12,0.25,0.01,0.94095,-0.00052,0.9789,0.99524,0.193,0.1523
task_obj_swap_joint_mask_276754,jpeg_then_resize75,0.12,0.25,0.01,1.11862,0.4419,0.51102,0.76726,0.193,0.2217
task_obj_swap_joint_mask_276754,blur1,0.25,0.4,0.01,0.34962,0.98927,1.00001,0.34962,0.3305,0.3193
task_obj_swap_joint_mask_276754,jpeg75,0.25,0.4,0.01,1.65218,0.22713,0.37058,0.5684,0.3305,0.5788
task_obj_swap_joint_mask_276754,jpeg30,0.25,0.4,0.01,2.81334,0.15487,0.03201,0.15198,0.3305,0.4673
task_obj_swap_joint_mask_276754,crop_resize0.1,0.25,0.4,0.01,0.92871,-0.00302,0.98014,0.97914,0.3305,0.2574
task_obj_swap_joint_mask_276754,jpeg_then_resize75,0.25,0.4,0.01,0.82023,0.30809,0.51867,0.53476,0.3305,0.2996
task_obj_swap_joint_mask_276754,blur1,0.4,0.55,0.01,0.11166,0.97668,1.00001,0.11166,0.479,0.4626
task_obj_swap_joint_mask_276754,jpeg75,0.4,0.55,0.01,2.00441,0.19112,0.25681,0.49639,0.479,0.6369
task_obj_swap_joint_mask_276754,jpeg30,0.4,0.55,0.01,3.68897,0.1274,-0.06806,0.03929,0.479,0.5447
task_obj_swap_joint_mask_276754,crop_resize0.1,0.4,0.55,0.01,0.87602,0.00051,0.98017,0.92376,0.479,0.3714
task_obj_swap_joint_mask_276754,jpeg_then_resize75,0.4,0.55,0.01,0.57014,0.19261,0.30543,0.26432,0.479,0.3392
task_obj_swap_joint_mask_276754,blur1,0.55,0.7,0.01,0.02361,0.95766,1.00001,0.02361,0.6276,0.6031
task_obj_swap_joint_mask_276754,jpeg75,0.55,0.7,0.01,2.72659,0.15198,0.11399,0.15481,0.6276,0.7054
task_obj_swap_joint_mask_276754,jpeg30,0.55,0.7,0.01,3.74738,0.08542,-0.06974,0.03845,0.6276,0.608
task_obj_swap_joint_mask_276754,crop_resize0.1,0.55,0.7,0.01,0.76468,0.00133,0.98043,0.80564,0.6276,0.4888
task_obj_swap_joint_mask_276754,jpeg_then_resize75,0.55,0.7,0.01,0.43575,0.0408,0.13015,0.06281,0.6276,0.3042
task_obj_swap_joint_mask_276754,blur1,0.7,0.85,0.01,0.00331,0.93105,1.00001,0.00331,0.7772,0.7379
task_obj_swap_joint_mask_276754,jpeg75,0.7,0.85,0.01,3.44341,0.12187,0.05919,0.04302,0.7772,0.7791
task_obj_swap_joint_mask_276754,jpeg30,0.7,0.85,0.01,2.85147,0.04225,-0.08471,0.03845,0.7772,0.626
task_obj_swap_joint_mask_276754,crop_resize0.1,0.7,0.85,0.01,0.63053,6e-05,0.98079,0.6635,0.7772,0.6178
task_obj_swap_joint_mask_276754,jpeg_then_resize75,0.7,0.85,0.01,0.39217,0.00236,0.16253,0.04016,0.7772,0.2807
task_obj_swap_joint_mask_276754,blur1,0.85,1.05,0.01,0.00028,0.88421,1.00001,0.00028,0.9479,0.875
task_obj_swap_joint_mask_276754,jpeg75,0.85,1.05,0.01,3.20939,0.09128,0.05902,0.03854,0.9479,0.8311
task_obj_swap_joint_mask_276754,jpeg30,0.85,1.05,0.01,2.13611,0.02172,-0.09446,0.03845,0.9479,0.6152
task_obj_swap_joint_mask_276754,crop_resize0.1,0.85,1.05,0.01,0.4895,-0.00035,0.98137,0.51438,0.9479,0.7603
task_obj_swap_joint_mask_276754,jpeg_then_resize75,0.85,1.05,0.01,0.35428,0.00039,0.1762,0.03855,0.9479,0.2608
task_obj_swap_joint_mask_533428,blur1,0.0,0.12,0.01,0.93294,0.99973,1.00001,0.93294,0.0805,0.0794
task_obj_swap_joint_mask_533428,jpeg75,0.0,0.12,0.01,1.98943,0.66517,0.61094,1.1555,0.0805,0.3464
task_obj_swap_joint_mask_533428,jpeg30,0.0,0.12,0.01,3.40548,0.41807,0.28242,0.72031,0.0805,0.2812
task_obj_swap_joint_mask_533428,crop_resize0.1,0.0,0.12,0.01,1.00207,0.01494,0.99821,1.00917,0.0805,0.068
task_obj_swap_joint_mask_533428,jpeg_then_resize75,0.0,0.12,0.01,1.64528,0.72606,0.66794,1.15409,0.0805,0.1402
task_obj_swap_joint_mask_533428,blur1,0.12,0.25,0.01,0.69303,0.99731,1.00001,0.69303,0.193,0.1885
task_obj_swap_joint_mask_533428,jpeg75,0.12,0.25,0.01,1.918,0.42182,0.44786,0.73684,0.193,0.4144
task_obj_swap_joint_mask_533428,jpeg30,0.12,0.25,0.01,2.94478,0.23619,0.2054,0.51058,0.193,0.3375
task_obj_swap_joint_mask_533428,crop_resize0.1,0.12,0.25,0.01,0.98767,0.00053,0.99797,0.99524,0.193,0.157
task_obj_swap_joint_mask_533428,jpeg_then_resize75,0.12,0.25,0.01,1.53541,0.47602,0.50944,0.76726,0.193,0.2224
task_obj_swap_joint_mask_533428,blur1,0.25,0.4,0.01,0.34962,0.98927,1.00001,0.34962,0.3305,0.3193
task_obj_swap_joint_mask_533428,jpeg75,0.25,0.4,0.01,1.56017,0.27563,0.45758,0.5684,0.3305,0.4793
task_obj_swap_joint_mask_533428,jpeg30,0.25,0.4,0.01,2.78851,0.17287,0.04092,0.15198,0.3305,0.4191
task_obj_swap_joint_mask_533428,crop_resize0.1,0.25,0.4,0.01,0.97153,-0.00314,0.99787,0.97914,0.3305,0.2666
task_obj_swap_joint_mask_533428,jpeg_then_resize75,0.25,0.4,0.01,1.02968,0.32259,0.55434,0.53476,0.3305,0.3089
task_obj_swap_joint_mask_533428,blur1,0.4,0.55,0.01,0.11166,0.97668,1.00001,0.11166,0.479,0.4626
task_obj_swap_joint_mask_533428,jpeg75,0.4,0.55,0.01,1.7881,0.23647,0.34597,0.49639,0.479,0.5625
task_obj_swap_joint_mask_533428,jpeg30,0.4,0.55,0.01,2.90665,0.11618,-0.11692,0.03929,0.479,0.496
task_obj_swap_joint_mask_533428,crop_resize0.1,0.4,0.55,0.01,0.91659,0.00017,0.99789,0.92376,0.479,0.3852
task_obj_swap_joint_mask_533428,jpeg_then_resize75,0.4,0.55,0.01,0.70722,0.20225,0.35366,0.26432,0.479,0.3502
task_obj_swap_joint_mask_533428,blur1,0.55,0.7,0.01,0.02361,0.95766,1.00001,0.02361,0.6276,0.6031
task_obj_swap_joint_mask_533428,jpeg75,0.55,0.7,0.01,2.06959,0.16695,0.18296,0.15481,0.6276,0.6439
task_obj_swap_joint_mask_533428,jpeg30,0.55,0.7,0.01,2.50079,0.06302,-0.12657,0.03845,0.6276,0.5396
task_obj_swap_joint_mask_533428,crop_resize0.1,0.55,0.7,0.01,0.79959,0.00142,0.99796,0.80564,0.6276,0.507
task_obj_swap_joint_mask_533428,jpeg_then_resize75,0.55,0.7,0.01,0.5281,0.03793,0.21824,0.06281,0.6276,0.3092
task_obj_swap_joint_mask_533428,blur1,0.7,0.85,0.01,0.00331,0.93105,1.00001,0.00331,0.7772,0.7379
task_obj_swap_joint_mask_533428,jpeg75,0.7,0.85,0.01,1.98124,0.10091,0.13488,0.04302,0.7772,0.7025
task_obj_swap_joint_mask_533428,jpeg30,0.7,0.85,0.01,1.97473,0.03028,-0.14124,0.03845,0.7772,0.5407
task_obj_swap_joint_mask_533428,crop_resize0.1,0.7,0.85,0.01,0.65901,-7e-05,0.99812,0.6635,0.7772,0.641
task_obj_swap_joint_mask_533428,jpeg_then_resize75,0.7,0.85,0.01,0.47432,0.00216,0.26786,0.04016,0.7772,0.2848
task_obj_swap_joint_mask_533428,blur1,0.85,1.05,0.01,0.00028,0.88421,1.00001,0.00028,0.9479,0.875
task_obj_swap_joint_mask_533428,jpeg75,0.85,1.05,0.01,1.58014,0.06216,0.15671,0.03854,0.9479,0.7216
task_obj_swap_joint_mask_533428,jpeg30,0.85,1.05,0.01,1.36528,0.01354,-0.16828,0.03845,0.9479,0.464
task_obj_swap_joint_mask_533428,crop_resize0.1,0.85,1.05,0.01,0.51101,-0.00012,0.99812,0.51438,0.9479,0.7885
task_obj_swap_joint_mask_533428,jpeg_then_resize75,0.85,1.05,0.01,0.40717,0.00068,0.30609,0.03855,0.9479,0.2652
task_obj_swap_rand_mask_417469,blur1,0.0,0.12,0.01,0.93294,0.99973,1.00001,0.93294,0.0805,0.0794
task_obj_swap_rand_mask_417469,jpeg75,0.0,0.12,0.01,1.79509,0.67455,0.62048,1.1555,0.0805,0.3146
task_obj_swap_rand_mask_417469,jpeg30,0.0,0.12,0.01,2.9477,0.41141,0.29462,0.72031,0.0805,0.2831
task_obj_swap_rand_mask_417469,crop_resize0.1,0.0,0.12,0.01,0.98452,0.01521,0.99245,1.00917,0.0805,0.0668
task_obj_swap_rand_mask_417469,jpeg_then_resize75,0.0,0.12,0.01,1.53821,0.72656,0.66846,1.15409,0.0805,0.1343
task_obj_swap_rand_mask_417469,blur1,0.12,0.25,0.01,0.69303,0.99731,1.00001,0.69303,0.193,0.1885
task_obj_swap_rand_mask_417469,jpeg75,0.12,0.25,0.01,1.68089,0.42658,0.47006,0.73684,0.193,0.379
task_obj_swap_rand_mask_417469,jpeg30,0.12,0.25,0.01,2.60968,0.22542,0.21941,0.51058,0.193,0.3478
task_obj_swap_rand_mask_417469,crop_resize0.1,0.12,0.25,0.01,0.97553,0.00015,0.99415,0.99524,0.193,0.1558
task_obj_swap_rand_mask_417469,jpeg_then_resize75,0.12,0.25,0.01,1.42557,0.4724,0.5228,0.76726,0.193,0.2189
task_obj_swap_rand_mask_417469,blur1,0.25,0.4,0.01,0.34962,0.98927,1.00001,0.34962,0.3305,0.3193
task_obj_swap_rand_mask_417469,jpeg75,0.25,0.4,0.01,1.394,0.28126,0.47489,0.5684,0.3305,0.464
task_obj_swap_rand_mask_417469,jpeg30,0.25,0.4,0.01,2.32985,0.14899,0.04624,0.15198,0.3305,0.425
task_obj_swap_rand_mask_417469,crop_resize0.1,0.25,0.4,0.01,0.96099,-0.00287,0.99453,0.97914,0.3305,0.2651
task_obj_swap_rand_mask_417469,jpeg_then_resize75,0.25,0.4,0.01,0.99205,0.32034,0.54944,0.53476,0.3305,0.3068
task_obj_swap_rand_mask_417469,blur1,0.4,0.55,0.01,0.11166,0.97668,1.00001,0.11166,0.479,0.4626
task_obj_swap_rand_mask_417469,jpeg75,0.4,0.55,0.01,1.47325,0.23302,0.38117,0.49639,0.479,0.5454
task_obj_swap_rand_mask_417469,jpeg30,0.4,0.55,0.01,2.2989,0.09057,-0.11946,0.03929,0.479,0.5007
task_obj_swap_rand_mask_417469,crop_resize0.1,0.4,0.55,0.01,0.90691,0.00022,0.99466,0.92376,0.479,0.3835
task_obj_swap_rand_mask_417469,jpeg_then_resize75,0.4,0.55,0.01,0.65732,0.19197,0.35426,0.26432,0.479,0.3422
task_obj_swap_rand_mask_417469,blur1,0.55,0.7,0.01,0.02361,0.95766,1.00001,0.02361,0.6276,0.6031
task_obj_swap_rand_mask_417469,jpeg75,0.55,0.7,0.01,1.53974,0.14517,0.21335,0.15481,0.6276,0.6324
task_obj_swap_rand_mask_417469,jpeg30,0.55,0.7,0.01,2.11807,0.0525,-0.12827,0.03845,0.6276,0.5556
task_obj_swap_rand_mask_417469,crop_resize0.1,0.55,0.7,0.01,0.79144,0.00161,0.99473,0.80564,0.6276,0.5051
task_obj_swap_rand_mask_417469,jpeg_then_resize75,0.55,0.7,0.01,0.4558,0.03315,0.2269,0.06281,0.6276,0.2953
task_obj_swap_rand_mask_417469,blur1,0.7,0.85,0.01,0.00331,0.93105,1.00001,0.00331,0.7772,0.7379
task_obj_swap_rand_mask_417469,jpeg75,0.7,0.85,0.01,1.45683,0.08284,0.15287,0.04302,0.7772,0.6883
task_obj_swap_rand_mask_417469,jpeg30,0.7,0.85,0.01,1.93811,0.0307,-0.1328,0.03845,0.7772,0.5794
task_obj_swap_rand_mask_417469,crop_resize0.1,0.7,0.85,0.01,0.65271,-3e-05,0.99522,0.6635,0.7772,0.639
