image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.16619,0.94599,26.31,0.51712,0.0686,0.20943,0.80211,20.208,0.3771,0.148,0.68157,0.04836,82.4
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24566,0.92182,26.667,0.44473,0.11681,0.29058,0.7222,21.256,0.30242,0.1987,0.58851,0.04642,83.3
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.27941,0.86357,21.852,0.38901,0.16933,0.38709,0.52598,15.604,0.27125,0.27728,0.71246,0.0808,83.6
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23581,0.9836,38.46,0.58738,0.05312,0.24499,0.81531,20.308,0.62065,0.19299,0.31293,0.01194,83.7
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1707,0.94651,29.533,0.55746,0.10944,0.34087,0.65757,11.729,0.43348,0.22587,0.55692,0.03337,84.0
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26921,0.92379,29.461,0.54722,0.06099,0.30976,0.71592,20.572,0.28299,0.12682,0.42009,0.03365,83.9
task_env_weather_133752,phase_gain,instruct-pix2pix,transform the setting to a rainy day,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.27742,0.94729,30.625,0.54528,0.05664,0.32771,0.79652,19.41,0.28395,0.13358,0.39608,0.02943,83.9
task_env_weather_181583,phase_gain,instruct-pix2pix,change the setting to a stormy day,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28929,0.90251,29.963,0.52634,0.06955,0.67031,0.6293,13.845,0.36589,0.38959,0.30553,0.03176,83.9
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3077,0.84085,19.616,0.37472,0.11941,0.43322,0.50194,16.458,0.16077,0.21591,0.97647,0.10452,84.1
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23646,0.92095,24.605,0.43787,0.09587,0.28329,0.75855,19.936,0.26604,0.16097,0.69085,0.05885,84.3
task_obj_add_13726,phase_gain,instruct-pix2pix,Add subscribe button,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30536,0.8935,25.256,0.40986,0.11051,0.45258,0.56617,17.332,0.19812,0.30479,0.68702,0.0546,84.1
task_obj_add_340466,phase_gain,instruct-pix2pix,Add orange juice,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18002,0.94977,28.416,0.56331,0.09511,0.29902,0.79267,17.207,0.41296,0.19288,0.45781,0.03795,84.0
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43197,0.88776,24.97,0.40648,0.10807,0.41196,0.50095,16.721,0.24906,0.29857,0.58763,0.05643,84.0
task_obj_add_581286,phase_gain,instruct-pix2pix,Add sauce,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19053,0.96067,34.13,0.6573,0.06389,0.20421,0.85135,25.099,0.58104,0.15115,0.42311,0.01966,83.9
task_obj_add_692065,phase_gain,instruct-pix2pix,Add monk,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.21559,0.91627,25.76,0.58495,0.08116,0.28267,0.7985,22.088,0.40134,0.1143,0.5576,0.05152,83.9
task_obj_remove_10197,phase_gain,instruct-pix2pix,Remove gravel path,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32679,0.89344,23.757,0.47745,0.07825,0.44243,0.3978,13.515,0.06998,0.25431,0.81176,0.06489,84.0
task_obj_remove_257910,phase_gain,instruct-pix2pix,Remove bracelet,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29217,0.95966,32.013,0.60636,0.06421,0.2818,0.82082,22.726,0.40195,0.14441,0.41708,0.02508,84.1
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31418,0.92744,26.819,0.542,0.08927,0.56579,0.55822,13.07,0.19309,0.2991,0.73172,0.04561,84.2
task_obj_remove_509477,phase_gain,instruct-pix2pix,Remove the man with glasses,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34045,0.88223,24.187,0.39798,0.09831,0.34743,0.65421,19.274,0.27997,0.18084,0.82745,0.06175,83.9
task_obj_remove_657585,phase_gain,instruct-pix2pix,Remove frisbee,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20371,0.97246,35.644,0.73806,0.05772,0.30734,0.79242,20.648,0.66262,0.20026,0.27041,0.01651,83.9
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45247,0.81943,24.332,0.22851,0.14638,0.20039,0.79088,20.853,0.24462,0.22635,0.9451,0.06073,84.0
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36267,0.88083,23.632,0.40496,0.11833,0.39793,0.53506,16.322,0.18895,0.1782,0.81118,0.06583,84.1
task_obj_swap_joint_mask_75733,phase_gain,instruct-pix2pix,Replace the snowy landscape with sea,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32989,0.93409,31.663,0.45501,0.11092,0.41846,0.69754,15.483,0.30225,0.27801,0.42067,0.02611,84.1
task_obj_swap_rand_mask_298147,phase_gain,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40992,0.84206,24.388,0.32933,0.13871,0.68953,0.3338,14.684,0.18425,0.34592,0.84208,0.06034,84.2
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28594,0.90451,25.945,0.43658,0.07393,0.37679,0.66673,19.279,0.31669,0.20005,0.89736,0.05044,83.9
