image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_123744,phase_rand,instruct-pix2pix,turn the color of cushion to be black,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.0489,0.97523,33.422,0.69007,0.03871,0.06767,0.95718,30.182,0.58224,0.04691,0.351,0.02133,46.2
task_attr_mod_color_174506,phase_rand,instruct-pix2pix,turn the color of mushroom to gray,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.07229,0.95921,32.696,0.62509,0.04647,0.13062,0.89618,27.389,0.45286,0.04995,0.22871,0.02318,46.3
task_attr_mod_color_32648,phase_rand,instruct-pix2pix,turn the color of potion bottle to orange,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.03749,0.99376,41.814,0.78781,0.03222,0.06221,0.97033,26.952,0.74277,0.05943,0.21805,0.00811,45.9
task_attr_mod_color_71985,phase_rand,instruct-pix2pix,turn the color of piano to be gray,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.07403,0.97392,32.157,0.66891,0.05426,0.10266,0.94877,28.406,0.55107,0.04663,0.34691,0.02467,46.2
task_env_weather_126577,phase_rand,instruct-pix2pix,change the setting to spring with blossoms,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.04942,0.9731,32.512,0.65293,0.02786,0.26556,0.76242,18.933,0.26425,0.11809,0.21848,0.02368,46.2
task_env_weather_181583,phase_rand,instruct-pix2pix,change the setting to a stormy day,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.04922,0.96844,34.969,0.67325,0.02822,0.09523,0.93734,31.204,0.59793,0.0397,0.2644,0.01785,46.4
task_env_weather_39740,phase_rand,instruct-pix2pix,change the setting to a misty scene,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.07711,0.96245,30.043,0.59749,0.04246,0.1516,0.91761,24.789,0.47499,0.06902,0.38102,0.03147,45.7
task_env_weather_9736,phase_rand,instruct-pix2pix,transform the setting to a cloudy day,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.07533,0.96641,29.822,0.6128,0.0624,0.12101,0.91465,23.32,0.4573,0.05748,0.35991,0.03228,46.2
task_obj_add_340466,phase_rand,instruct-pix2pix,Add orange juice,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.0851,0.97563,32.246,0.65579,0.08013,0.18165,0.86242,17.055,0.45721,0.1208,0.33616,0.02442,46.3
task_obj_add_44802,phase_rand,instruct-pix2pix,Add clouds,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.0706,0.96362,28.007,0.53432,0.07352,0.14083,0.88484,21.073,0.43367,0.08323,0.41091,0.03978,46.3
task_obj_add_669258,phase_rand,instruct-pix2pix,Add person,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.12362,0.94494,31.746,0.56498,0.05698,0.16922,0.86192,27.392,0.39117,0.06886,0.32774,0.02586,45.8
task_obj_remove_10197,phase_rand,instruct-pix2pix,Remove gravel path,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.07061,0.96322,28.942,0.62552,0.03822,0.15482,0.81149,22.248,0.26855,0.06655,0.36739,0.03572,46.2
task_obj_remove_284852,phase_rand,instruct-pix2pix,Remove khaki pants,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.05094,0.98217,36.702,0.7681,0.04502,0.10627,0.93597,24.799,0.60759,0.0633,0.31974,0.01462,46.3
task_obj_remove_483219,phase_rand,instruct-pix2pix,Remove the lamp,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.05985,0.97616,34.212,0.71496,0.07467,0.11384,0.94175,29.552,0.48028,0.07322,0.27796,0.01947,46.2
task_obj_remove_657585,phase_rand,instruct-pix2pix,Remove frisbee,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.03866,0.98899,40.23,0.83986,0.03127,0.20164,0.87319,22.742,0.67037,0.16112,0.14221,0.00974,45.8
task_obj_swap_joint_mask_337228,phase_rand,instruct-pix2pix,Replace the silk sash with yellow shawl,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.07949,0.97938,35.923,0.71718,0.0672,0.11872,0.92797,25.243,0.49333,0.08218,0.27732,0.01599,46.2
task_obj_swap_joint_mask_698465,phase_rand,instruct-pix2pix,Replace the snowball with grey furry centre,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.06541,0.98141,35.18,0.70879,0.06916,0.09367,0.94335,28.142,0.5815,0.06778,0.37711,0.01742,46.4
task_obj_swap_rand_mask_298147,phase_rand,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.15906,0.93322,28.925,0.50793,0.07716,0.20068,0.82746,22.05,0.29797,0.07857,0.47279,0.03579,45.8
task_obj_swap_rand_mask_660100,phase_rand,instruct-pix2pix,Replace the hot dog with taco,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.08344,0.96512,33.159,0.64022,0.05763,0.13071,0.91302,27.046,0.47173,0.05631,0.22869,0.02198,45.9
