image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,advdrop,instruct-pix2pix,turn the color of potted plant to pink,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,500,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.21507,0.96538,36.909,0.72562,0.0496,0.22155,0.90382,26.151,0.50358,0.06326,0.17501,0.01427,0.9557,0.97652,False,0.837,221.5
task_attr_mod_color_136767,advdrop,instruct-pix2pix,turn the color of astronaut to pink,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,500,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.12541,0.96843,36.488,0.72334,0.02505,0.15655,0.89371,24.479,0.49073,0.06322,0.16952,0.01498,0.98909,0.96778,False,0.837,209.3
task_attr_mod_color_184837,advdrop,instruct-pix2pix,turn the color of frame to pink,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,500,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.09093,0.98125,34.833,0.74644,0.028,0.11634,0.91135,25.545,0.46711,0.0827,0.17635,0.01813,0.98899,0.95193,False,0.837,211.0
task_attr_mod_color_32648,advdrop,instruct-pix2pix,turn the color of potion bottle to orange,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,500,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.24613,0.96495,40.446,0.59056,0.06694,0.22937,0.83891,22.241,0.67791,0.11874,0.13708,0.0095,0.98544,0.97912,False,0.837,209.5
task_attr_mod_color_6205,advdrop,instruct-pix2pix,turn the color of toolbox to red,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,500,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.17862,0.96864,37.357,0.72457,0.03993,0.25542,0.83359,17.771,0.57166,0.10828,0.13921,0.01356,0.94242,0.9179,False,0.837,213.5
task_env_weather_112463,advdrop,instruct-pix2pix,transform the setting to spring with blooming flowers,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,500,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.16511,0.96998,38.767,0.78616,0.03133,0.22645,0.82096,22.609,0.44999,0.08761,0.12591,0.01152,0.95098,0.94926,False,0.837,210.8
task_env_weather_246440,advdrop,instruct-pix2pix,transform the setting to autumn with falling leaves,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,500,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.04146,0.98593,35.248,0.78232,0.00753,0.16526,0.84597,22.735,0.3524,0.07796,0.19449,0.01728,0.9703,0.98412,False,0.837,209.2
task_env_weather_63722,advdrop,instruct-pix2pix,change the setting to a snowy landscape,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,500,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.22543,0.9606,34.864,0.6776,0.05073,0.23286,0.90805,26.268,0.418,0.07009,0.14745,0.01806,0.95783,0.9482,False,0.837,210.6
task_obj_add_40931,advdrop,instruct-pix2pix,Add the blood on snout,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,500,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.18886,0.97462,34.201,0.70851,0.0446,0.20943,0.85652,22.779,0.42721,0.09196,0.20635,0.0195,0.97942,0.93465,False,0.837,210.4
task_obj_remove_380621,advdrop,instruct-pix2pix,Remove iceberg,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,500,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.25612,0.95986,34.555,0.66588,0.05891,0.28987,0.81935,23.169,0.3555,0.10959,0.18694,0.01872,0.97151,0.95383,False,0.837,209.6
