loss,L_def,L_fid,defense_mode,edit_shift,shared_mass,fid_acut,fid_pen_acut,fid_chroma,fid_pen_chroma,fid_linf_total,fid_psnr_total,fid_lpips,fid_lpips_rel,fid_ssim,fid_linf,fid_psnr,fid_pen_linf,fid_pen_lpips,fid_pen_psnr,step,stage,stage_step,lr,grad_norm
0.06020916625857353,0.06020916625857353,0.0,targeted_attn,nan,0.9397908449172974,8.784022043073492e-07,0.0,3.1793033485882916e-06,0.0,2.8192996978759766e-05,120.0,6.796813806220214e-11,6.796813806220214e-11,0.9999999403953552,2.8192996978759766e-05,120.0,0.0,0.0,0.0,0,default,0,0.1,0.00041508383583277464
0.059936411678791046,0.059936411678791046,0.0,targeted_attn,nan,0.9400635957717896,0.00247874204069376,0.0,0.04042351618409157,0.0,0.04960814118385315,52.01565170288086,0.0009345291182398796,0.0009345291182398796,0.9996477961540222,0.04960814118385315,52.01565170288086,0.0,0.0,0.0,1,default,1,0.1,0.0006917492719367146
0.059722550213336945,0.059722550213336945,0.0,targeted_attn,nan,0.9402774572372437,0.004352726973593235,0.0,0.06944707781076431,0.0,0.09426364302635193,47.22771072387695,0.002766428980976343,0.002766428980976343,0.9989509582519531,0.09426364302635193,47.22771072387695,0.034263644367456436,0.0,0.0,2,default,2,0.1,0.00032065616687759757
0.05955389887094498,0.05955389887094498,0.0,targeted_attn,nan,0.9404460787773132,0.006334028672426939,0.0,0.09302769601345062,0.0,0.11693690717220306,44.605003356933594,0.005228859372437,0.005228859372437,0.998088538646698,0.11693690717220306,44.605003356933594,0.05693690851330757,0.0,0.0,3,default,3,0.1,0.0005007127765566111
0.05943319946527481,0.05943319946527481,0.0,targeted_attn,nan,0.9405667781829834,0.008063647896051407,0.0,0.11331860721111298,0.0,0.12004847824573517,42.84730529785156,0.008018852211534977,0.008018852211534977,0.9971431493759155,0.12004847824573517,42.84730529785156,0.060048479586839676,0.0,0.0,4,default,4,0.1,0.00011323559010634199
0.059313394129276276,0.059313394129276276,0.0,targeted_attn,nan,0.9406865835189819,0.00953511893749237,0.0,0.13131274282932281,0.0,0.14685766398906708,41.535789489746094,0.010768693871796131,0.010768693871796131,0.9961649179458618,0.14685766398906708,41.535789489746094,0.08685766160488129,0.0,0.0,5,default,5,0.1,0.00012673542369157076
0.05922840163111687,0.05922840163111687,0.0,targeted_attn,nan,0.9407715797424316,0.01085570640861988,0.0,0.1478208601474762,0.0,0.1687462478876114,40.50016403198242,0.013271457515656948,0.013271457515656948,0.9951567053794861,0.1687462478876114,40.50016403198242,0.1087462455034256,0.0,0.0,6,default,6,0.1,0.00014856598863843828
0.05913982912898064,0.05913982912898064,0.0,targeted_attn,nan,0.9408601522445679,0.012021858245134354,0.0,0.16324755549430847,0.0,0.18809808790683746,39.639835357666016,0.015463287010788918,0.015463287010788918,0.9941129088401794,0.18809808790683746,39.639835357666016,0.12809808552265167,0.0,0.0,7,default,7,0.1,0.00014783456572331488
0.05900239944458008,0.05900239944458008,0.0,targeted_attn,nan,0.9409976005554199,0.013106388039886951,0.0,0.1787143051624298,0.0,0.20463548600673676,38.89356994628906,0.017437826842069626,0.017437826842069626,0.9930258989334106,0.20463548600673676,38.89356994628906,0.14463548362255096,0.0,0.0,8,default,8,0.1,0.00010819501039804891
0.058925122022628784,0.058925122022628784,0.0,targeted_attn,nan,0.9410748481750488,0.014200367033481598,0.0,0.19422873854637146,0.0,0.21979211270809174,38.213584899902344,0.019331933930516243,0.019331933930516243,0.9918602705001831,0.21979211270809174,38.213584899902344,0.15979211032390594,0.0,0.0,9,default,9,0.1,0.0002618941944092512
0.05884264409542084,0.05884264409542084,0.0,targeted_attn,nan,0.941157341003418,0.015332003124058247,0.0,0.21055053174495697,0.0,0.23351575434207916,37.569541931152344,0.0212927907705307,0.0212927907705307,0.9905798435211182,0.23351575434207916,37.569541931152344,0.17351575195789337,0.0,0.0,10,default,10,0.1,0.00015396231901831925
