image_id,group,lpips,psnr,ssim
bird_03,bird,0.13304448127746582,30.09650993347168,0.9254118204116821
cat_02,cat,0.2398258000612259,24.3230037689209,0.7788256406784058
dog_03,dog,0.14034885168075562,26.330957412719727,0.87347811460495
