image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
cat_01,apa_weak,native,identity,0.21578,0.05055,0.21578,0.05055,1.0,True,606.7
cat_01,apa_weak,native,blur1,0.28269,0.05712,0.21578,0.05055,1.31009,True,606.7
cat_01,apa_weak,native,noise0.05,0.52782,0.01798,0.21578,0.05055,2.44614,True,606.7
cat_01,apa_weak,native,quantize16,0.45719,0.10722,0.21578,0.05055,2.11878,True,606.7
cat_01,apa_weak,native,jpeg75,0.22025,0.06927,0.21578,0.05055,1.02072,True,606.7
cat_01,apa_weak,native,jpeg30,0.33598,0.05059,0.21578,0.05055,1.55707,True,606.7
cat_01,apa_weak,native,crop_resize0.1,0.47748,0.02346,0.21578,0.05055,2.21282,True,606.7
cat_01,apa_weak,native,jpeg_then_resize75,0.24349,0.06897,0.21578,0.05055,1.12844,True,606.7
cat_01,apa_weak,native,adverse_cleaner,0.27857,0.06554,0.21578,0.05055,1.29101,True,606.7
cat_01,apa_weak,native,impress,0.23342,0.0398,0.21578,0.05055,1.08177,True,606.7
cat_01,mist,native,identity,0.71396,0.0568,0.71396,0.0568,1.0,True,614.3
cat_01,mist,native,blur1,0.33137,0.117,0.71396,0.0568,0.46413,True,614.3
cat_01,mist,native,noise0.05,0.62888,0.03479,0.71396,0.0568,0.88084,True,614.3
cat_01,mist,native,quantize16,0.66629,0.03913,0.71396,0.0568,0.93324,True,614.3
cat_01,mist,native,jpeg75,0.56613,0.05583,0.71396,0.0568,0.79294,True,614.3
cat_01,mist,native,jpeg30,0.39743,0.05042,0.71396,0.0568,0.55666,True,614.3
cat_01,mist,native,crop_resize0.1,0.62724,0.03188,0.71396,0.0568,0.87854,True,614.3
cat_01,mist,native,jpeg_then_resize75,0.25546,0.08706,0.71396,0.0568,0.35781,True,614.3
cat_01,mist,native,adverse_cleaner,0.6257,0.04583,0.71396,0.0568,0.87639,True,614.3
cat_01,mist,native,impress,0.56302,0.04829,0.71396,0.0568,0.78859,True,614.3
cat_01,dia_r,native,identity,0.23326,0.09634,0.23326,0.09634,1.0,False,607.3
cat_01,dia_r,native,blur1,0.24255,0.06097,0.23326,0.09634,1.03984,False,607.3
cat_01,dia_r,native,noise0.05,0.41178,0.02527,0.23326,0.09634,1.76535,False,607.3
cat_01,dia_r,native,quantize16,0.30967,0.08514,0.23326,0.09634,1.32761,False,607.3
cat_01,dia_r,native,jpeg75,0.11174,0.01751,0.23326,0.09634,0.47905,False,607.3
cat_01,dia_r,native,jpeg30,0.22869,0.08416,0.23326,0.09634,0.98044,False,607.3
cat_01,dia_r,native,crop_resize0.1,0.48626,0.01298,0.23326,0.09634,2.08464,False,607.3
cat_01,dia_r,native,jpeg_then_resize75,0.18391,0.04533,0.23326,0.09634,0.78843,False,607.3
cat_01,dia_r,native,adverse_cleaner,0.21326,0.08249,0.23326,0.09634,0.91429,False,607.3
cat_01,dia_r,native,impress,0.19598,0.05347,0.23326,0.09634,0.8402,False,607.3
horse_03,apa_weak,native,identity,0.29994,0.11275,0.29994,0.11275,1.0,False,607.2
horse_03,apa_weak,native,blur1,0.41808,0.08632,0.29994,0.11275,1.39389,False,607.2
horse_03,apa_weak,native,noise0.05,0.53383,0.06047,0.29994,0.11275,1.7798,False,607.2
horse_03,apa_weak,native,quantize16,0.35688,0.07099,0.29994,0.11275,1.18983,False,607.2
horse_03,apa_weak,native,jpeg75,0.28986,0.09402,0.29994,0.11275,0.96639,False,607.2
horse_03,apa_weak,native,jpeg30,0.40301,0.03864,0.29994,0.11275,1.34364,False,607.2
horse_03,apa_weak,native,crop_resize0.1,0.57087,0.03129,0.29994,0.11275,1.9033,False,607.2
horse_03,apa_weak,native,jpeg_then_resize75,0.33958,0.022,0.29994,0.11275,1.13216,False,607.2
horse_03,apa_weak,native,adverse_cleaner,0.33506,0.07901,0.29994,0.11275,1.1171,False,607.2
horse_03,apa_weak,native,impress,0.34729,0.06754,0.29994,0.11275,1.15788,False,607.2
horse_03,mist,native,identity,0.61784,0.01993,0.61784,0.01993,1.0,True,615.8
horse_03,mist,native,blur1,0.53877,0.01412,0.61784,0.01993,0.87203,True,615.8
horse_03,mist,native,noise0.05,0.55635,0.01804,0.61784,0.01993,0.90048,True,615.8
horse_03,mist,native,quantize16,0.59028,0.04198,0.61784,0.01993,0.9554,True,615.8
horse_03,mist,native,jpeg75,0.51495,0.01748,0.61784,0.01993,0.83347,True,615.8
horse_03,mist,native,jpeg30,0.46697,0.04441,0.61784,0.01993,0.75581,True,615.8
horse_03,mist,native,crop_resize0.1,0.58878,0.04031,0.61784,0.01993,0.95297,True,615.8
horse_03,mist,native,jpeg_then_resize75,0.42559,0.05399,0.61784,0.01993,0.68884,True,615.8
horse_03,mist,native,adverse_cleaner,0.5195,0.0448,0.61784,0.01993,0.84083,True,615.8
horse_03,mist,native,impress,0.51856,0.03512,0.61784,0.01993,0.83931,True,615.8
horse_03,dia_r,native,identity,0.21519,0.00634,0.21519,0.00634,1.0,True,644.2
horse_03,dia_r,native,blur1,0.33078,0.00965,0.21519,0.00634,1.53718,True,644.2
horse_03,dia_r,native,noise0.05,0.4224,0.04367,0.21519,0.00634,1.96296,True,644.2
horse_03,dia_r,native,quantize16,0.27355,0.0269,0.21519,0.00634,1.27122,True,644.2
horse_03,dia_r,native,jpeg75,0.2008,0.00749,0.21519,0.00634,0.93316,True,644.2
horse_03,dia_r,native,jpeg30,0.30549,0.02538,0.21519,0.00634,1.41964,True,644.2
horse_03,dia_r,native,crop_resize0.1,0.53544,0.03577,0.21519,0.00634,2.48826,True,644.2
horse_03,dia_r,native,jpeg_then_resize75,0.27901,0.01564,0.21519,0.00634,1.29661,True,644.2
horse_03,dia_r,native,adverse_cleaner,0.22916,0.01376,0.21519,0.00634,1.06493,True,644.2
horse_03,dia_r,native,impress,0.25727,0.01924,0.21519,0.00634,1.19555,True,644.2
