image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
cat_01,add,human,identity,0.28239,0.11977,0.28239,0.11977,1.0,False,608.3
cat_01,add,human,blur1,0.2408,0.05135,0.28239,0.11977,0.85272,False,608.3
cat_01,add,human,noise0.05,0.42078,0.02975,0.28239,0.11977,1.49009,False,608.3
cat_01,add,human,quantize16,0.32505,0.11414,0.28239,0.11977,1.15109,False,608.3
cat_01,add,human,jpeg75,0.10848,0.04489,0.28239,0.11977,0.38415,False,608.3
cat_01,add,human,jpeg30,0.21844,0.0837,0.28239,0.11977,0.77356,False,608.3
cat_01,add,human,crop_resize0.1,0.47059,0.02512,0.28239,0.11977,1.66648,False,608.3
cat_01,add,human,jpeg_then_resize75,0.18784,0.05152,0.28239,0.11977,0.66518,False,608.3
cat_01,add,human,adverse_cleaner,0.17672,0.05728,0.28239,0.11977,0.62581,False,608.3
cat_01,add,human,impress,0.17949,0.06218,0.28239,0.11977,0.63562,False,608.3
cat_01,phase,human,identity,0.41203,0.14338,0.41203,0.14338,1.0,False,607.8
cat_01,phase,human,blur1,0.27343,0.08256,0.41203,0.14338,0.6636,False,607.8
cat_01,phase,human,noise0.05,0.43469,0.04323,0.41203,0.14338,1.05499,False,607.8
cat_01,phase,human,quantize16,0.44715,0.13628,0.41203,0.14338,1.08522,False,607.8
cat_01,phase,human,jpeg75,0.1866,0.05189,0.41203,0.14338,0.45287,False,607.8
cat_01,phase,human,jpeg30,0.2698,0.0999,0.41203,0.14338,0.65481,False,607.8
cat_01,phase,human,crop_resize0.1,0.50204,0.06086,0.41203,0.14338,1.21846,False,607.8
cat_01,phase,human,jpeg_then_resize75,0.21105,0.05475,0.41203,0.14338,0.51222,False,607.8
cat_01,phase,human,adverse_cleaner,0.36254,0.11725,0.41203,0.14338,0.87989,False,607.8
cat_01,phase,human,impress,0.26183,0.10614,0.41203,0.14338,0.63545,False,607.8
cat_01,phase_rand,human,identity,0.10362,0.0355,0.10362,0.0355,1.0,False,606.6
cat_01,phase_rand,human,blur1,0.26225,0.05338,0.10362,0.0355,2.53099,False,606.6
cat_01,phase_rand,human,noise0.05,0.42995,0.02821,0.10362,0.0355,4.14945,False,606.6
cat_01,phase_rand,human,quantize16,0.34337,0.14036,0.10362,0.0355,3.31384,False,606.6
cat_01,phase_rand,human,jpeg75,0.16108,0.05589,0.10362,0.0355,1.5546,False,606.6
cat_01,phase_rand,human,jpeg30,0.23665,0.06935,0.10362,0.0355,2.28393,False,606.6
cat_01,phase_rand,human,crop_resize0.1,0.47875,0.00899,0.10362,0.0355,4.62039,False,606.6
cat_01,phase_rand,human,jpeg_then_resize75,0.20877,0.05403,0.10362,0.0355,2.01481,False,606.6
cat_01,phase_rand,human,adverse_cleaner,0.18311,0.05174,0.10362,0.0355,1.76718,False,606.6
cat_01,phase_rand,human,impress,0.17555,0.06097,0.10362,0.0355,1.69425,False,606.6
dog_03,add,human,identity,0.31255,0.05164,0.31255,0.05164,1.0,True,609.7
dog_03,add,human,blur1,0.37107,0.03483,0.31255,0.05164,1.18721,True,609.7
dog_03,add,human,noise0.05,0.54434,0.02347,0.31255,0.05164,1.74159,True,609.7
dog_03,add,human,quantize16,0.44071,0.03492,0.31255,0.05164,1.41003,True,609.7
dog_03,add,human,jpeg75,0.28242,0.10253,0.31255,0.05164,0.9036,True,609.7
dog_03,add,human,jpeg30,0.3939,0.03429,0.31255,0.05164,1.26026,True,609.7
dog_03,add,human,crop_resize0.1,0.5429,0.01847,0.31255,0.05164,1.737,True,609.7
dog_03,add,human,jpeg_then_resize75,0.32905,0.03348,0.31255,0.05164,1.05277,True,609.7
dog_03,add,human,adverse_cleaner,0.28313,0.05196,0.31255,0.05164,0.90585,True,609.7
dog_03,add,human,impress,0.43094,0.02415,0.31255,0.05164,1.37876,True,609.7
dog_03,phase,human,identity,0.54963,0.01331,0.54963,0.01331,1.0,True,609.6
dog_03,phase,human,blur1,0.47741,0.01088,0.54963,0.01331,0.8686,True,609.6
dog_03,phase,human,noise0.05,0.53887,0.02981,0.54963,0.01331,0.98042,True,609.6
dog_03,phase,human,quantize16,0.55134,0.01845,0.54963,0.01331,1.00311,True,609.6
dog_03,phase,human,jpeg75,0.4613,0.02377,0.54963,0.01331,0.83929,True,609.6
dog_03,phase,human,jpeg30,0.43011,0.01033,0.54963,0.01331,0.78255,True,609.6
dog_03,phase,human,crop_resize0.1,0.61655,0.01107,0.54963,0.01331,1.12176,True,609.6
dog_03,phase,human,jpeg_then_resize75,0.43768,0.01316,0.54963,0.01331,0.79632,True,609.6
dog_03,phase,human,adverse_cleaner,0.54218,0.0155,0.54963,0.01331,0.98644,True,609.6
dog_03,phase,human,impress,0.50275,0.01951,0.54963,0.01331,0.9147,True,609.6
dog_03,phase_rand,human,identity,0.28754,0.08544,0.28754,0.08544,1.0,True,608.4
dog_03,phase_rand,human,blur1,0.3838,0.04152,0.28754,0.08544,1.33477,True,608.4
dog_03,phase_rand,human,noise0.05,0.54831,0.01838,0.28754,0.08544,1.9069,True,608.4
dog_03,phase_rand,human,quantize16,0.40617,0.02678,0.28754,0.08544,1.41256,True,608.4
dog_03,phase_rand,human,jpeg75,0.34994,0.05615,0.28754,0.08544,1.21702,True,608.4
dog_03,phase_rand,human,jpeg30,0.41872,0.01548,0.28754,0.08544,1.45622,True,608.4
dog_03,phase_rand,human,crop_resize0.1,0.52588,0.01923,0.28754,0.08544,1.82891,True,608.4
dog_03,phase_rand,human,jpeg_then_resize75,0.39695,0.0137,0.28754,0.08544,1.3805,True,608.4
dog_03,phase_rand,human,adverse_cleaner,0.32996,0.01429,0.28754,0.08544,1.14755,True,608.4
dog_03,phase_rand,human,impress,0.4111,0.02548,0.28754,0.08544,1.42972,True,608.4
horse_03,add,human,identity,0.22967,0.0335,0.22967,0.0335,1.0,True,610.5
horse_03,add,human,blur1,0.35829,0.03258,0.22967,0.0335,1.56003,True,610.5
horse_03,add,human,noise0.05,0.42172,0.05972,0.22967,0.0335,1.83621,True,610.5
horse_03,add,human,quantize16,0.19947,0.0103,0.22967,0.0335,0.86851,True,610.5
horse_03,add,human,jpeg75,0.19247,0.03003,0.22967,0.0335,0.83803,True,610.5
horse_03,add,human,jpeg30,0.3199,0.0343,0.22967,0.0335,1.39286,True,610.5
horse_03,add,human,crop_resize0.1,0.54037,0.02904,0.22967,0.0335,2.35281,True,610.5
horse_03,add,human,jpeg_then_resize75,0.27082,0.00317,0.22967,0.0335,1.17917,True,610.5
horse_03,add,human,adverse_cleaner,0.22114,0.02605,0.22967,0.0335,0.96289,True,610.5
horse_03,add,human,impress,0.27522,0.02752,0.22967,0.0335,1.19833,True,610.5
horse_03,phase,human,identity,0.45927,0.04094,0.45927,0.04094,1.0,True,610.2
horse_03,phase,human,blur1,0.42332,0.04423,0.45927,0.04094,0.92174,True,610.2
horse_03,phase,human,noise0.05,0.48376,0.01806,0.45927,0.04094,1.05335,True,610.2
horse_03,phase,human,quantize16,0.45709,0.02848,0.45927,0.04094,0.99527,True,610.2
horse_03,phase,human,jpeg75,0.31321,0.05173,0.45927,0.04094,0.68198,True,610.2
horse_03,phase,human,jpeg30,0.3613,0.03041,0.45927,0.04094,0.78668,True,610.2
horse_03,phase,human,crop_resize0.1,0.57259,0.00918,0.45927,0.04094,1.24676,True,610.2
horse_03,phase,human,jpeg_then_resize75,0.31061,0.01346,0.45927,0.04094,0.67632,True,610.2
horse_03,phase,human,adverse_cleaner,0.49102,0.01735,0.45927,0.04094,1.06915,True,610.2
horse_03,phase,human,impress,0.42508,0.03459,0.45927,0.04094,0.92557,True,610.2
horse_03,phase_rand,human,identity,0.16307,0.01541,0.16307,0.01541,1.0,True,609.2
horse_03,phase_rand,human,blur1,0.34922,0.02382,0.16307,0.01541,2.14154,True,609.2
horse_03,phase_rand,human,noise0.05,0.44172,0.05757,0.16307,0.01541,2.70878,True,609.2
horse_03,phase_rand,human,quantize16,0.20797,0.01026,0.16307,0.01541,1.27536,True,609.2
horse_03,phase_rand,human,jpeg75,0.23211,0.02953,0.16307,0.01541,1.42336,True,609.2
horse_03,phase_rand,human,jpeg30,0.34289,0.04136,0.16307,0.01541,2.10274,True,609.2
horse_03,phase_rand,human,crop_resize0.1,0.5421,0.035,0.16307,0.01541,3.32437,True,609.2
horse_03,phase_rand,human,jpeg_then_resize75,0.2885,0.00318,0.16307,0.01541,1.76922,True,609.2
horse_03,phase_rand,human,adverse_cleaner,0.27999,0.01874,0.16307,0.01541,1.71701,True,609.2
horse_03,phase_rand,human,impress,0.2369,0.01844,0.16307,0.01541,1.45276,True,609.2
man_02,add,human,identity,0.18169,0.05215,0.18169,0.05215,1.0,True,615.7
man_02,add,human,blur1,0.40794,0.03527,0.18169,0.05215,2.24529,True,615.7
man_02,add,human,noise0.05,0.34891,0.0874,0.18169,0.05215,1.92039,True,615.7
man_02,add,human,quantize16,0.20043,0.08558,0.18169,0.05215,1.10313,True,615.7
man_02,add,human,jpeg75,0.2186,0.05238,0.18169,0.05215,1.20316,True,615.7
man_02,add,human,jpeg30,0.2564,0.0842,0.18169,0.05215,1.41122,True,615.7
man_02,add,human,crop_resize0.1,0.53533,0.00463,0.18169,0.05215,2.94641,True,615.7
man_02,add,human,jpeg_then_resize75,0.37668,0.04108,0.18169,0.05215,2.07319,True,615.7
man_02,add,human,adverse_cleaner,0.20176,0.07852,0.18169,0.05215,1.11046,True,615.7
man_02,add,human,impress,0.28051,0.02653,0.18169,0.05215,1.54389,True,615.7
man_02,phase,human,identity,0.41428,0.06945,0.41428,0.06945,1.0,True,612.4
man_02,phase,human,blur1,0.42682,0.04385,0.41428,0.06945,1.03028,True,612.4
man_02,phase,human,noise0.05,0.49359,0.04456,0.41428,0.06945,1.19145,True,612.4
man_02,phase,human,quantize16,0.44302,0.07487,0.41428,0.06945,1.06939,True,612.4
man_02,phase,human,jpeg75,0.3819,0.05427,0.41428,0.06945,0.92184,True,612.4
man_02,phase,human,jpeg30,0.35823,0.03503,0.41428,0.06945,0.86471,True,612.4
man_02,phase,human,crop_resize0.1,0.53028,0.01677,0.41428,0.06945,1.28002,True,612.4
man_02,phase,human,jpeg_then_resize75,0.3843,0.05175,0.41428,0.06945,0.92765,True,612.4
man_02,phase,human,adverse_cleaner,0.38325,0.04898,0.41428,0.06945,0.9251,True,612.4
man_02,phase,human,impress,0.38314,0.06271,0.41428,0.06945,0.92485,True,612.4
man_02,phase_rand,human,identity,0.20381,0.06348,0.20381,0.06348,1.0,True,611.2
man_02,phase_rand,human,blur1,0.38469,0.04646,0.20381,0.06348,1.88753,True,611.2
man_02,phase_rand,human,noise0.05,0.39181,0.07175,0.20381,0.06348,1.92247,True,611.2
man_02,phase_rand,human,quantize16,0.27451,0.03053,0.20381,0.06348,1.34693,True,611.2
man_02,phase_rand,human,jpeg75,0.25967,0.04775,0.20381,0.06348,1.27412,True,611.2
man_02,phase_rand,human,jpeg30,0.28627,0.04134,0.20381,0.06348,1.40462,True,611.2
man_02,phase_rand,human,crop_resize0.1,0.53513,0.00504,0.20381,0.06348,2.62567,True,611.2
man_02,phase_rand,human,jpeg_then_resize75,0.37589,0.02951,0.20381,0.06348,1.84432,True,611.2
man_02,phase_rand,human,adverse_cleaner,0.22677,0.05961,0.20381,0.06348,1.11265,True,611.2
man_02,phase_rand,human,impress,0.28487,0.0382,0.20381,0.06348,1.39776,True,611.2
woman_02,add,human,identity,0.26054,0.02349,0.26054,0.02349,1.0,True,610.1
woman_02,add,human,blur1,0.2616,0.01511,0.26054,0.02349,1.00404,True,610.1
woman_02,add,human,noise0.05,0.41002,0.01753,0.26054,0.02349,1.57372,True,610.1
woman_02,add,human,quantize16,0.25575,0.04968,0.26054,0.02349,0.98158,True,610.1
woman_02,add,human,jpeg75,0.13325,0.0189,0.26054,0.02349,0.51142,True,610.1
woman_02,add,human,jpeg30,0.29526,0.01359,0.26054,0.02349,1.13324,True,610.1
woman_02,add,human,crop_resize0.1,0.44604,0.00246,0.26054,0.02349,1.71195,True,610.1
woman_02,add,human,jpeg_then_resize75,0.17974,0.0081,0.26054,0.02349,0.68985,True,610.1
woman_02,add,human,adverse_cleaner,0.19271,0.00585,0.26054,0.02349,0.73963,True,610.1
woman_02,add,human,impress,0.19727,0.0285,0.26054,0.02349,0.75716,True,610.1
woman_02,phase,human,identity,0.35957,0.04775,0.35957,0.04775,1.0,True,610.3
woman_02,phase,human,blur1,0.27142,0.00585,0.35957,0.04775,0.75485,True,610.3
woman_02,phase,human,noise0.05,0.42486,0.02002,0.35957,0.04775,1.18156,True,610.3
woman_02,phase,human,quantize16,0.36876,0.07319,0.35957,0.04775,1.02555,True,610.3
woman_02,phase,human,jpeg75,0.182,0.01974,0.35957,0.04775,0.50615,True,610.3
woman_02,phase,human,jpeg30,0.3148,0.0123,0.35957,0.04775,0.87549,True,610.3
woman_02,phase,human,crop_resize0.1,0.47916,0.01945,0.35957,0.04775,1.33259,True,610.3
woman_02,phase,human,jpeg_then_resize75,0.19706,0.01065,0.35957,0.04775,0.54804,True,610.3
woman_02,phase,human,adverse_cleaner,0.30487,0.01861,0.35957,0.04775,0.84787,True,610.3
woman_02,phase,human,impress,0.32373,0.04411,0.35957,0.04775,0.90033,True,610.3
woman_02,phase_rand,human,identity,0.08313,0.00492,0.08313,0.00492,1.0,True,608.8
woman_02,phase_rand,human,blur1,0.24128,0.0015,0.08313,0.00492,2.90264,True,608.8
woman_02,phase_rand,human,noise0.05,0.42978,0.0283,0.08313,0.00492,5.17027,True,608.8
woman_02,phase_rand,human,quantize16,0.232,0.04558,0.08313,0.00492,2.79103,True,608.8
woman_02,phase_rand,human,jpeg75,0.14738,0.00766,0.08313,0.00492,1.77294,True,608.8
woman_02,phase_rand,human,jpeg30,0.30934,0.01457,0.08313,0.00492,3.72142,True,608.8
woman_02,phase_rand,human,crop_resize0.1,0.42353,0.0047,0.08313,0.00492,5.09504,True,608.8
woman_02,phase_rand,human,jpeg_then_resize75,0.19418,0.0069,0.08313,0.00492,2.33596,True,608.8
woman_02,phase_rand,human,adverse_cleaner,0.2207,0.01346,0.08313,0.00492,2.65504,True,608.8
woman_02,phase_rand,human,impress,0.19834,0.00827,0.08313,0.00492,2.38609,True,608.8
