image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
man_02,photoguard_c,native,identity,0.36701,0.07986,0.36701,0.07986,1.0,True,586.5
man_02,photoguard_c,native,blur1,0.41146,0.04543,0.36701,0.07986,1.12113,True,586.5
man_02,photoguard_c,native,noise0.05,0.35173,0.08468,0.36701,0.07986,0.95838,True,586.5
man_02,photoguard_c,native,quantize16,0.31466,0.09643,0.36701,0.07986,0.85736,True,586.5
man_02,photoguard_c,native,jpeg75,0.238,0.05782,0.36701,0.07986,0.6485,True,586.5
man_02,photoguard_c,native,jpeg30,0.24178,0.0607,0.36701,0.07986,0.65878,True,586.5
man_02,photoguard_c,native,crop_resize0.1,0.53188,0.00589,0.36701,0.07986,1.44922,True,586.5
man_02,photoguard_c,native,jpeg_then_resize75,0.35845,0.05923,0.36701,0.07986,0.97668,True,586.5
man_02,photoguard_c,native,adverse_cleaner,0.22159,0.06927,0.36701,0.07986,0.60377,True,586.5
man_02,photoguard_c,native,impress,0.31137,0.07919,0.36701,0.07986,0.8484,True,586.5
woman_02,photoguard_c,native,identity,0.40667,0.02102,0.40667,0.02102,1.0,True,590.2
woman_02,photoguard_c,native,blur1,0.29374,0.01792,0.40667,0.02102,0.72232,True,590.2
woman_02,photoguard_c,native,noise0.05,0.41022,0.01799,0.40667,0.02102,1.00874,True,590.2
woman_02,photoguard_c,native,quantize16,0.36195,0.05695,0.40667,0.02102,0.89005,True,590.2
woman_02,photoguard_c,native,jpeg75,0.19858,0.03082,0.40667,0.02102,0.4883,True,590.2
woman_02,photoguard_c,native,jpeg30,0.31489,0.01202,0.40667,0.02102,0.77432,True,590.2
woman_02,photoguard_c,native,crop_resize0.1,0.53794,0.02894,0.40667,0.02102,1.32279,True,590.2
woman_02,photoguard_c,native,jpeg_then_resize75,0.22066,0.0211,0.40667,0.02102,0.54261,True,590.2
woman_02,photoguard_c,native,adverse_cleaner,0.21569,0.02545,0.40667,0.02102,0.53038,True,590.2
woman_02,photoguard_c,native,impress,0.3152,0.07453,0.40667,0.02102,0.77508,True,590.2
