image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,cdev_mean,cdev_max,cdev_p99,matrix_tv,grid_size
car_00,C,32,a wrecked car after an accident,60,60,,10,10,1,147.3,rotate,0,0.0,,,10320.2,0.78,511.0,118.0,22.0,,,,0.18199381232261658,0.1445859968662262,0.037407808005809784,0.3554140031337738,23.876678466796875,0.6431779265403748,23.876678466796875,0.6431779265403748,0.9310951232910156,0.037407808005809784,0.9551880359649658,2.0,1.7778594493865967,1.1626887321472168,32
car_01,C,32,a wrecked car after an accident,60,60,,10,10,1,147.3,rotate,0,0.0,,,10323.2,2.57,512.0,45.0,13.0,,,,0.23607183992862701,0.188189297914505,0.04788254201412201,0.311810702085495,33.8890495300293,0.19486752152442932,33.8890495300293,0.19486752152442932,0.9940245151519775,0.04788254201412201,0.7248274683952332,1.9903810024261475,1.5253088474273682,1.1033177375793457,32
