image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47743,0.96325,27.199,0.32965,0.07779,0.42119,0.67106,17.52,0.2547,0.23717,0.44886,0.04366,0.87848,0.87798,False,0.837,196.2
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46226,0.944,27.715,0.34593,0.10824,0.57028,0.41275,9.205,0.21008,0.3222,0.4507,0.04114,0.80996,0.85441,False,0.837,188.4
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47183,0.94085,24.206,0.3411,0.11866,0.51763,0.52128,16.551,0.23775,0.30765,0.40356,0.06162,0.95983,0.92899,False,0.837,189.7
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56735,0.94696,31.64,0.16307,0.12951,0.41541,0.62679,12.91,0.54541,0.3638,0.36987,0.02618,0.88759,0.89031,False,0.837,190.2
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51028,0.95917,28.814,0.33681,0.11707,0.63471,0.32865,8.473,0.36999,0.39078,0.36676,0.03625,0.87746,0.77343,True,0.837,190.8
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58199,0.96333,28.777,0.35176,0.04963,0.40541,0.53905,16.059,0.31831,0.23974,0.34207,0.03641,0.91263,0.87012,False,0.837,191.4
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41349,0.92319,22.644,0.33158,0.08566,0.49346,0.39874,15.765,0.12855,0.27262,0.55573,0.07376,0.92744,0.85932,False,0.837,191.7
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49265,0.96144,26.373,0.32878,0.07911,0.47743,0.65922,17.139,0.22391,0.27573,0.39989,0.04801,0.87164,0.86237,False,0.837,191.9
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47788,0.9471,27.059,0.39609,0.09444,0.50152,0.4417,16.156,0.25714,0.33688,0.33261,0.04437,0.8586,0.71759,True,0.837,192.3
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53865,0.95831,27.248,0.36321,0.09583,0.62501,0.37943,10.25,0.12645,0.31749,0.52891,0.04341,0.74247,0.72869,True,0.837,192.4
