image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,floor_only,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.14,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.6044,0.89574,21.822,0.22249,0.13192,0.59408,0.48104,10.04,0.14963,0.32721,0.58606,0.08107,0.78696,0.75135,True,0.837,419.9
task_attr_mod_color_136767,floor_only,instruct-pix2pix,turn the color of astronaut to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.14,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56159,0.82212,22.756,0.25092,0.15612,0.62749,0.25332,6.923,0.02475,0.41795,0.56856,0.07281,0.73795,0.88127,False,0.837,378.3
task_attr_mod_color_184837,floor_only,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.14,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53885,0.93623,21.259,0.3126,0.099,0.78207,0.13609,6.234,0.03094,0.66987,0.60287,0.0865,0.706,0.64031,True,0.837,379.7
task_attr_mod_color_32648,floor_only,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.14,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.61596,0.78523,26.003,0.0973,0.23834,0.61,0.40012,10.783,0.07365,0.38214,0.56153,0.0501,0.77703,0.69358,True,0.837,379.3
task_attr_mod_color_6205,floor_only,instruct-pix2pix,turn the color of toolbox to red,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.14,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.61775,0.88785,23.284,0.22674,0.15765,0.75675,0.18107,6.445,0.30674,0.6907,0.62843,0.06852,0.50636,0.43783,True,0.837,379.0
task_env_weather_112463,floor_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.14,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.66076,0.90049,22.591,0.24561,0.1121,0.88244,0.29389,10.252,0.15904,0.38956,0.56078,0.07421,0.54793,0.56708,True,0.837,379.7
task_env_weather_246440,floor_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.14,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44563,0.93001,21.571,0.32401,0.07046,0.60142,0.27678,14.28,0.13244,0.34623,0.60154,0.08346,0.89682,0.83885,False,0.837,379.8
task_env_weather_63722,floor_only,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.14,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58075,0.90913,22.818,0.26233,0.09438,0.68427,0.33525,12.372,0.03567,0.47161,0.63886,0.07229,0.60895,0.61918,True,0.837,379.7
task_obj_add_40931,floor_only,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.14,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55192,0.9032,22.652,0.31175,0.13015,0.729,0.20259,11.568,0.07673,0.38229,0.69008,0.07369,0.56121,0.58071,True,0.837,379.8
task_obj_remove_380621,floor_only,instruct-pix2pix,Remove iceberg,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.14,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60419,0.90866,23.419,0.26021,0.15885,0.7315,0.23713,8.056,0.04168,0.37643,0.55022,0.06746,0.73137,0.71234,True,0.837,379.5
