image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56902,0.90882,23.943,0.26478,0.11854,0.5968,0.49422,10.252,0.14869,0.32455,0.42697,0.06351,0.78655,0.77223,True,0.837,400.9
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53183,0.84884,24.382,0.28152,0.11242,0.63393,0.25559,7.122,0.02189,0.44382,0.40322,0.06038,0.73303,0.83956,False,0.837,385.9
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48445,0.95308,23.65,0.36387,0.07018,0.77535,0.13853,6.624,0.04852,0.66755,0.40069,0.06569,0.71224,0.63883,True,0.837,387.2
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.61229,0.79389,25.815,0.0897,0.21643,0.64508,0.39308,10.513,0.0838,0.39004,0.34836,0.0512,0.79058,0.72202,True,0.837,390.7
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60362,0.89911,24.338,0.246,0.12791,0.75527,0.18368,6.433,0.2557,0.73798,0.41488,0.06069,0.52726,0.46049,True,0.837,391.1
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.64369,0.91678,24.114,0.2679,0.09003,0.88777,0.28835,10.243,0.15694,0.39007,0.46301,0.06227,0.5352,0.57059,True,0.837,387.6
task_env_weather_246440,dct_shield_y,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39175,0.94169,23.435,0.37428,0.05148,0.54038,0.34877,15.213,0.12826,0.30009,0.45742,0.06734,0.91514,0.85325,False,0.837,391.2
task_env_weather_63722,dct_shield_y,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55594,0.91155,24.222,0.28804,0.0831,0.68331,0.34354,12.505,0.04096,0.46567,0.37477,0.0615,0.61098,0.62422,True,0.837,387.3
task_obj_add_40931,dct_shield_y,instruct-pix2pix,Add the blood on snout,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52026,0.92618,24.473,0.35342,0.10664,0.63331,0.37771,14.297,0.27919,0.40743,0.41557,0.05975,0.82117,0.66975,True,0.837,390.8
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60258,0.92007,24.318,0.27397,0.12217,0.72792,0.23843,8.067,0.04319,0.38448,0.39949,0.06083,0.73257,0.71147,True,0.837,391.1
task_obj_swap_joint_mask_276754,dct_shield_y,instruct-pix2pix,Replace the satellite dish with rocket,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45196,0.89693,24.387,0.26988,0.09164,0.67359,0.46396,12.315,0.01041,0.39799,0.42615,0.06034,0.85717,0.90135,False,0.837,390.8
task_obj_swap_joint_mask_533428,dct_shield_y,instruct-pix2pix,Replace the samurai armor with red jacket,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48957,0.93866,23.931,0.33386,0.07235,0.64563,0.24154,9.358,0.05462,0.27779,0.40731,0.0636,0.67457,0.61329,True,0.837,391.0
task_obj_swap_rand_mask_417469,dct_shield_y,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53988,0.88315,24.472,0.2676,0.09245,0.75613,0.2144,10.006,0.06504,0.38664,0.4277,0.05976,0.39559,0.51408,True,0.837,389.6
