image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
task_env_weather_116980,dct_shield,native,identity,0.63527,0.01464,0.63527,0.01464,1.0,0.8,True,867.6
task_env_weather_116980,dct_shield,native,blur1,0.52096,0.02135,0.63527,0.01464,0.82005,0.8,True,867.6
task_env_weather_116980,dct_shield,native,jpeg75,0.23678,0.21193,0.63527,0.01464,0.37272,0.8,True,867.6
task_env_weather_116980,dct_shield,native,crop_resize0.1,0.57904,0.02322,0.63527,0.01464,0.91148,0.8,True,867.6
task_obj_add_584511,dct_shield,native,identity,0.69958,0.04071,0.69958,0.04071,1.0,0.8,True,868.0
task_obj_add_584511,dct_shield,native,blur1,0.20808,0.00177,0.69958,0.04071,0.29743,0.8,True,868.0
task_obj_add_584511,dct_shield,native,jpeg75,0.1181,0.00416,0.69958,0.04071,0.16882,0.8,True,868.0
task_obj_add_584511,dct_shield,native,crop_resize0.1,0.5815,0.00276,0.69958,0.04071,0.83121,0.8,True,868.0
task_obj_swap_joint_mask_671429,dct_shield,native,identity,0.6626,0.0079,0.6626,0.0079,1.0,0.8,True,868.9
task_obj_swap_joint_mask_671429,dct_shield,native,blur1,0.30667,0.00695,0.6626,0.0079,0.46283,0.8,True,868.9
task_obj_swap_joint_mask_671429,dct_shield,native,jpeg75,0.16511,0.00644,0.6626,0.0079,0.24918,0.8,True,868.9
task_obj_swap_joint_mask_671429,dct_shield,native,crop_resize0.1,0.58491,0.00192,0.6626,0.0079,0.88274,0.8,True,868.9
