image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
task_obj_swap_joint_mask_276754,dct_shield,native,identity,0.56502,0.17933,0.56502,0.17933,1.0,0.8,True,845.4
task_obj_swap_joint_mask_276754,dct_shield,native,blur1,0.16766,0.07696,0.56502,0.17933,0.29673,0.8,True,845.4
task_obj_swap_joint_mask_276754,dct_shield,native,jpeg75,0.21876,0.08319,0.56502,0.17933,0.38717,0.8,True,845.4
task_obj_swap_joint_mask_276754,dct_shield,native,crop_resize0.1,0.43366,0.17528,0.56502,0.17933,0.76752,0.8,True,845.4
task_attr_mod_color_6205,dct_shield,native,identity,0.72849,0.02233,0.72849,0.02233,1.0,0.8,True,845.3
task_attr_mod_color_6205,dct_shield,native,blur1,0.27593,0.05506,0.72849,0.02233,0.37876,0.8,True,845.3
task_attr_mod_color_6205,dct_shield,native,jpeg75,0.10818,0.00109,0.72849,0.02233,0.1485,0.8,True,845.3
task_attr_mod_color_6205,dct_shield,native,crop_resize0.1,0.66427,0.00718,0.72849,0.02233,0.91184,0.8,True,845.3
task_obj_add_40931,dct_shield,native,identity,0.5683,0.00338,0.5683,0.00338,1.0,0.8,True,845.1
task_obj_add_40931,dct_shield,native,blur1,0.26591,0.0025,0.5683,0.00338,0.46791,0.8,True,845.1
task_obj_add_40931,dct_shield,native,jpeg75,0.14877,0.00905,0.5683,0.00338,0.26178,0.8,True,845.1
task_obj_add_40931,dct_shield,native,crop_resize0.1,0.60195,0.00516,0.5683,0.00338,1.05921,0.8,True,845.1
