image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
task_obj_remove_634326,dct_shield,native,identity,0.64276,0.05798,0.64276,0.05798,1.0,0.8,True,868.1
task_obj_remove_634326,dct_shield,native,blur1,0.56182,0.09033,0.64276,0.05798,0.87408,0.8,True,868.1
task_obj_remove_634326,dct_shield,native,jpeg75,0.28651,0.02451,0.64276,0.05798,0.44575,0.8,True,868.1
task_obj_remove_634326,dct_shield,native,crop_resize0.1,0.69254,0.02875,0.64276,0.05798,1.07745,0.8,True,868.1
task_obj_add_24380,dct_shield,native,identity,0.74553,0.0554,0.74553,0.0554,1.0,0.8,True,868.7
task_obj_add_24380,dct_shield,native,blur1,0.2515,0.00528,0.74553,0.0554,0.33734,0.8,True,868.7
task_obj_add_24380,dct_shield,native,jpeg75,0.15094,0.02635,0.74553,0.0554,0.20246,0.8,True,868.7
task_obj_add_24380,dct_shield,native,crop_resize0.1,0.65191,0.0106,0.74553,0.0554,0.87443,0.8,True,868.7
task_attr_mod_color_234404,dct_shield,native,identity,0.84912,0.07459,0.84912,0.07459,1.0,0.8,True,869.4
task_attr_mod_color_234404,dct_shield,native,blur1,0.23956,0.01672,0.84912,0.07459,0.28213,0.8,True,869.4
task_attr_mod_color_234404,dct_shield,native,jpeg75,0.12136,0.01002,0.84912,0.07459,0.14292,0.8,True,869.4
task_attr_mod_color_234404,dct_shield,native,crop_resize0.1,0.62614,0.09135,0.84912,0.07459,0.73741,0.8,True,869.4
