image,condition,stage1_seconds,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop
man_02,photoguard_c,0.0,6095.2,0.2257,0.9875,0.0198,40.8946,0.9884,5.0998,0.6688,0.4098,0.2748,0.2929,-0.0181,0.1256,0.1249,0.0007
woman_02,photoguard_c,0.0,6065.4,0.374,0.9817,0.0267,40.8963,0.9893,4.1337,0.676,0.4246,0.2026,0.2088,-0.0061,0.0577,0.0628,-0.0051
