image,condition,region,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
dog_03,phase_rand,head,identity,0.18056,0.01502,0.18056,0.01502,1.0,True,680.1
dog_03,phase_rand,head,blur1,0.20997,0.00931,0.18056,0.01502,1.16287,True,680.1
dog_03,phase_rand,head,noise0.05,0.25787,0.02612,0.18056,0.01502,1.42815,True,680.1
dog_03,phase_rand,head,quantize16,0.25567,0.01608,0.18056,0.01502,1.41598,True,680.1
dog_03,phase_rand,head,jpeg75,0.2137,0.02612,0.18056,0.01502,1.18352,True,680.1
dog_03,phase_rand,head,jpeg30,0.19938,0.03089,0.18056,0.01502,1.10422,True,680.1
dog_03,phase_rand,head,crop_resize0.1,0.30363,0.00522,0.18056,0.01502,1.68161,True,680.1
dog_03,phase_rand,head,jpeg_then_resize75,0.21125,0.00684,0.18056,0.01502,1.16996,True,680.1
dog_03,phase_rand,head,adverse_cleaner,0.20307,0.01107,0.18056,0.01502,1.12464,True,680.1
dog_03,phase_rand,head,impress,0.21305,0.00641,0.18056,0.01502,1.17991,True,680.1
dog_03,apa_weak,head,identity,0.20666,0.02664,0.20666,0.02664,1.0,True,679.4
dog_03,apa_weak,head,blur1,0.20749,0.01603,0.20666,0.02664,1.00401,True,679.4
dog_03,apa_weak,head,noise0.05,0.28671,0.01184,0.20666,0.02664,1.38734,True,679.4
dog_03,apa_weak,head,quantize16,0.25216,0.03624,0.20666,0.02664,1.22013,True,679.4
dog_03,apa_weak,head,jpeg75,0.20286,0.03333,0.20666,0.02664,0.98161,True,679.4
dog_03,apa_weak,head,jpeg30,0.25411,0.00659,0.20666,0.02664,1.22957,True,679.4
dog_03,apa_weak,head,crop_resize0.1,0.31179,0.01197,0.20666,0.02664,1.50866,True,679.4
dog_03,apa_weak,head,jpeg_then_resize75,0.19714,0.01046,0.20666,0.02664,0.9539,True,679.4
dog_03,apa_weak,head,adverse_cleaner,0.2177,0.02399,0.20666,0.02664,1.0534,True,679.4
dog_03,apa_weak,head,impress,0.22213,0.01023,0.20666,0.02664,1.07486,True,679.4
dog_03,dia_r,head,identity,0.21639,0.02025,0.21639,0.02025,1.0,True,680.7
dog_03,dia_r,head,blur1,0.17698,0.02521,0.21639,0.02025,0.8179,True,680.7
dog_03,dia_r,head,noise0.05,0.2541,0.02796,0.21639,0.02025,1.17428,True,680.7
dog_03,dia_r,head,quantize16,0.23033,0.00969,0.21639,0.02025,1.06444,True,680.7
dog_03,dia_r,head,jpeg75,0.19281,0.02208,0.21639,0.02025,0.89104,True,680.7
dog_03,dia_r,head,jpeg30,0.22431,0.02296,0.21639,0.02025,1.03663,True,680.7
dog_03,dia_r,head,crop_resize0.1,0.30929,0.00862,0.21639,0.02025,1.42933,True,680.7
dog_03,dia_r,head,jpeg_then_resize75,0.2023,0.04198,0.21639,0.02025,0.9349,True,680.7
dog_03,dia_r,head,adverse_cleaner,0.19453,0.04063,0.21639,0.02025,0.899,True,680.7
dog_03,dia_r,head,impress,0.21731,0.0201,0.21639,0.02025,1.00427,True,680.7
