image,condition,region,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
cat_01,mist,head,identity,0.06198,0.00245,0.06198,0.00245,1.0,True,722.3
cat_01,mist,head,blur1,0.04712,0.00305,0.06198,0.00245,0.76017,True,722.3
cat_01,mist,head,noise0.05,0.06514,0.00184,0.06198,0.00245,1.05094,True,722.3
cat_01,mist,head,quantize16,0.06006,0.00157,0.06198,0.00245,0.96903,True,722.3
cat_01,mist,head,jpeg75,0.05624,0.00458,0.06198,0.00245,0.9074,True,722.3
cat_01,mist,head,jpeg30,0.0464,0.01187,0.06198,0.00245,0.74862,True,722.3
cat_01,mist,head,crop_resize0.1,0.07597,0.00742,0.06198,0.00245,1.22579,True,722.3
cat_01,mist,head,jpeg_then_resize75,0.04274,0.00297,0.06198,0.00245,0.68954,True,722.3
cat_01,mist,head,adverse_cleaner,0.05863,0.00198,0.06198,0.00245,0.94596,True,722.3
cat_01,mist,head,impress,0.05562,0.00479,0.06198,0.00245,0.89737,True,722.3
cat_01,photoguard_c,head,identity,0.05215,0.00789,0.05215,0.00789,1.0,True,724.9
cat_01,photoguard_c,head,blur1,0.0393,0.0181,0.05215,0.00789,0.75355,True,724.9
cat_01,photoguard_c,head,noise0.05,0.04737,0.01429,0.05215,0.00789,0.9084,True,724.9
cat_01,photoguard_c,head,quantize16,0.04121,0.00277,0.05215,0.00789,0.7903,True,724.9
cat_01,photoguard_c,head,jpeg75,0.04108,0.01969,0.05215,0.00789,0.78771,True,724.9
cat_01,photoguard_c,head,jpeg30,0.03469,0.02011,0.05215,0.00789,0.66522,True,724.9
cat_01,photoguard_c,head,crop_resize0.1,0.07012,0.00161,0.05215,0.00789,1.34448,True,724.9
cat_01,photoguard_c,head,jpeg_then_resize75,0.03772,0.0197,0.05215,0.00789,0.72333,True,724.9
cat_01,photoguard_c,head,adverse_cleaner,0.03085,0.01617,0.05215,0.00789,0.59164,True,724.9
cat_01,photoguard_c,head,impress,0.02173,0.01237,0.05215,0.00789,0.4166,True,724.9
