image,condition,region,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
woman_02,phase,torso,identity,0.17883,0.01165,0.17883,0.01165,1.0,True,706.1
woman_02,phase,torso,blur1,0.16962,0.02369,0.17883,0.01165,0.94845,True,706.1
woman_02,phase,torso,noise0.05,0.14509,0.03901,0.17883,0.01165,0.81129,True,706.1
woman_02,phase,torso,quantize16,0.14513,0.0226,0.17883,0.01165,0.81155,True,706.1
woman_02,phase,torso,jpeg75,0.13188,0.04212,0.17883,0.01165,0.73744,True,706.1
woman_02,phase,torso,jpeg30,0.16381,0.04928,0.17883,0.01165,0.91598,True,706.1
woman_02,phase,torso,crop_resize0.1,0.24344,0.00547,0.17883,0.01165,1.36126,True,706.1
woman_02,phase,torso,jpeg_then_resize75,0.16176,0.02547,0.17883,0.01165,0.90455,True,706.1
woman_02,phase,torso,adverse_cleaner,0.17498,0.01187,0.17883,0.01165,0.97847,True,706.1
woman_02,phase,torso,impress,0.11367,0.05322,0.17883,0.01165,0.63559,True,706.1
woman_02,mist,torso,identity,0.26314,0.02776,0.26314,0.02776,1.0,True,708.5
woman_02,mist,torso,blur1,0.18148,0.01841,0.26314,0.02776,0.68966,True,708.5
woman_02,mist,torso,noise0.05,0.1881,0.01829,0.26314,0.02776,0.71484,True,708.5
woman_02,mist,torso,quantize16,0.25718,0.03035,0.26314,0.02776,0.97734,True,708.5
woman_02,mist,torso,jpeg75,0.18999,0.0278,0.26314,0.02776,0.722,True,708.5
woman_02,mist,torso,jpeg30,0.17592,0.0268,0.26314,0.02776,0.66855,True,708.5
woman_02,mist,torso,crop_resize0.1,0.26798,0.01993,0.26314,0.02776,1.01841,True,708.5
woman_02,mist,torso,jpeg_then_resize75,0.17449,0.03982,0.26314,0.02776,0.66312,True,708.5
woman_02,mist,torso,adverse_cleaner,0.17991,0.0165,0.26314,0.02776,0.68372,True,708.5
woman_02,mist,torso,impress,0.16633,0.02632,0.26314,0.02776,0.63212,True,708.5
woman_02,photoguard_c,torso,identity,0.14562,0.02485,0.14562,0.02485,1.0,True,707.8
woman_02,photoguard_c,torso,blur1,0.15126,0.03277,0.14562,0.02485,1.03875,True,707.8
woman_02,photoguard_c,torso,noise0.05,0.13179,0.03536,0.14562,0.02485,0.90504,True,707.8
woman_02,photoguard_c,torso,quantize16,0.13071,0.02602,0.14562,0.02485,0.89762,True,707.8
woman_02,photoguard_c,torso,jpeg75,0.11539,0.05035,0.14562,0.02485,0.79242,True,707.8
woman_02,photoguard_c,torso,jpeg30,0.13908,0.05019,0.14562,0.02485,0.95509,True,707.8
woman_02,photoguard_c,torso,crop_resize0.1,0.24138,0.01968,0.14562,0.02485,1.65763,True,707.8
woman_02,photoguard_c,torso,jpeg_then_resize75,0.14339,0.042,0.14562,0.02485,0.98468,True,707.8
woman_02,photoguard_c,torso,adverse_cleaner,0.1239,0.05004,0.14562,0.02485,0.85084,True,707.8
woman_02,photoguard_c,torso,impress,0.10583,0.02577,0.14562,0.02485,0.72678,True,707.8
