condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size,mask_gated,gate_open_frac
R,cat_01,0.1,0.09612761437892914,4.0,4.199245179175491,30.134422302246094,0.6902509927749634,0.9468425512313843,0.6300505995750427,0.9612005352973938,0.09612761437892914,0.03942155838012695,1.0159024000167847,0.031136997044086456,0.0516916923224926,1.254638910293579,7.168056011199951,4.18547248840332,4.457680702209473,32,True,0.766357421875
