image,condition,radius,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_linf,fid_clip_img,fid_nima,fid_cnniqa,gen_lpips,gen_lpips_full,clip_orig,clip_def,clip_drop,attack_strength,mask_coverage,active_fraction,amp_dev
woman_02,phase,1.3,49.1,0.0638,0.981,0.0177,37.1578,0.2675,0.9985,3.8757,0.4008,0.0191,0.0975,0.1795,0.1841,-0.0046,0.4073,0.4696,0.3868,0.00901
woman_02,phase_out,1.3,32.2,0.0571,0.9848,0.0151,38.4192,0.1966,0.9989,3.9166,0.4139,0.0161,0.0928,0.1795,0.1843,-0.0048,0.4073,0.4696,0.2347,0.00762
woman_02,phase_rand,1.3,18.0,0.0516,0.9758,0.0352,35.6216,0.2431,0.9974,3.9859,0.3991,0.0066,0.0536,0.1795,0.181,-0.0016,0.4073,0.4696,0.3868,0.01143
woman_02,add,0.004705882352941176,32.5,0.0492,0.9983,0.0049,50.7718,0.0047,0.9999,4.0774,0.4188,0.0143,0.0675,0.1795,0.1812,-0.0018,0.4073,0.4696,,
woman_02,add_out,0.004705882352941176,32.7,0.049,0.9983,0.0049,50.7966,0.0047,0.9999,4.0776,0.4189,0.0136,0.0659,0.1795,0.1819,-0.0024,0.4073,0.4696,,
woman_02,photoguard_c,,6795.7,0.2496,0.9873,0.0121,40.8977,0.2882,0.9991,4.03,0.4352,0.2461,0.4373,0.1795,0.1765,0.003,0.4073,0.4696,,
woman_02,advpaint,,82.0,0.4141,0.941,0.0556,33.8403,0.03,0.9885,3.9797,0.42,0.0574,0.3602,0.1795,0.2008,-0.0213,0.4073,0.4696,,
woman_02,promptflare,,195.4,0.2371,0.9706,0.028,37.599,0.0235,0.9963,3.9724,0.4217,0.0926,0.3451,0.1795,0.2114,-0.0319,0.4073,0.4696,,
