image,condition,stage1_seconds,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop
cat_00,photoguard_c,0.0,6214.3,0.4106,0.9867,0.0734,40.8974,0.99,5.3925,0.7051,0.4626,0.3509,0.3399,0.011,0.1549,0.1392,0.0157
parrot_00,photoguard_c,0.0,6231.4,0.4365,0.9788,0.0527,40.8947,0.9033,5.553,0.7043,0.4175,0.2992,0.3125,-0.0132,0.1067,0.1116,-0.0048
