image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5232,0.93065,24.931,0.27064,0.11578,0.46388,0.63391,16.923,0.23012,0.26917,0.64253,0.05668,0.84661,0.83793,False,0.837,410.4
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49723,0.90705,25.712,0.28992,0.15684,0.61782,0.29599,7.733,0.08075,0.39495,0.55858,0.05181,0.7587,0.79814,True,0.837,395.5
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52922,0.87362,21.807,0.27134,0.19797,0.62406,0.44642,15.11,0.20448,0.34619,0.52269,0.08122,0.91693,0.85907,False,0.837,396.4
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58075,0.93085,30.621,0.13991,0.1571,0.41592,0.61642,12.186,0.70642,0.36439,0.38374,0.02944,0.91891,0.8893,False,0.837,396.5
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55343,0.92998,26.866,0.28338,0.1579,0.67018,0.27089,7.69,0.41222,0.44244,0.6685,0.04536,0.85331,0.78091,True,0.837,396.8
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60157,0.93513,27.345,0.30137,0.07589,0.74857,0.37713,11.471,0.11233,0.31884,0.38074,0.04293,0.53679,0.56797,True,0.837,397.1
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46667,0.85163,20.196,0.25938,0.14479,0.54079,0.3512,15.506,0.11893,0.30981,0.75652,0.09777,0.92401,0.86084,False,0.837,396.9
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53712,0.92207,23.977,0.26329,0.11407,0.51267,0.60478,16.149,0.19642,0.29751,0.54764,0.06326,0.87065,0.82919,True,0.837,397.5
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51888,0.89917,24.61,0.32415,0.1368,0.5526,0.38043,15.474,0.22728,0.38777,0.49216,0.05882,0.85435,0.74224,True,0.837,397.7
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56995,0.93071,25.52,0.31075,0.12593,0.66086,0.2993,8.905,0.09985,0.34849,0.69763,0.05296,0.72389,0.70003,True,0.837,398.4
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5015,0.82175,24.514,0.23025,0.17362,0.55449,0.68147,14.95,0.04704,0.27915,0.51774,0.05947,0.85717,0.88785,False,0.837,397.8
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5198,0.8872,23.191,0.27777,0.13118,0.60065,0.34181,11.048,0.10734,0.26782,0.59945,0.06925,0.68173,0.61659,True,0.837,398.0
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,eot_geometry,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53988,0.89265,25.303,0.26274,0.11043,0.72269,0.32866,9.048,0.12107,0.48085,0.58201,0.05431,0.42492,0.478,True,0.837,395.8
