image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,1.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.12736,0.96213,27.729,0.57744,0.05711,0.16406,0.85854,21.626,0.41154,0.09417,0.52503,0.04107,79.0
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,1.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19172,0.95264,28.768,0.51567,0.09632,0.23012,0.78471,22.541,0.34639,0.14537,0.47059,0.03644,79.4
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,1.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20205,0.911,23.418,0.45031,0.13607,0.26687,0.64147,17.639,0.30641,0.20525,0.69707,0.06747,79.5
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,1.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.21613,0.98728,38.732,0.60072,0.05024,0.22201,0.84172,20.901,0.66398,0.17809,0.32488,0.01157,79.6
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,1.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.12998,0.96671,31.508,0.62149,0.08016,0.26501,0.75277,13.885,0.48133,0.17679,0.56017,0.02658,79.7
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22552,0.95456,31.345,0.61414,0.04107,0.32701,0.73071,20.331,0.27016,0.14207,0.37255,0.02709,79.6
task_env_weather_133752,gain_only,instruct-pix2pix,transform the setting to a rainy day,,1.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20389,0.96475,32.226,0.60689,0.04946,0.2549,0.87089,23.773,0.36149,0.08211,0.49804,0.02447,79.7
task_env_weather_181583,gain_only,instruct-pix2pix,change the setting to a stormy day,,1.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23685,0.94043,31.565,0.59739,0.05711,0.57901,0.68317,14.607,0.355,0.32878,0.41396,0.02641,79.7
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.25408,0.90231,21.301,0.42998,0.08869,0.39309,0.54996,17.005,0.17841,0.19038,0.77417,0.08609,79.7
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,1.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18632,0.94785,26.36,0.49957,0.07359,0.22244,0.81518,21.116,0.30616,0.11005,0.54473,0.04808,79.6
task_obj_add_13726,gain_only,instruct-pix2pix,Add subscribe button,,1.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24024,0.9317,26.488,0.45572,0.09698,0.51469,0.56488,16.101,0.22726,0.29564,0.52988,0.04738,79.7
