image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips
car_00,W,16,a wrecked car after an accident,1,20,10,1,12.5,rotate,200,1698.5,0.19630387425422668,19.650827407836914,10191.0,0.83,512.0,310.0,150.66666666666666,,,,0.6577222943305969,0.20213592052459717,0.45558637380599976,0.29786407947540283,120.0,0.0,19.72640609741211,0.6006283760070801,0.7378904819488525,0.1934768557548523
car_01,W,16,a wrecked car after an accident,1,20,10,1,12.5,rotate,200,1704.5,0.1957126408815384,21.900012969970703,10194.8,0.9,512.0,313.0,163.66666666666666,,,,0.6315881013870239,0.26260823011398315,0.3689798414707184,0.23739178478717804,120.0,0.0,21.873472213745117,0.5528785586357117,0.8269197344779968,0.1958995759487152
