image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
person_a_00,add,human,identity,0.40218,0.16218,0.40218,0.16218,1.0,False,151.7
person_a_00,add,human,blur1,0.35112,0.02494,0.40218,0.16218,0.87306,False,151.7
person_a_00,add,human,noise0.05,0.52027,0.06363,0.40218,0.16218,1.29363,False,151.7
person_a_00,add,human,quantize16,0.42558,0.13445,0.40218,0.16218,1.05819,False,151.7
person_a_00,add,human,jpeg75,0.15271,0.08263,0.40218,0.16218,0.3797,False,151.7
person_a_00,add,human,jpeg30,0.23514,0.09985,0.40218,0.16218,0.58466,False,151.7
person_a_00,add,human,crop_resize0.1,0.57491,0.03977,0.40218,0.16218,1.42949,False,151.7
person_a_00,add,human,jpeg_then_resize75,0.30287,0.06474,0.40218,0.16218,0.75308,False,151.7
person_a_00,add,human,adverse_cleaner,0.21066,0.08631,0.40218,0.16218,0.5238,False,151.7
person_a_00,phase,human,identity,0.47207,0.23583,0.47207,0.23583,1.0,False,140.7
person_a_00,phase,human,blur1,0.34372,0.04304,0.47207,0.23583,0.72811,False,140.7
person_a_00,phase,human,noise0.05,0.53149,0.05587,0.47207,0.23583,1.12588,False,140.7
person_a_00,phase,human,quantize16,0.48551,0.22864,0.47207,0.23583,1.02847,False,140.7
person_a_00,phase,human,jpeg75,0.29334,0.13689,0.47207,0.23583,0.6214,False,140.7
person_a_00,phase,human,jpeg30,0.26139,0.10119,0.47207,0.23583,0.55372,False,140.7
person_a_00,phase,human,crop_resize0.1,0.57804,0.02837,0.47207,0.23583,1.22449,False,140.7
person_a_00,phase,human,jpeg_then_resize75,0.28283,0.06119,0.47207,0.23583,0.59913,False,140.7
person_a_00,phase,human,adverse_cleaner,0.38596,0.19474,0.47207,0.23583,0.8176,False,140.7
person_a_00,phase_rand,human,identity,0.08552,0.07307,0.08552,0.07307,1.0,False,140.7
person_a_00,phase_rand,human,blur1,0.35959,0.01505,0.08552,0.07307,4.2045,False,140.7
person_a_00,phase_rand,human,noise0.05,0.49924,0.0916,0.08552,0.07307,5.83732,False,140.7
person_a_00,phase_rand,human,quantize16,0.39194,0.16577,0.08552,0.07307,4.58271,False,140.7
person_a_00,phase_rand,human,jpeg75,0.1387,0.08687,0.08552,0.07307,1.6218,False,140.7
person_a_00,phase_rand,human,jpeg30,0.24444,0.09666,0.08552,0.07307,2.85815,False,140.7
person_a_00,phase_rand,human,crop_resize0.1,0.55427,0.00944,0.08552,0.07307,6.48079,False,140.7
person_a_00,phase_rand,human,jpeg_then_resize75,0.33106,0.0211,0.08552,0.07307,3.87095,False,140.7
person_a_00,phase_rand,human,adverse_cleaner,0.23846,0.15558,0.08552,0.07307,2.78824,False,140.7
