image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
parrot_00,add,human,identity,0.39306,0.02459,0.39306,0.02459,1.0,True,143.1
parrot_00,add,human,blur1,0.22346,0.06293,0.39306,0.02459,0.56851,True,143.1
parrot_00,add,human,noise0.05,0.63505,0.0546,0.39306,0.02459,1.61566,True,143.1
parrot_00,add,human,quantize16,0.4335,0.05547,0.39306,0.02459,1.10289,True,143.1
parrot_00,add,human,jpeg75,0.12962,0.1551,0.39306,0.02459,0.32977,True,143.1
parrot_00,add,human,jpeg30,0.3072,0.02722,0.39306,0.02459,0.78156,True,143.1
parrot_00,add,human,crop_resize0.1,0.53612,0.04293,0.39306,0.02459,1.36398,True,143.1
parrot_00,add,human,jpeg_then_resize75,0.18796,0.02433,0.39306,0.02459,0.47821,True,143.1
parrot_00,add,human,adverse_cleaner,0.11186,0.0772,0.39306,0.02459,0.28459,True,143.1
parrot_00,phase,human,identity,0.35916,0.03254,0.35916,0.03254,1.0,True,142.9
parrot_00,phase,human,blur1,0.24684,0.04218,0.35916,0.03254,0.68727,True,142.9
parrot_00,phase,human,noise0.05,0.63548,0.05772,0.35916,0.03254,1.76937,True,142.9
parrot_00,phase,human,quantize16,0.38034,0.04544,0.35916,0.03254,1.05897,True,142.9
parrot_00,phase,human,jpeg75,0.27436,0.11146,0.35916,0.03254,0.76389,True,142.9
parrot_00,phase,human,jpeg30,0.36034,0.04719,0.35916,0.03254,1.00331,True,142.9
parrot_00,phase,human,crop_resize0.1,0.51568,0.05619,0.35916,0.03254,1.43581,True,142.9
parrot_00,phase,human,jpeg_then_resize75,0.20744,0.03105,0.35916,0.03254,0.57758,True,142.9
parrot_00,phase,human,adverse_cleaner,0.32731,0.04801,0.35916,0.03254,0.91133,True,142.9
parrot_00,phase_rand,human,identity,0.1085,0.11596,0.1085,0.11596,1.0,False,142.8
parrot_00,phase_rand,human,blur1,0.24476,0.02998,0.1085,0.11596,2.25579,False,142.8
parrot_00,phase_rand,human,noise0.05,0.63118,0.05477,0.1085,0.11596,5.81707,False,142.8
parrot_00,phase_rand,human,quantize16,0.29727,0.02363,0.1085,0.11596,2.73967,False,142.8
parrot_00,phase_rand,human,jpeg75,0.08872,0.07148,0.1085,0.11596,0.81762,False,142.8
parrot_00,phase_rand,human,jpeg30,0.27613,0.02911,0.1085,0.11596,2.54489,False,142.8
parrot_00,phase_rand,human,crop_resize0.1,0.51123,0.04007,0.1085,0.11596,4.71162,False,142.8
parrot_00,phase_rand,human,jpeg_then_resize75,0.1876,0.03728,0.1085,0.11596,1.72898,False,142.8
parrot_00,phase_rand,human,adverse_cleaner,0.11944,0.05316,0.1085,0.11596,1.10083,False,142.8
