image,condition,radius,step,loss,param_absmean,eval
task_attr_mod_color_11699,phase_gain,3.5,0,0.4220588803291321,0.008768380653389314,0.15707974135875702
task_attr_mod_color_11699,phase_gain,3.5,100,0.08387984335422516,0.20475508777845458,0.10507381707429886
task_attr_mod_color_11699,phase_gain,3.5,200,0.06931138038635254,0.3506729953445875,0.07365129142999649
task_attr_mod_color_11699,phase_gain,3.5,300,0.0017569552874192595,0.4735679440045249,0.05857868492603302
task_attr_mod_color_11699,phase_gain,3.5,400,0.049959342926740646,0.5954710885833623,0.04735385626554489
task_attr_mod_color_11699,phase_gain,3.5,500,0.04430670291185379,0.7121454870779673,0.03927239403128624
task_attr_mod_color_11699,phase_gain,3.5,600,0.03531019389629364,0.8121427406021581,0.03429734706878662
task_attr_mod_color_11699,phase_gain,3.5,700,0.023702889680862427,0.9082639553602506,0.030270561575889587
task_attr_mod_color_11699,phase_gain,3.5,800,0.03143199533224106,0.9959308649495301,0.026869427412748337
task_attr_mod_color_11699,phase_gain,3.5,900,0.0009774130303412676,1.0710083101287853,0.02475767210125923
task_attr_mod_color_11699,phase_gain,3.5,1000,0.006437191739678383,1.1389250130525583,0.023075520992279053
task_attr_mod_color_11699,phase_gain,3.5,1100,0.026410415768623352,1.2020325008701707,0.0212883148342371
task_attr_mod_color_11699,phase_gain,3.5,1200,0.021144354715943336,1.2580285198398886,0.020061668008565903
task_attr_mod_color_11699,phase_gain,3.5,1300,0.020544342696666718,1.3107050556909154,0.019033052027225494
task_attr_mod_color_11699,phase_gain,3.5,1400,0.005974877625703812,1.3572435716150366,0.018209442496299744
task_attr_mod_color_11699,phase_gain,3.5,1500,0.01936238631606102,1.4027325530804038,0.017328493297100067
task_attr_mod_color_11699,phase_gain,3.5,1600,0.016685988754034042,1.4436575987643578,0.016699519008398056
task_attr_mod_color_11699,phase_gain,3.5,1700,0.015959283336997032,1.4805734423947094,0.01610467955470085
task_attr_mod_color_11699,phase_gain,3.5,1800,0.016215812414884567,1.514448094326488,0.01564612425863743
task_attr_mod_color_11699,phase_gain,3.5,1900,0.0035939691588282585,1.5460768360598678,0.015279523096978664
task_attr_mod_color_11699,phase_gain,3.5,2000,0.007823798805475235,1.5755635985903238,0.014876097440719604
task_attr_mod_color_11699,phase_gain,3.5,2100,0.0114838145673275,1.6033827336407935,0.014477336779236794
task_attr_mod_color_11699,phase_gain,3.5,2200,0.0023476281203329563,1.6294911677688828,0.014245548285543919
task_attr_mod_color_11699,phase_gain,3.5,2300,0.012202132493257523,1.6525093543334493,0.013897606171667576
task_attr_mod_color_11699,phase_gain,3.5,2400,0.000771559658460319,1.673355649582318,0.013764605857431889
task_attr_mod_color_11699,phase_gain,3.5,2500,0.01609383523464203,1.6951592412112775,0.013469202443957329
task_attr_mod_color_11699,phase_gain,3.5,2600,0.011972429230809212,1.7137141054646712,0.013296656310558319
task_attr_mod_color_11699,phase_gain,3.5,2700,0.008422501385211945,1.7308970370692656,0.013126472942531109
task_attr_mod_color_11699,phase_gain,3.5,2800,0.011630084365606308,1.7493183845283675,0.01288050040602684
task_attr_mod_color_11699,phase_gain,3.5,2900,0.003349067410454154,1.7631225526453185,0.012850498780608177
task_attr_mod_color_11699,phase_gain,3.5,3000,0.010847908444702625,1.7810828184824226,0.012641719542443752
task_attr_mod_color_11699,phase_gain,3.5,3100,0.012549301609396935,1.7958855073094326,0.012506958097219467
task_attr_mod_color_11699,phase_gain,3.5,3200,0.011276446282863617,1.8112448877479985,0.012313011102378368
task_attr_mod_color_11699,phase_gain,3.5,3300,0.0008574179373681545,1.8227866124260355,0.012357271276414394
task_attr_mod_color_11699,phase_gain,3.5,3400,0.010964350774884224,1.8364036394883396,0.012115400284528732
task_attr_mod_color_11699,phase_gain,3.5,3500,0.013915888965129852,1.849795020449008,0.011950849555432796
task_attr_mod_color_11699,phase_gain,3.5,3600,0.0013967033009976149,1.8610877131917856,0.01191987469792366
task_attr_mod_color_11699,phase_gain,3.5,3700,0.011413386091589928,1.8724997824573617,0.011748000048100948
task_attr_mod_color_11699,phase_gain,3.5,3800,0.0055516427382826805,1.8825869626696832,0.011711347848176956
task_attr_mod_color_11699,phase_gain,3.5,3900,0.0016335889231413603,1.8939619953010791,0.011577586643397808
task_attr_mod_color_11699,phase_gain,3.5,4000,0.003766214707866311,1.9038698659937348,0.011450855061411858
task_attr_mod_color_11699,phase_gain,3.5,4100,0.0010570472804829478,1.9124395231465368,0.011381837539374828
task_attr_mod_color_11699,phase_gain,3.5,4200,0.0126698799431324,1.9224383266620257,0.011236028745770454
