image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50124,0.96088,27.374,0.34164,0.08041,0.46376,0.67954,16.728,0.26933,0.25112,0.32614,0.04278,169.7
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45738,0.92921,28.051,0.37105,0.07445,0.63137,0.28745,7.609,0.02855,0.42764,0.27212,0.03958,169.5
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39544,0.97833,27.018,0.45064,0.04519,0.50308,0.54455,16.677,0.27397,0.29642,0.3043,0.04458,169.4
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59038,0.91892,29.631,0.13702,0.14508,0.63059,0.40079,10.545,0.07419,0.39018,0.23842,0.03299,169.4
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54489,0.95482,27.883,0.32567,0.08586,0.74413,0.19935,6.57,0.4123,0.61853,0.30595,0.04035,169.4
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59603,0.9635,27.635,0.34946,0.05173,0.84648,0.32282,10.198,0.16595,0.36761,0.2855,0.04152,169.4
task_env_weather_133752,dct_shield_y,instruct-pix2pix,transform the setting to a rainy day,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58628,0.96871,27.832,0.35958,0.05062,0.6353,0.53439,15.091,0.18736,0.33585,0.27259,0.04059,169.2
task_env_weather_181583,dct_shield_y,instruct-pix2pix,change the setting to a stormy day,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.537,0.96448,27.655,0.32331,0.05631,0.7949,0.30345,11.489,0.05674,0.43646,0.26989,0.04143,169.2
task_env_weather_246440,dct_shield_y,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31423,0.97076,26.801,0.46696,0.02626,0.4708,0.41813,15.992,0.14012,0.24931,0.3047,0.0457,169.2
task_env_weather_63722,dct_shield_y,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49004,0.96255,27.699,0.37009,0.05145,0.50801,0.59884,15.593,0.23827,0.29168,0.2444,0.04121,169.2
task_obj_add_13726,dct_shield_y,instruct-pix2pix,Add subscribe button,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41792,0.96003,27.385,0.36765,0.02685,0.67525,0.48701,14.673,0.25668,0.34744,0.29094,0.04273,169.2
task_obj_add_340466,dct_shield_y,instruct-pix2pix,Add orange juice,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54586,0.9634,27.558,0.36365,0.09003,0.65652,0.52559,11.94,0.20339,0.34326,0.27104,0.04189,169.2
task_obj_add_40931,dct_shield_y,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45067,0.96855,27.894,0.4462,0.05609,0.52029,0.41525,16.146,0.27505,0.33293,0.27765,0.0403,170.2
