image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36108,0.90388,22.923,0.33216,0.13803,0.50251,0.59558,12.486,0.20002,0.28845,0.97255,0.07142,0.77861,0.78499,True,0.837,189.6
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42934,0.85295,22.782,0.26841,0.21697,0.58297,0.39563,9.734,0.16961,0.3407,1.0,0.0726,0.76189,0.78105,True,0.837,180.2
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47371,0.78906,19.353,0.23653,0.24906,0.74834,0.14955,7.282,0.14915,0.45845,0.79775,0.10773,0.70968,0.74884,True,0.837,180.0
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4546,0.95349,31.592,0.29719,0.12676,0.4455,0.57207,12.766,0.23973,0.36527,0.76658,0.02633,0.81481,0.7937,True,0.837,180.0
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35588,0.89793,25.778,0.36669,0.17804,0.56597,0.43846,9.732,0.35397,0.33764,0.86165,0.05142,0.84366,0.78141,True,0.837,180.2
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47509,0.87099,26.453,0.3585,0.12513,0.81661,0.40347,11.098,0.1738,0.33928,0.84929,0.04757,0.62661,0.59752,True,0.837,180.3
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44368,0.74395,17.786,0.18684,0.18788,0.60563,0.29237,14.727,0.09192,0.30614,0.99608,0.12904,0.88293,0.87071,False,0.837,180.1
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42282,0.8784,22.171,0.28265,0.14457,0.59107,0.51389,14.271,0.10998,0.37353,0.79549,0.07788,0.69942,0.73217,True,0.837,180.0
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51585,0.7979,21.769,0.25217,0.20719,0.65293,0.36419,14.43,0.19719,0.44817,0.81176,0.08157,0.7969,0.66756,True,0.837,180.0
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,binary,1.0,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42818,0.87981,23.305,0.38597,0.14553,0.70081,0.29508,8.024,0.0939,0.38982,1.0,0.06835,0.73686,0.72087,True,0.837,179.9
