loss,L_def,L_fid,defense_mode,edit_shift,attn_masked_l1,attn_ref_l1,attn_suppressed,attn_suppressed_rel,fid_acut,fid_pen_acut,fid_chroma,fid_pen_chroma,fid_linf_total,fid_psnr_total,fid_lpips,fid_lpips_rel,fid_ssim,fid_linf,fid_psnr,fid_pen_linf,fid_pen_lpips,fid_pen_psnr,proj_k,proj_metric,proj_floor,proj_iters,step,stage,stage_step,lr,grad_norm
278.22344970703125,278.22344970703125,0.0,suppress_attn_ca,nan,278.22344970703125,279.1492919921875,0.92584228515625,0.003316656397545731,0.12431471049785614,0.0,1.5483481884002686,0.0,0.8056596517562866,28.859703063964844,0.26865673065185547,0.24279402196407318,0.8718554377555847,0.42507126927375793,31.377216339111328,0.36507126688957214,0.04279401898384094,2.622783660888672,0.5,0.07409214973449707,0.03535640239715576,2,0,stage2,0,0.001,1.0
275.1190185546875,275.1190185546875,0.0,suppress_attn_ca,nan,275.1190185546875,279.1492919921875,4.0302734375,0.014437698941442397,0.051693279296159744,0.0,0.6880718469619751,0.0,0.8214077949523926,30.559738159179688,0.14185434579849243,0.1061682477593422,0.9212645292282104,0.388025164604187,36.960262298583984,0.3280251622200012,0.0,0.0,1.0346153846153845,0.07671666145324707,0.03535640239715576,2,1,stage2,1,0.001,1.0
272.2927551269531,272.2927551269531,0.0,suppress_attn_ca,nan,272.2927551269531,279.1492919921875,6.856536865234375,0.024562257766450893,0.05626630038022995,0.0,0.7206083536148071,0.0,0.8187814950942993,30.50581169128418,0.1481577306985855,0.11295878887176514,0.9200207591056824,0.38574835658073425,36.62035369873047,0.32574835419654846,0.0,0.0,0.9682692307692307,0.0755002498626709,0.03535640239715576,4,2,stage2,2,0.001,1.0
269.0448913574219,269.0448913574219,0.0,suppress_attn_ca,nan,269.0448913574219,279.1492919921875,10.104400634765625,0.03619712076879785,0.0567505806684494,0.0,0.7028815150260925,0.0,0.8156862854957581,30.53274154663086,0.14424733817577362,0.10883235186338425,0.9207431077957153,0.3770454227924347,36.7606315612793,0.3170454204082489,0.0,0.0,0.9682692307692307,0.07433724403381348,0.03535640239715576,4,3,stage2,3,0.001,0.9999999403953552
266.6581726074219,266.6581726074219,0.0,suppress_attn_ca,nan,266.6581726074219,279.1492919921875,12.491119384765625,0.044747093197410694,0.05776774138212204,0.0,0.6886610984802246,0.0,0.8156862854957581,30.553279876708984,0.1408485472202301,0.10527674853801727,0.9213331937789917,0.3741471469402313,36.86003494262695,0.31414714455604553,0.0,0.0,1.0014423076923076,0.07555270195007324,0.03535640239715576,5,4,stage2,4,0.001,1.0
263.60015869140625,263.60015869140625,0.0,suppress_attn_ca,nan,263.60015869140625,279.1492919921875,15.54913330078125,0.0557018546950727,0.060892898589372635,0.0,0.7038758397102356,0.0,0.8156862854957581,30.52570152282715,0.14298942685127258,0.1076633483171463,0.9208046793937683,0.38916805386543274,36.673404693603516,0.32916805148124695,0.0,0.0,0.9682692307692307,0.07447290420532227,0.03535640239715576,4,5,stage2,5,0.001,1.0
261.75921630859375,261.75921630859375,0.0,suppress_attn_ca,nan,261.75921630859375,279.1492919921875,17.39007568359375,0.062296685617531294,0.06175064668059349,0.0,0.6937386989593506,0.0,0.8156862854957581,30.539939880371094,0.1399630755186081,0.10449680685997009,0.9212336540222168,0.39633995294570923,36.73918151855469,0.33633995056152344,0.0,0.0,0.9682692307692307,0.07344675064086914,0.03535640239715576,4,6,stage2,6,0.001,0.9999999403953552
259.6907958984375,259.6907958984375,0.0,suppress_attn_ca,nan,259.6907958984375,279.1492919921875,19.45849609375,0.06970641392239169,0.06315061450004578,0.0,0.6855148077011108,0.0,0.8156862854957581,30.55057716369629,0.13707762956619263,0.1015019416809082,0.9215644598007202,0.401509553194046,36.786659240722656,0.34150955080986023,0.0,0.0,1.0346153846153845,0.07685816287994385,0.03535640239715576,2,7,stage2,7,0.001,1.0
257.66497802734375,257.66497802734375,0.0,suppress_attn_ca,nan,257.66497802734375,279.1492919921875,21.48431396484375,0.07696352661874216,0.06929528713226318,0.0,0.7298022508621216,0.0,0.8156862854957581,30.471424102783203,0.14473652839660645,0.10981877148151398,0.9197837114334106,0.4120325744152069,36.30874252319336,0.3520325720310211,0.0,0.0,0.9682692307692307,0.0756535530090332,0.03535640239715576,4,8,stage2,8,0.001,1.0
256.48199462890625,256.48199462890625,0.0,suppress_attn_ca,nan,256.48199462890625,279.1492919921875,22.66729736328125,0.08120134284243728,0.07073301076889038,0.0,0.7209480404853821,0.0,0.814329206943512,30.481643676757812,0.14188681542873383,0.10685501247644424,0.9200805425643921,0.41389143466949463,36.35395812988281,0.35389143228530884,0.0,0.0,0.9682692307692307,0.07434344291687012,0.03535640239715576,4,9,stage2,9,0.001,1.0
