image,condition,purifier,clip,siglip,clip_orig_image,siglip_orig_image
shiba_00,add,adverse_cleaner,0.26037,0.08615,0.22498,0.02419
shiba_00,add,blur1,0.25819,0.08851,0.22498,0.02419
shiba_00,add,crop_resize0.1,0.2734,0.08589,0.22498,0.02419
shiba_00,add,identity,0.27597,0.08547,0.22498,0.02419
shiba_00,add,jpeg30,0.26481,0.0885,0.22498,0.02419
shiba_00,add,jpeg75,0.26531,0.08401,0.22498,0.02419
shiba_00,add,jpeg_then_resize75,0.26391,0.0883,0.22498,0.02419
shiba_00,add,noise0.05,0.25859,0.09257,0.22498,0.02419
shiba_00,add,quantize16,0.27604,0.08831,0.22498,0.02419
shiba_00,apa_weak,adverse_cleaner,0.26895,0.09076,0.22498,0.02419
shiba_00,apa_weak,blur1,0.26545,0.09453,0.22498,0.02419
shiba_00,apa_weak,crop_resize0.1,0.27629,0.0791,0.22498,0.02419
shiba_00,apa_weak,identity,0.26904,0.0928,0.22498,0.02419
shiba_00,apa_weak,jpeg30,0.27374,0.09202,0.22498,0.02419
shiba_00,apa_weak,jpeg75,0.26973,0.09185,0.22498,0.02419
shiba_00,apa_weak,jpeg_then_resize75,0.27124,0.09454,0.22498,0.02419
shiba_00,apa_weak,noise0.05,0.26549,0.0921,0.22498,0.02419
shiba_00,apa_weak,quantize16,0.27728,0.08805,0.22498,0.02419
shiba_00,dia_r,adverse_cleaner,0.26424,0.0875,0.22498,0.02419
shiba_00,dia_r,blur1,0.25882,0.08636,0.22498,0.02419
shiba_00,dia_r,crop_resize0.1,0.27533,0.08184,0.22498,0.02419
shiba_00,dia_r,identity,0.26565,0.08753,0.22498,0.02419
shiba_00,dia_r,jpeg30,0.27198,0.08573,0.22498,0.02419
shiba_00,dia_r,jpeg75,0.26156,0.08686,0.22498,0.02419
shiba_00,dia_r,jpeg_then_resize75,0.26452,0.08918,0.22498,0.02419
shiba_00,dia_r,noise0.05,0.261,0.07661,0.22498,0.02419
shiba_00,dia_r,quantize16,0.26006,0.0871,0.22498,0.02419
shiba_00,mist,adverse_cleaner,0.26059,0.07708,0.22498,0.02419
shiba_00,mist,blur1,0.25698,0.08996,0.22498,0.02419
shiba_00,mist,crop_resize0.1,0.27087,0.08704,0.22498,0.02419
shiba_00,mist,identity,0.26623,0.08245,0.22498,0.02419
shiba_00,mist,jpeg30,0.25676,0.08881,0.22498,0.02419
shiba_00,mist,jpeg75,0.2694,0.09248,0.22498,0.02419
shiba_00,mist,jpeg_then_resize75,0.26258,0.0878,0.22498,0.02419
shiba_00,mist,noise0.05,0.27115,0.09838,0.22498,0.02419
shiba_00,mist,quantize16,0.26319,0.08841,0.22498,0.02419
shiba_00,phase,adverse_cleaner,0.28958,0.0817,0.22498,0.02419
shiba_00,phase,blur1,0.27893,0.08391,0.22498,0.02419
shiba_00,phase,crop_resize0.1,0.28571,0.08618,0.22498,0.02419
shiba_00,phase,identity,0.29184,0.09814,0.22498,0.02419
shiba_00,phase,jpeg30,0.26135,0.08291,0.22498,0.02419
shiba_00,phase,jpeg75,0.27057,0.0891,0.22498,0.02419
shiba_00,phase,jpeg_then_resize75,0.26482,0.08751,0.22498,0.02419
shiba_00,phase,noise0.05,0.26773,0.08149,0.22498,0.02419
shiba_00,phase,quantize16,0.2724,0.08824,0.22498,0.02419
shiba_00,phase_rand,adverse_cleaner,0.26453,0.08755,0.22498,0.02419
shiba_00,phase_rand,blur1,0.27349,0.07292,0.22498,0.02419
shiba_00,phase_rand,crop_resize0.1,0.27508,0.08472,0.22498,0.02419
shiba_00,phase_rand,identity,0.26666,0.09045,0.22498,0.02419
shiba_00,phase_rand,jpeg30,0.26833,0.08784,0.22498,0.02419
shiba_00,phase_rand,jpeg75,0.27002,0.08414,0.22498,0.02419
shiba_00,phase_rand,jpeg_then_resize75,0.26868,0.07671,0.22498,0.02419
shiba_00,phase_rand,noise0.05,0.26174,0.09196,0.22498,0.02419
shiba_00,phase_rand,quantize16,0.27516,0.08368,0.22498,0.02419
shiba_00,photoguard_c,adverse_cleaner,0.26977,0.0904,0.22498,0.02419
shiba_00,photoguard_c,blur1,0.26824,0.09019,0.22498,0.02419
shiba_00,photoguard_c,crop_resize0.1,0.27426,0.08528,0.22498,0.02419
shiba_00,photoguard_c,identity,0.27347,0.09115,0.22498,0.02419
shiba_00,photoguard_c,jpeg30,0.25988,0.0806,0.22498,0.02419
shiba_00,photoguard_c,jpeg75,0.26626,0.0866,0.22498,0.02419
shiba_00,photoguard_c,jpeg_then_resize75,0.27261,0.08683,0.22498,0.02419
shiba_00,photoguard_c,noise0.05,0.26431,0.07811,0.22498,0.02419
shiba_00,photoguard_c,quantize16,0.27691,0.09048,0.22498,0.02419
