image,condition,purifier,clip,siglip,clip_orig_image,siglip_orig_image
raccoon_00,add,adverse_cleaner,0.36752,0.14859,0.21402,-0.00231
raccoon_00,add,blur1,0.35628,0.1474,0.21402,-0.00231
raccoon_00,add,crop_resize0.1,0.29229,0.09053,0.21402,-0.00231
raccoon_00,add,identity,0.36942,0.14994,0.21402,-0.00231
raccoon_00,add,jpeg30,0.35106,0.14776,0.21402,-0.00231
raccoon_00,add,jpeg75,0.34908,0.14194,0.21402,-0.00231
raccoon_00,add,jpeg_then_resize75,0.35691,0.14903,0.21402,-0.00231
raccoon_00,add,noise0.05,0.36125,0.15051,0.21402,-0.00231
raccoon_00,add,quantize16,0.36008,0.14894,0.21402,-0.00231
raccoon_00,apa_weak,adverse_cleaner,0.36157,0.13816,0.21402,-0.00231
raccoon_00,apa_weak,blur1,0.36065,0.14583,0.21402,-0.00231
raccoon_00,apa_weak,crop_resize0.1,0.29566,0.08618,0.21402,-0.00231
raccoon_00,apa_weak,identity,0.36557,0.14296,0.21402,-0.00231
raccoon_00,apa_weak,jpeg30,0.35882,0.13276,0.21402,-0.00231
raccoon_00,apa_weak,jpeg75,0.35574,0.12538,0.21402,-0.00231
raccoon_00,apa_weak,jpeg_then_resize75,0.35325,0.1429,0.21402,-0.00231
raccoon_00,apa_weak,noise0.05,0.36752,0.1531,0.21402,-0.00231
raccoon_00,apa_weak,quantize16,0.33471,0.13945,0.21402,-0.00231
raccoon_00,dia_r,adverse_cleaner,0.36975,0.15061,0.21402,-0.00231
raccoon_00,dia_r,blur1,0.36002,0.14705,0.21402,-0.00231
raccoon_00,dia_r,crop_resize0.1,0.29003,0.09556,0.21402,-0.00231
raccoon_00,dia_r,identity,0.34651,0.14344,0.21402,-0.00231
raccoon_00,dia_r,jpeg30,0.3768,0.14827,0.21402,-0.00231
raccoon_00,dia_r,jpeg75,0.35617,0.14869,0.21402,-0.00231
raccoon_00,dia_r,jpeg_then_resize75,0.3604,0.14772,0.21402,-0.00231
raccoon_00,dia_r,noise0.05,0.34807,0.14607,0.21402,-0.00231
raccoon_00,dia_r,quantize16,0.35008,0.13634,0.21402,-0.00231
raccoon_00,mist,adverse_cleaner,0.28325,0.08418,0.21402,-0.00231
raccoon_00,mist,blur1,0.2853,0.09388,0.21402,-0.00231
raccoon_00,mist,crop_resize0.1,0.29559,0.09601,0.21402,-0.00231
raccoon_00,mist,identity,0.34289,0.16076,0.21402,-0.00231
raccoon_00,mist,jpeg30,0.286,0.08623,0.21402,-0.00231
raccoon_00,mist,jpeg75,0.30421,0.10085,0.21402,-0.00231
raccoon_00,mist,jpeg_then_resize75,0.29567,0.09321,0.21402,-0.00231
raccoon_00,mist,noise0.05,0.29687,0.10163,0.21402,-0.00231
raccoon_00,mist,quantize16,0.2984,0.09277,0.21402,-0.00231
raccoon_00,phase,adverse_cleaner,0.30445,0.08998,0.21402,-0.00231
raccoon_00,phase,blur1,0.35453,0.15161,0.21402,-0.00231
raccoon_00,phase,crop_resize0.1,0.28603,0.08503,0.21402,-0.00231
raccoon_00,phase,identity,0.30039,0.09125,0.21402,-0.00231
raccoon_00,phase,jpeg30,0.3611,0.14356,0.21402,-0.00231
raccoon_00,phase,jpeg75,0.35753,0.14798,0.21402,-0.00231
raccoon_00,phase,jpeg_then_resize75,0.3588,0.14708,0.21402,-0.00231
raccoon_00,phase,noise0.05,0.32936,0.15594,0.21402,-0.00231
raccoon_00,phase,quantize16,0.30242,0.08885,0.21402,-0.00231
raccoon_00,phase_rand,adverse_cleaner,0.36162,0.14997,0.21402,-0.00231
raccoon_00,phase_rand,blur1,0.3592,0.14087,0.21402,-0.00231
raccoon_00,phase_rand,crop_resize0.1,0.29354,0.06482,0.21402,-0.00231
raccoon_00,phase_rand,identity,0.35852,0.14712,0.21402,-0.00231
raccoon_00,phase_rand,jpeg30,0.3584,0.15101,0.21402,-0.00231
raccoon_00,phase_rand,jpeg75,0.35237,0.15008,0.21402,-0.00231
raccoon_00,phase_rand,jpeg_then_resize75,0.3623,0.15378,0.21402,-0.00231
raccoon_00,phase_rand,noise0.05,0.32973,0.13649,0.21402,-0.00231
raccoon_00,phase_rand,quantize16,0.35626,0.15268,0.21402,-0.00231
raccoon_00,photoguard_c,adverse_cleaner,0.2867,0.08069,0.21402,-0.00231
raccoon_00,photoguard_c,blur1,0.30626,0.0856,0.21402,-0.00231
raccoon_00,photoguard_c,crop_resize0.1,0.29059,0.09623,0.21402,-0.00231
raccoon_00,photoguard_c,identity,0.29524,0.0905,0.21402,-0.00231
raccoon_00,photoguard_c,jpeg30,0.29284,0.08451,0.21402,-0.00231
raccoon_00,photoguard_c,jpeg75,0.28455,0.08614,0.21402,-0.00231
raccoon_00,photoguard_c,jpeg_then_resize75,0.3614,0.13649,0.21402,-0.00231
raccoon_00,photoguard_c,noise0.05,0.30143,0.09422,0.21402,-0.00231
raccoon_00,photoguard_c,quantize16,0.3341,0.14163,0.21402,-0.00231
