image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,gl_iters,block,loss,gain_ratio,purify_aware,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.10748,0.97014,28.873,0.61605,0.04747,0.14003,0.88888,22.559,0.43628,0.08171,0.46014,0.036,38.7
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.17152,0.96202,29.981,0.55388,0.08051,0.21591,0.81965,22.619,0.36724,0.13438,0.44734,0.03169,39.0
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.17351,0.92905,24.483,0.48761,0.11143,0.23474,0.68604,18.393,0.32558,0.18026,0.55012,0.05968,39.2
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.18773,0.99031,40.171,0.65704,0.04476,0.20391,0.85641,21.35,0.68318,0.16494,0.25736,0.0098,39.1
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.11201,0.97292,32.546,0.6575,0.07139,0.23822,0.79721,14.902,0.50819,0.15556,0.46738,0.02359,39.1
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.19474,0.9624,32.341,0.64284,0.03446,0.31302,0.74937,20.371,0.28669,0.12859,0.31373,0.02415,39.2
task_env_weather_133752,gain_only,instruct-pix2pix,transform the setting to a rainy day,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.17069,0.97262,33.314,0.6471,0.04201,0.22032,0.89361,25.829,0.39819,0.0631,0.44618,0.02159,39.1
task_env_weather_181583,gain_only,instruct-pix2pix,change the setting to a stormy day,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.21016,0.95185,32.719,0.62985,0.04293,0.58954,0.69033,14.493,0.34959,0.33668,0.28755,0.02312,39.2
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.23041,0.92155,22.34,0.46611,0.07535,0.35113,0.59362,17.728,0.19483,0.14973,0.71392,0.07638,38.9
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.16415,0.95934,27.486,0.53554,0.06343,0.20101,0.83771,21.685,0.32596,0.10266,0.46299,0.04224,39.1
task_obj_add_13726,gain_only,instruct-pix2pix,Add subscribe button,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.21136,0.94529,27.732,0.49597,0.08205,0.2944,0.69929,20.429,0.2165,0.17352,0.44141,0.04106,38.9
task_obj_add_340466,gain_only,instruct-pix2pix,Add orange juice,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.11441,0.97425,31.189,0.64821,0.05629,0.2106,0.84562,17.857,0.46377,0.13891,0.34068,0.02758,39.0
task_obj_add_40931,gain_only,instruct-pix2pix,Add the blood on snout,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.33328,0.94318,28.059,0.52149,0.06912,0.30457,0.68899,20.066,0.30428,0.15916,0.38748,0.03954,39.0
task_obj_add_581286,gain_only,instruct-pix2pix,Add sauce,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.12577,0.98004,36.884,0.74507,0.04148,0.14334,0.9058,28.462,0.6171,0.09056,0.36331,0.01431,39.0
task_obj_add_692065,gain_only,instruct-pix2pix,Add monk,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.14741,0.95293,28.104,0.67293,0.06109,0.19741,0.85789,23.194,0.46401,0.07063,0.4115,0.03934,39.0
task_obj_remove_10197,gain_only,instruct-pix2pix,Remove gravel path,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.25884,0.94753,26.425,0.56569,0.05216,0.41561,0.44344,13.464,0.08103,0.25545,0.72153,0.04772,38.9
task_obj_remove_257910,gain_only,instruct-pix2pix,Remove bracelet,,1.3,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.20157,0.97899,34.773,0.6945,0.0439,0.20994,0.87971,25.962,0.44513,0.08862,0.29851,0.01825,39.1
