image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,cdev_mean,cdev_max,cdev_p99,matrix_tv,grid_size
car_00,C,32,a wrecked car after an accident,60,60,,10,10,1,146.6,rotate,0,0.0,,,10320.2,0.52,511.3333333333333,113.33333333333333,20.666666666666668,,,,0.7098643779754639,0.6652085781097412,0.044655777513980865,0.3347913920879364,23.85236930847168,0.9529411792755127,23.85236930847168,0.9529411792755127,0.9289973974227905,0.044655777513980865,0.9364225268363953,3.2389705181121826,2.270442247390747,1.0759813785552979,32
car_01,C,32,a wrecked car after an accident,60,60,,10,10,1,146.7,rotate,0,0.0,,,10323.2,2.08,512.0,48.666666666666664,10.666666666666666,,,,0.5889876484870911,0.558306872844696,0.03068074956536293,0.44169312715530396,34.07138442993164,0.2398366630077362,34.07138442993164,0.2398366630077362,0.9958864450454712,0.03068074956536293,0.6648553609848022,2.9170966148376465,2.0123953819274902,0.8641409873962402,32
