loss,L_def,L_fid,defense_mode,edit_shift,fid_acut,fid_pen_acut,fid_chroma,fid_pen_chroma,fid_linf_total,fid_psnr_total,fid_lpips,fid_lpips_rel,fid_ssim,fid_linf,fid_psnr,fid_pen_linf,fid_pen_lpips,fid_pen_psnr,proj_k,proj_metric,proj_floor,proj_iters,step,stage,stage_step,lr,grad_norm
0.09110055863857269,0.09110055863857269,0.0,targeted_output,0.13050466775894165,0.11811871826648712,0.0,0.9866716265678406,0.0,0.8483569622039795,24.376155853271484,0.201981782913208,0.15145693719387054,0.8028417825698853,0.6956629753112793,27.594768524169922,0.6356629729270935,0.0,6.405231475830078,0.9019230769230768,0.07796740531921387,0.03984379768371582,3,0,stage2,0,0.001,0.035363756120204926
0.0892714187502861,0.0892714187502861,0.0,targeted_output,0.13145262002944946,0.09654694050550461,0.0,0.8763856291770935,0.0,0.8436635732650757,24.612619400024414,0.18721671402454376,0.13344332575798035,0.8127856254577637,0.6461869478225708,28.243309020996094,0.586186945438385,0.0,5.756690979003906,1.0014423076923076,0.07910031080245972,0.03984379768371582,5,1,stage2,1,0.001,0.025879746302962303
0.08797141164541245,0.08797141164541245,0.0,targeted_output,0.1322433352470398,0.09408533573150635,0.0,0.9018996953964233,0.0,0.8420627117156982,24.614585876464844,0.1879902333021164,0.1343429684638977,0.8127666711807251,0.6498926877975464,28.208131790161133,0.5898926854133606,0.0,5.791868209838867,1.0014423076923076,0.07992851734161377,0.03984379768371582,5,2,stage2,2,0.001,0.026549087837338448
0.08675536513328552,0.08675536513328552,0.0,targeted_output,0.13270746171474457,0.09264472126960754,0.0,0.9312544465065002,0.0,0.8389104604721069,24.60555648803711,0.18911060690879822,0.1356806457042694,0.81236332654953,0.6551789045333862,28.147457122802734,0.5951789021492004,0.0,5.852542877197266,1.0014423076923076,0.08098441362380981,0.03984379768371582,5,3,stage2,3,0.001,0.023377550765872
0.0856793150305748,0.0856793150305748,0.0,targeted_output,0.13193027675151825,0.09189656376838684,0.0,0.9672044515609741,0.0,0.8385167121887207,24.588363647460938,0.1906200498342514,0.1374969780445099,0.8117337226867676,0.6598103046417236,28.058101654052734,0.5998103022575378,0.0,5.941898345947266,0.9682692307692307,0.07937753200531006,0.03984379768371582,4,4,stage2,4,0.001,0.018752047792077065
0.08482764661312103,0.08482764661312103,0.0,targeted_output,0.1355009377002716,0.0882733091711998,0.0,0.9654799103736877,0.0,0.8393215537071228,24.63010025024414,0.187838613986969,0.13401064276695251,0.8136994242668152,0.6604304313659668,28.155906677246094,0.600430428981781,0.0,5.844093322753906,1.0014423076923076,0.08125340938568115,0.03984379768371582,5,5,stage2,5,0.001,0.019466198980808258
0.08385655283927917,0.08385655283927917,0.0,targeted_output,0.13795870542526245,0.08909974992275238,0.0,1.010116457939148,0.0,0.8401785492897034,24.59851837158203,0.1896231770515442,0.1361512541770935,0.8127317428588867,0.6642054319381714,28.030838012695312,0.6042054295539856,0.0,5.9691619873046875,0.9682692307692307,0.07980108261108398,0.03984379768371582,4,6,stage2,6,0.001,0.08181419223546982
0.08318676799535751,0.08318676799535751,0.0,targeted_output,0.14119336009025574,0.08721695840358734,0.0,1.0156030654907227,0.0,0.8406544923782349,24.62740707397461,0.1870097815990448,0.13289183378219604,0.8143383860588074,0.6632526516914368,28.099355697631836,0.603252649307251,0.0,5.900644302368164,0.9682692307692307,0.0785786509513855,0.03984379768371582,4,7,stage2,7,0.001,0.02129201404750347
0.08253684639930725,0.08253684639930725,0.0,targeted_output,0.14024046063423157,0.08613287657499313,0.0,1.024017333984375,0.0,0.8410903215408325,24.65142059326172,0.1846097707748413,0.12987400591373444,0.8157755136489868,0.6621032357215881,28.156925201416016,0.6021032333374023,0.0,5.843074798583984,1.0014423076923076,0.0810842514038086,0.03984379768371582,5,8,stage2,8,0.001,0.016198137775063515
0.08164525777101517,0.08164525777101517,0.0,targeted_output,0.14268134534358978,0.08872810006141663,0.0,1.0772521495819092,0.0,0.8416993618011475,24.603559494018555,0.18672135472297668,0.13243168592453003,0.8144969940185547,0.6651037931442261,27.995136260986328,0.6051037907600403,0.0,6.004863739013672,0.9682692307692307,0.07998412847518921,0.03984379768371582,4,9,stage2,9,0.001,0.018427958711981773
