image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_obj_add_40931,dct_shield_y,native,identity,0.46616,0.00535,0.46616,0.00535,1.0,0.82122,True,0.8,True,1461.0
task_obj_add_40931,dct_shield_y,native,blur1,0.19117,0.00958,0.46616,0.00535,0.41009,0.97378,False,0.8,True,1461.0
task_obj_add_40931,dct_shield_y,native,jpeg75,0.16877,0.0038,0.46616,0.00535,0.36204,0.96108,False,0.8,True,1461.0
task_obj_add_40931,dct_shield_y,native,jpeg30,0.21446,0.00967,0.46616,0.00535,0.46005,0.96089,False,0.8,True,1461.0
task_obj_add_40931,dct_shield_y,native,crop_resize0.1,0.5897,0.00739,0.46616,0.00535,1.26501,0.83253,True,0.8,True,1461.0
task_obj_add_40931,dct_shield_y,native,jpeg_then_resize75,0.19924,0.0076,0.46616,0.00535,0.4274,0.95965,False,0.8,True,1461.0
task_obj_add_40931,dct_shield_y,native,adverse_cleaner,0.38904,0.00454,0.46616,0.00535,0.83456,0.8664,False,0.8,True,1461.0
task_obj_add_40931,dct_shield_y,native,gridpure,0.28559,0.01068,0.46616,0.00535,0.61263,0.92874,False,0.8,True,1461.0
task_obj_remove_380621,dct_shield_y,native,identity,0.71087,0.02095,0.71087,0.02095,1.0,0.6965,True,0.8,True,1445.5
task_obj_remove_380621,dct_shield_y,native,blur1,0.32369,0.11209,0.71087,0.02095,0.45534,0.90189,False,0.8,True,1445.5
task_obj_remove_380621,dct_shield_y,native,jpeg75,0.20306,0.00255,0.71087,0.02095,0.28565,0.97909,False,0.8,True,1445.5
task_obj_remove_380621,dct_shield_y,native,jpeg30,0.31305,0.09879,0.71087,0.02095,0.44037,0.95611,False,0.8,True,1445.5
task_obj_remove_380621,dct_shield_y,native,crop_resize0.1,0.61148,0.00286,0.71087,0.02095,0.86018,0.90226,False,0.8,True,1445.5
task_obj_remove_380621,dct_shield_y,native,jpeg_then_resize75,0.2837,0.08611,0.71087,0.02095,0.39908,0.95504,False,0.8,True,1445.5
task_obj_remove_380621,dct_shield_y,native,adverse_cleaner,0.45873,0.03007,0.71087,0.02095,0.64531,0.89151,False,0.8,True,1445.5
task_obj_remove_380621,dct_shield_y,native,gridpure,0.40846,0.04359,0.71087,0.02095,0.57459,0.90276,False,0.8,True,1445.5
task_obj_swap_joint_mask_276754,dct_shield_y,native,identity,0.54138,0.2053,0.54138,0.2053,1.0,0.75121,True,0.8,False,1443.4
task_obj_swap_joint_mask_276754,dct_shield_y,native,blur1,0.15545,0.06391,0.54138,0.2053,0.28714,0.92677,False,0.8,False,1443.4
task_obj_swap_joint_mask_276754,dct_shield_y,native,jpeg75,0.28762,0.14481,0.54138,0.2053,0.53127,0.94978,False,0.8,False,1443.4
task_obj_swap_joint_mask_276754,dct_shield_y,native,jpeg30,0.14415,0.05475,0.54138,0.2053,0.26626,0.9304,False,0.8,False,1443.4
task_obj_swap_joint_mask_276754,dct_shield_y,native,crop_resize0.1,0.4257,0.18587,0.54138,0.2053,0.78631,0.91633,False,0.8,False,1443.4
task_obj_swap_joint_mask_276754,dct_shield_y,native,jpeg_then_resize75,0.12297,0.05744,0.54138,0.2053,0.22714,0.95865,False,0.8,False,1443.4
task_obj_swap_joint_mask_276754,dct_shield_y,native,adverse_cleaner,0.36495,0.20756,0.54138,0.2053,0.67411,0.91989,False,0.8,False,1443.4
task_obj_swap_joint_mask_276754,dct_shield_y,native,gridpure,0.14813,0.05718,0.54138,0.2053,0.27361,0.92756,False,0.8,False,1443.4
task_obj_swap_joint_mask_533428,dct_shield_y,native,identity,0.53203,0.02664,0.53203,0.02664,1.0,0.79444,True,0.8,True,1425.6
task_obj_swap_joint_mask_533428,dct_shield_y,native,blur1,0.32009,0.0442,0.53203,0.02664,0.60163,0.96288,False,0.8,True,1425.6
