image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_attr_mod_color_11699,dct_shield,native,identity,0.60914,0.01368,0.60914,0.01368,1.0,0.7443,True,0.8,True,1459.0
task_attr_mod_color_11699,dct_shield,native,blur1,0.27869,0.00397,0.60914,0.01368,0.45752,0.95098,False,0.8,True,1459.0
task_attr_mod_color_11699,dct_shield,native,jpeg75,0.19276,0.00454,0.60914,0.01368,0.31645,0.97022,False,0.8,True,1459.0
task_attr_mod_color_11699,dct_shield,native,jpeg30,0.26234,0.00326,0.60914,0.01368,0.43067,0.96433,False,0.8,True,1459.0
task_attr_mod_color_11699,dct_shield,native,crop_resize0.1,0.59755,0.00194,0.60914,0.01368,0.98098,0.88693,False,0.8,True,1459.0
task_attr_mod_color_11699,dct_shield,native,jpeg_then_resize75,0.18996,0.00313,0.60914,0.01368,0.31185,0.97632,False,0.8,True,1459.0
task_attr_mod_color_11699,dct_shield,native,adverse_cleaner,0.40481,0.00217,0.60914,0.01368,0.66456,0.87803,False,0.8,True,1459.0
task_attr_mod_color_11699,dct_shield,native,gridpure,0.30687,0.00132,0.60914,0.01368,0.50377,0.91605,False,0.8,True,1459.0
task_attr_mod_color_136767,dct_shield,native,identity,0.61558,0.01917,0.61558,0.01917,1.0,0.85608,False,0.8,True,1432.6
task_attr_mod_color_136767,dct_shield,native,blur1,0.28698,0.01645,0.61558,0.01917,0.4662,0.95623,False,0.8,True,1432.6
task_attr_mod_color_136767,dct_shield,native,jpeg75,0.177,0.00778,0.61558,0.01917,0.28753,0.9725,False,0.8,True,1432.6
task_attr_mod_color_136767,dct_shield,native,jpeg30,0.20727,0.01517,0.61558,0.01917,0.3367,0.96563,False,0.8,True,1432.6
task_attr_mod_color_136767,dct_shield,native,crop_resize0.1,0.57603,0.00179,0.61558,0.01917,0.93574,0.90233,False,0.8,True,1432.6
task_attr_mod_color_136767,dct_shield,native,jpeg_then_resize75,0.18356,0.00987,0.61558,0.01917,0.29819,0.97705,False,0.8,True,1432.6
task_attr_mod_color_136767,dct_shield,native,adverse_cleaner,0.40936,0.00397,0.61558,0.01917,0.66499,0.90252,False,0.8,True,1432.6
task_attr_mod_color_136767,dct_shield,native,gridpure,0.33103,0.01438,0.61558,0.01917,0.53775,0.95751,False,0.8,True,1432.6
task_attr_mod_color_184837,dct_shield,native,identity,0.68156,0.06122,0.68156,0.06122,1.0,0.73539,True,0.8,True,1431.3
task_attr_mod_color_184837,dct_shield,native,blur1,0.2559,0.0088,0.68156,0.06122,0.37546,0.96196,False,0.8,True,1431.3
task_attr_mod_color_184837,dct_shield,native,jpeg75,0.18329,0.05042,0.68156,0.06122,0.26893,0.95483,False,0.8,True,1431.3
task_attr_mod_color_184837,dct_shield,native,jpeg30,0.22566,0.0319,0.68156,0.06122,0.33109,0.96391,False,0.8,True,1431.3
task_attr_mod_color_184837,dct_shield,native,crop_resize0.1,0.67902,0.00953,0.68156,0.06122,0.99627,0.86495,False,0.8,True,1431.3
task_attr_mod_color_184837,dct_shield,native,jpeg_then_resize75,0.18976,0.03615,0.68156,0.06122,0.27842,0.97708,False,0.8,True,1431.3
task_attr_mod_color_184837,dct_shield,native,adverse_cleaner,0.42974,0.01091,0.68156,0.06122,0.63053,0.92712,False,0.8,True,1431.3
task_attr_mod_color_184837,dct_shield,native,gridpure,0.28171,0.00681,0.68156,0.06122,0.41334,0.9403,False,0.8,True,1431.3
task_attr_mod_color_32648,dct_shield,native,identity,0.54036,0.05477,0.54036,0.05477,1.0,0.71417,True,0.8,True,648.6
task_attr_mod_color_32648,dct_shield,native,blur1,0.34696,0.02829,0.54036,0.05477,0.64209,0.92743,False,0.8,True,648.6
task_attr_mod_color_32648,dct_shield,native,jpeg75,0.26518,0.02989,0.54036,0.05477,0.49074,0.94536,False,0.8,True,648.6
task_attr_mod_color_32648,dct_shield,native,jpeg30,0.2695,0.01166,0.54036,0.05477,0.49875,0.9543,False,0.8,True,648.6
task_attr_mod_color_32648,dct_shield,native,crop_resize0.1,0.54399,0.05056,0.54036,0.05477,1.00673,0.90579,False,0.8,True,648.6
task_attr_mod_color_32648,dct_shield,native,jpeg_then_resize75,0.24138,0.01761,0.54036,0.05477,0.44671,0.969,False,0.8,True,648.6
task_attr_mod_color_32648,dct_shield,native,adverse_cleaner,0.35811,0.02281,0.54036,0.05477,0.66272,0.93187,False,0.8,True,648.6
task_attr_mod_color_32648,dct_shield,native,gridpure,0.34484,0.04507,0.54036,0.05477,0.63818,0.90718,False,0.8,True,648.6
task_attr_mod_color_6205,dct_shield,native,identity,0.71453,0.0189,0.71453,0.0189,1.0,0.47479,True,0.8,True,649.2
task_attr_mod_color_6205,dct_shield,native,blur1,0.312,0.04845,0.71453,0.0189,0.43666,0.90757,False,0.8,True,649.2
task_attr_mod_color_6205,dct_shield,native,jpeg75,0.14845,0.0009,0.71453,0.0189,0.20777,0.96376,False,0.8,True,649.2
task_attr_mod_color_6205,dct_shield,native,jpeg30,0.19507,0.01706,0.71453,0.0189,0.27301,0.95764,False,0.8,True,649.2
task_attr_mod_color_6205,dct_shield,native,crop_resize0.1,0.68183,0.00704,0.71453,0.0189,0.95424,0.88025,False,0.8,True,649.2
task_attr_mod_color_6205,dct_shield,native,jpeg_then_resize75,0.1642,0.03137,0.71453,0.0189,0.2298,0.97382,False,0.8,True,649.2
task_attr_mod_color_6205,dct_shield,native,adverse_cleaner,0.536,0.02302,0.71453,0.0189,0.75014,0.82262,True,0.8,True,649.2
task_attr_mod_color_6205,dct_shield,native,gridpure,0.39508,0.01128,0.71453,0.0189,0.55293,0.90354,False,0.8,True,649.2
