image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
parrot_00,none,floor,identity,0.0,0.0,0.0,0.0,,0.7,True,174.7
parrot_00,none,floor,gridpure,0.20699,0.0255,0.0,0.0,,0.7,True,174.7
