image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
cat_00,phase,human,identity,0.29429,0.09192,0.29429,0.09192,1.0,0.7,True,169.9
cat_00,phase,human,gridpure,0.24771,0.04643,0.29429,0.09192,0.84171,0.7,True,169.9
cat_00,phase_rand,human,identity,0.06025,0.03303,0.06025,0.03303,1.0,0.7,False,159.8
cat_00,phase_rand,human,gridpure,0.15323,0.02643,0.06025,0.03303,2.54332,0.7,False,159.8
person_c_00,phase,human,identity,0.29694,0.02601,0.29694,0.02601,1.0,0.7,True,160.1
person_c_00,phase,human,gridpure,0.29533,0.10211,0.29694,0.02601,0.9946,0.7,True,160.1
person_c_00,phase_rand,human,identity,0.20763,0.05938,0.20763,0.05938,1.0,0.7,True,159.8
person_c_00,phase_rand,human,gridpure,0.27769,0.11435,0.20763,0.05938,1.3374,0.7,True,159.8
