image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.11262,0.99648,34.903,0.76788,0.00531,0.12204,0.93272,24.668,0.5057,0.0451,0.3701,0.01798,0.98221,0.98897,False,0.837,404.9
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.15754,0.99359,35.91,0.71953,0.01739,0.17638,0.85477,22.81,0.44902,0.0992,0.32605,0.01601,0.9857,0.98571,False,0.837,397.4
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.16556,0.99034,30.468,0.63775,0.01343,0.19784,0.76207,19.658,0.37463,0.14666,0.35611,0.02996,0.979,0.96489,False,0.837,395.7
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20773,0.99839,44.74,0.79441,0.00789,0.14952,0.87746,22.263,0.74895,0.13316,0.18039,0.00579,0.97568,0.97514,False,0.837,392.6
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.0917,0.99675,39.801,0.8232,0.01101,0.18335,0.84925,17.341,0.61622,0.11064,0.26348,0.01023,0.98622,0.96456,False,0.837,391.5
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18787,0.99605,41.771,0.85442,0.00575,0.27281,0.78513,20.439,0.3701,0.11697,0.139,0.00815,0.95104,0.95727,False,0.837,393.0
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24512,0.98397,26.552,0.58105,0.01414,0.3613,0.57286,17.126,0.18643,0.17474,0.71672,0.04703,0.93822,0.91118,False,0.837,394.5
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18147,0.99536,34.837,0.71405,0.011,0.18609,0.89046,23.48,0.38456,0.07869,0.36719,0.01812,0.96788,0.97687,False,0.837,391.8
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29765,0.99168,35.12,0.71989,0.01749,0.25724,0.73406,20.732,0.37701,0.1488,0.24334,0.01754,0.95582,0.94298,False,0.837,393.0
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.21516,0.9927,32.452,0.75087,0.01643,0.23387,0.81658,21.984,0.4295,0.10289,0.53057,0.02384,0.98236,0.97386,False,0.837,395.6
