image,condition,radius,step,loss,param_absmean,closures,eval
task_attr_mod_color_11699,warp,32.0,0,96.73985290527344,1.197352409362793,2,96.73973083496094
task_attr_mod_color_11699,warp,32.0,50,87.518310546875,1.204194188117981,2,
task_attr_mod_color_11699,warp,32.0,100,86.7501220703125,1.2085988521575928,2,86.7304458618164
task_attr_mod_color_11699,warp,32.0,150,84.74046325683594,1.2193012237548828,2,
task_attr_mod_color_11699,warp,32.0,200,82.9186782836914,1.2243826389312744,2,82.88574981689453
task_attr_mod_color_11699,warp,32.0,250,82.37664794921875,1.2203526496887207,2,
task_attr_mod_color_11699,warp,32.0,300,81.3474349975586,1.2212508916854858,2,81.32215881347656
task_attr_mod_color_11699,warp,32.0,350,79.95506286621094,1.221817135810852,2,
task_attr_mod_color_11699,warp,32.0,400,79.37413024902344,1.2276904582977295,2,79.33711242675781
task_attr_mod_color_11699,warp,32.0,450,78.77535247802734,1.2350976467132568,2,
task_attr_mod_color_11699,warp,32.0,500,78.10736083984375,1.2410452365875244,2,78.10195922851562
task_attr_mod_color_11699,warp,32.0,550,77.55972290039062,1.2421584129333496,2,
task_attr_mod_color_11699,warp,32.0,600,77.08660888671875,1.2438881397247314,2,77.07695770263672
task_attr_mod_color_11699,warp,32.0,650,76.54135131835938,1.2454476356506348,2,
task_attr_mod_color_11699,warp,32.0,700,76.08308410644531,1.2463281154632568,2,76.07759857177734
task_attr_mod_color_11699,warp,32.0,750,75.84790802001953,1.2467854022979736,2,
task_attr_mod_color_11699,warp,32.0,800,75.64530944824219,1.2472972869873047,2,75.64102172851562
task_attr_mod_color_11699,warp,32.0,850,75.37491607666016,1.2478747367858887,2,
task_attr_mod_color_11699,warp,32.0,900,75.07830810546875,1.2482709884643555,2,75.07152557373047
task_attr_mod_color_11699,warp,32.0,950,75.05484008789062,1.2482889890670776,2,
task_attr_mod_color_11699,warp,32.0,1000,75.05484008789062,1.2482889890670776,2,75.05484008789062
task_attr_mod_color_11699,warp,32.0,1050,75.05484008789062,1.2482889890670776,2,
task_attr_mod_color_11699,warp,32.0,1100,75.05484008789062,1.2482889890670776,2,75.05484008789062
task_attr_mod_color_11699,warp,32.0,1150,75.05484008789062,1.2482889890670776,2,
task_attr_mod_color_11699,warp,32.0,1200,75.05484008789062,1.2482889890670776,2,75.05484008789062
task_attr_mod_color_11699,warp,32.0,1250,75.05484008789062,1.2482889890670776,2,
task_attr_mod_color_11699,warp,32.0,1300,75.05484008789062,1.2482889890670776,2,75.05484008789062
task_attr_mod_color_11699,warp,32.0,1350,75.05484008789062,1.2482889890670776,2,
task_attr_mod_color_11699,warp,32.0,1400,75.05484008789062,1.2482889890670776,2,75.05484008789062
task_attr_mod_color_11699,warp,32.0,1450,75.05484008789062,1.2482889890670776,2,
task_attr_mod_color_11699,warp,32.0,1500,75.05484008789062,1.2482889890670776,2,75.05484008789062
task_attr_mod_color_11699,warp,32.0,1550,75.05484008789062,1.2482889890670776,2,
task_attr_mod_color_11699,warp,32.0,1600,75.05484008789062,1.2482889890670776,2,75.05484008789062
task_attr_mod_color_11699,warp,32.0,1650,75.05484008789062,1.2482889890670776,2,
task_attr_mod_color_11699,warp,32.0,1700,75.05484008789062,1.2482889890670776,2,75.05484008789062
task_attr_mod_color_11699,warp,32.0,1750,75.05484008789062,1.2482889890670776,2,
task_attr_mod_color_11699,warp,32.0,1800,75.05484008789062,1.2482889890670776,2,75.05484008789062
task_attr_mod_color_11699,warp,32.0,1850,75.05484008789062,1.2482889890670776,2,
task_attr_mod_color_11699,warp,32.0,1900,75.05484008789062,1.2482889890670776,2,75.05484008789062
task_attr_mod_color_11699,warp,32.0,1950,75.05484008789062,1.2482889890670776,2,
task_attr_mod_color_11699,warp,32.0,1999,75.05484008789062,1.2482889890670776,2,75.05484008789062
task_attr_mod_color_6205,warp,32.0,0,98.80941772460938,1.197352409362793,2,98.80933380126953
task_attr_mod_color_6205,warp,32.0,50,86.76819610595703,1.469205617904663,2,
task_attr_mod_color_6205,warp,32.0,100,85.10697174072266,1.462275505065918,2,85.04835510253906
task_attr_mod_color_6205,warp,32.0,150,84.3346939086914,1.4718050956726074,2,
task_attr_mod_color_6205,warp,32.0,200,83.18154907226562,1.510972499847412,2,83.17700958251953
task_attr_mod_color_6205,warp,32.0,250,82.94461059570312,1.5227900743484497,2,
task_attr_mod_color_6205,warp,32.0,300,82.39657592773438,1.546288251876831,2,82.33531951904297
task_attr_mod_color_6205,warp,32.0,350,81.73065185546875,1.567150354385376,2,
task_attr_mod_color_6205,warp,32.0,400,80.93878173828125,1.5631357431411743,2,80.93878173828125
task_attr_mod_color_6205,warp,32.0,450,80.93878173828125,1.5631357431411743,2,
task_attr_mod_color_6205,warp,32.0,500,80.93878173828125,1.5631357431411743,2,80.93878173828125
task_attr_mod_color_6205,warp,32.0,550,80.93878173828125,1.5631357431411743,2,
task_attr_mod_color_6205,warp,32.0,600,80.93878173828125,1.5631357431411743,2,80.93878173828125
task_attr_mod_color_6205,warp,32.0,650,80.93878173828125,1.5631357431411743,2,
task_attr_mod_color_6205,warp,32.0,700,80.93878173828125,1.5631357431411743,2,80.93878173828125
task_attr_mod_color_6205,warp,32.0,750,80.93878173828125,1.5631357431411743,2,
task_attr_mod_color_6205,warp,32.0,800,80.93878173828125,1.5631357431411743,2,80.93878173828125
task_attr_mod_color_6205,warp,32.0,850,80.93878173828125,1.5631357431411743,2,
task_attr_mod_color_6205,warp,32.0,900,80.93878173828125,1.5631357431411743,2,80.93878173828125
task_attr_mod_color_6205,warp,32.0,950,80.93878173828125,1.5631357431411743,2,
task_attr_mod_color_6205,warp,32.0,1000,80.93878173828125,1.5631357431411743,2,80.93878173828125
task_attr_mod_color_6205,warp,32.0,1050,80.93878173828125,1.5631357431411743,2,
task_attr_mod_color_6205,warp,32.0,1100,80.93878173828125,1.5631357431411743,2,80.93878173828125
task_attr_mod_color_6205,warp,32.0,1150,80.93878173828125,1.5631357431411743,2,
task_attr_mod_color_6205,warp,32.0,1200,80.93878173828125,1.5631357431411743,2,80.93878173828125
task_attr_mod_color_6205,warp,32.0,1250,80.93878173828125,1.5631357431411743,2,
task_attr_mod_color_6205,warp,32.0,1300,80.93878173828125,1.5631357431411743,2,80.93878173828125
task_attr_mod_color_6205,warp,32.0,1350,80.93878173828125,1.5631357431411743,2,
task_attr_mod_color_6205,warp,32.0,1400,80.93878173828125,1.5631357431411743,2,80.93878173828125
